t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,current_nb_leaves,delta_teq,delta_teq_roots,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
1608,1,MS,9.23612125,False,0.00000000,14.50000000,0.00033233,1,11,4706.91904654,4706.91904654,0.60718636,10,0.00130974,reproductive,641.61896053,4.40786249,6.83332758,236296.51585091
1609,1,MS,8.20216592,False,0.00000000,13.80000000,0.00044441,1,11,4371.89948377,4371.89948377,0.60826171,10,0.00146811,reproductive,642.22616880,4.09300795,6.67925985,240668.41533468
1610,1,MS,7.22800760,False,0.00000000,13.30000000,0.00043490,1,11,4144.72775582,4144.72775582,0.60924295,10,0.00161522,reproductive,642.80182543,3.85478549,6.28138705,244813.14309050
1611,1,MS,6.42843217,False,0.00000000,12.80000000,0.00055234,1,11,3927.48007030,3927.48007030,0.61013453,10,0.00175468,reproductive,643.34730877,3.62967783,6.04953346,248740.62316079
1612,1,MS,5.90108273,False,0.00000000,12.70000000,0.00139610,1,11,3885.20391343,3885.20391343,0.61100141,10,0.00188683,reproductive,643.88692043,3.52136175,6.39366542,252625.82707422
1613,1,MS,5.00517541,False,0.00000000,12.60000000,0.00113639,1,11,3843.31477390,3843.31477390,0.61180919,10,0.00201755,reproductive,644.42071415,3.39243009,6.89152755,256469.14184812
1614,1,MS,4.32853856,False,0.00000000,12.60000000,0.00246480,1,11,3843.31477390,3843.31477390,0.61258282,10,0.00214687,reproductive,644.95450786,3.30207249,18.93511472,260312.45662202
1615,1,MS,5.07728418,False,0.00000000,12.90000000,0.00641579,1,11,3970.14505763,3970.14505763,0.61334955,10,0.00227619,reproductive,645.50591690,3.28039719,17.48625934,264282.60167965
1616,1,MS,8.27617360,False,0.00000000,13.70000000,0.01122018,1,11,4325.66260454,4325.66260454,0.61416246,10,0.00240977,reproductive,646.10670337,3.41059058,24.28793363,268608.26428419
1617,1,MS,15.50198245,False,0.00000000,18.20000000,0.01539028,1,11,6804.84949162,6804.84949162,0.61549959,10,0.00255532,reproductive,647.05182136,4.80704726,27.55033780,275413.11377581
1618,1,MS,26.32023251,False,0.00000000,21.70000000,0.01840071,1,11,9158.04888369,9158.04888369,0.61729873,10,0.00278428,reproductive,648.32377259,6.38515564,29.27977712,284571.16265950
1619,1,MS,38.98552313,False,0.00000000,21.80000000,0.02125159,1,11,9226.26283136,9226.26283136,0.61913513,10,0.00309243,reproductive,649.60519798,6.87451021,30.43836008,293797.42549086
1620,1,MS,50.66891754,False,0.00000000,21.70000000,0.02263357,1,11,9158.04888369,9158.04888369,0.62122575,10,0.00340287,reproductive,650.87714922,7.45472513,30.31559389,302955.47437455
1621,1,MS,56.51353891,False,0.00000000,22.00000000,0.01990148,1,11,9362.22500698,9362.22500698,0.62372156,10,0.00371101,reproductive,652.17745825,8.32275266,27.34674833,312317.69938153
1622,1,MS,57.01217185,False,0.00000000,22.20000000,0.01588936,1,11,9497.42942839,9497.42942839,0.62656541,10,0.00402603,reproductive,653.49654567,9.04458324,25.40934143,321815.12880992
1623,1,MS,52.35804462,False,0.00000000,22.30000000,0.01187047,1,11,9564.69477036,9564.69477036,0.62965952,10,0.00434559,reproductive,654.82497550,9.52776836,22.53274083,331379.82358028
1624,1,MS,43.41074307,False,0.00000000,21.80000000,0.00631369,1,11,9226.26283136,9226.26283136,0.63277133,10,0.00466742,reproductive,656.10640089,9.38016753,17.96912726,340606.08641164
1625,1,MS,34.58492977,False,0.00000000,20.90000000,0.00362950,1,11,8609.28975228,8609.28975228,0.63568630,10,0.00497786,reproductive,657.30213558,8.77069116,15.33954276,349215.37616392
1626,1,MS,26.73258378,False,0.00000000,20.00000000,0.00190766,1,11,7993.37387546,7993.37387546,0.63836545,10,0.00526754,reproductive,658.41232639,8.12440860,11.29707607,357208.75003938
1627,1,MS,21.37493184,False,0.00000000,19.00000000,0.00140597,1,11,7323.14841278,7323.14841278,0.64074661,10,0.00553649,reproductive,659.42943034,7.40916127,10.25344811,364531.89845215
1628,1,MS,17.71674880,False,0.00000000,18.10000000,0.00094465,1,11,6741.42469815,6741.42469815,0.64285467,10,0.00578290,reproductive,660.36573933,6.76433701,9.38470413,371273.32315030
1629,1,MS,15.12946429,False,0.00000000,17.20000000,0.00060729,1,11,6185.95478222,6185.95478222,0.64470141,10,0.00600973,reproductive,661.22489971,6.16737995,8.56696725,377459.27793252
1630,1,MS,13.29228301,False,0.00000000,16.40000000,0.00067500,1,11,5717.29539213,5717.29539213,0.64631805,10,0.00621787,reproductive,662.01896852,5.66882088,8.09928959,383176.57332466
1631,1,MS,11.76387311,False,0.00000000,15.60000000,0.00053525,1,11,5273.92343002,5273.92343002,0.64774536,10,0.00641024,reproductive,662.75145788,5.20568754,7.65733642,388450.49675467
1632,1,MS,10.54989792,False,0.00000000,15.10000000,0.00064538,1,11,5010.03601651,5010.03601651,0.64904176,10,0.00658769,reproductive,663.44729622,4.89341860,7.59878596,393460.53277119
1633,1,MS,9.28973579,False,0.00000000,14.60000000,0.00049475,1,11,4756.41223807,4756.41223807,0.65021275,10,0.00675627,reproductive,664.10790903,4.59361039,7.31043066,398216.94500926
1634,1,MS,8.42977695,False,0.00000000,14.40000000,0.00052424,1,11,4657.83554562,4657.83554562,0.65130766,10,0.00691631,reproductive,664.75483063,4.41280995,7.12984475,402874.78055488
1635,1,MS,7.58610588,False,0.00000000,14.30000000,0.00063014,1,11,4609.16116712,4609.16116712,0.65233700,10,0.00707303,reproductive,665.39499191,4.26720722,6.91971170,407483.94172200
1636,1,MS,6.85102726,False,0.00000000,14.10000000,0.00060978,1,11,4513.03701242,4513.03701242,0.65328869,10,0.00722812,reproductive,666.02180260,4.08582510,6.63229499,411996.97873442
1637,1,MS,6.15105083,False,0.00000000,14.00000000,0.00064272,1,11,4465.58561842,4465.58561842,0.65418012,10,0.00737997,reproductive,666.64202283,3.94415052,7.28102335,416462.56435283
1638,1,MS,5.38419303,False,0.00000000,13.90000000,0.00136688,1,11,4418.54011834,4418.54011834,0.65501228,10,0.00753023,reproductive,667.25570895,3.80669110,19.62481618,420881.10447117
1639,1,MS,5.64589191,False,0.00000000,14.40000000,0.00477971,1,11,4657.83554562,4657.83554562,0.65584856,10,0.00767890,reproductive,667.90263056,3.83070256,21.48987203,425538.94001679
1640,1,MS,7.61930582,False,0.00000000,15.70000000,0.00802787,1,11,5327.92841411,5327.92841411,0.65678550,10,0.00783562,reproductive,668.64262062,4.05855734,22.46558444,430866.86843090
1641,1,MS,11.34810425,False,0.00000000,16.80000000,0.00655577,1,11,5948.54214265,5948.54214265,0.65777030,10,0.00801489,reproductive,669.46880702,4.34815139,19.53901366,436815.41057355
1642,1,MS,18.18261895,False,0.00000000,19.60000000,0.01559270,1,11,7722.85646947,7722.85646947,0.65907993,10,0.00821505,reproductive,670.54142598,5.41767462,31.93314692,444538.26704302
1643,1,MS,27.45450921,False,0.00000000,22.20000000,0.01586361,1,11,9497.42942839,9497.42942839,0.66073044,10,0.00847490,reproductive,671.86051340,6.78069500,30.53604100,454035.69647140
1644,1,MS,33.81456813,False,0.00000000,23.50000000,0.01402822,1,11,10345.56063341,10345.56063341,0.66300945,10,0.00879446,reproductive,673.29739682,7.80033644,28.17044230,464381.25710482
1645,1,MS,39.06874914,False,0.00000000,24.40000000,0.01475214,1,11,10882.47583789,10882.47583789,0.66555066,10,0.00914256,reproductive,674.80885180,8.70663284,28.53804253,475263.73294271
1646,1,MS,40.74945628,False,0.00000000,24.80000000,0.01467690,1,11,11102.13742520,11102.13742520,0.66834418,10,0.00950873,reproductive,676.35081533,9.31587483,27.58556549,486365.87036791
1647,1,MS,37.34582309,False,0.00000000,24.20000000,0.00737185,1,11,10767.89976043,10767.89976043,0.67114444,10,0.00988229,reproductive,677.84635696,9.16997513,20.38370843,497133.77012834
1648,1,MS,30.77965756,False,0.00000000,23.40000000,0.00499474,1,11,10282.86515588,10282.86515588,0.67387237,10,0.01024460,reproductive,679.27453268,8.69936504,17.92570920,507416.63528422
1649,1,MS,24.17744604,False,0.00000000,22.60000000,0.00303893,1,11,9764.88155532,9764.88155532,0.67643627,10,0.01059059,reproductive,680.63076623,8.10994066,15.04040482,517181.51683954
1650,1,MS,18.73949763,False,0.00000000,21.70000000,0.00162186,1,11,9158.04888369,9158.04888369,0.67873808,10,0.01091915,reproductive,681.90271746,7.42639122,10.97694482,526339.56572322
1651,1,MS,14.14757019,False,0.00000000,20.70000000,0.00110239,1,11,8471.91162317,8471.91162317,0.68089582,10,0.01122730,reproductive,683.07937185,6.70628783,9.77001878,534811.47734640
1652,1,MS,11.03468338,False,0.00000000,19.80000000,0.00147849,1,11,7857.77096329,7857.77096329,0.68280405,10,0.01151235,reproductive,684.17072893,6.06847996,9.39321244,542669.24830969
1653,1,MS,8.30083059,False,0.00000000,19.20000000,0.00146560,1,11,7455.46060646,7455.46060646,0.68448765,10,0.01177675,reproductive,685.20620957,5.57488198,8.87310186,550124.70891615
1654,1,MS,6.27501652,False,0.00000000,18.60000000,0.00123006,1,11,7061.67580294,7061.67580294,0.68596862,10,0.01202760,reproductive,686.18699788,5.11167002,8.24278317,557186.38471909
1655,1,MS,4.72479639,False,0.00000000,18.00000000,0.00090492,1,11,6678.32596214,6678.32596214,0.68690861,10,0.01262809,reproductive,687.11454315,4.69202322,7.42676867,563864.71068123
1656,1,MS,3.60482286,False,0.00000000,17.40000000,0.00069059,1,11,6306.90597739,6306.90597739,0.68771390,10,0.01319597,reproductive,687.99050231,4.31671958,6.88382926,570171.61665862
1657,1,MS,2.72911178,False,0.00000000,16.90000000,0.00089419,1,11,6007.32497570,6007.32497570,0.68856320,10,0.00103014,reproductive,688.82485300,4.00882646,6.63380939,576178.94163433
1658,1,MS,1.96331653,False,0.00000000,16.40000000,0.00072510,1,11,5717.29539213,5717.29539213,0.68910656,10,0.00161151,reproductive,689.61892181,3.71986323,6.11852671,581896.23702646
1659,1,MS,1.39000801,False,0.00000000,15.90000000,0.00086751,1,11,5437.15923835,5437.15923835,0.68968864,10,0.00163263,reproductive,690.37408281,3.45806685,5.92914641,587333.39626481
1660,1,MS,0.86147143,False,0.00000000,15.70000000,0.00134208,1,11,5327.92841411,5327.92841411,0.69037259,10,0.00191203,reproductive,691.11407287,3.28696087,5.52385489,592661.32467892
1661,1,MS,0.44302634,False,0.00000000,15.30000000,0.00147125,1,11,5114.36103579,5114.36103579,0.69098946,10,0.00218582,reproductive,691.82440079,3.07105301,5.80232955,597775.68571471
1662,1,MS,0.13439504,False,0.00000000,14.80000000,0.00253266,1,11,4856.62944701,4856.62944701,0.69154397,10,0.00244863,reproductive,692.49893266,2.85086860,22.73015344,602632.31516172
1663,1,MS,0.07536039,False,0.00000000,14.40000000,0.00787679,1,11,4657.83554562,4657.83554562,0.69205457,10,0.00269819,reproductive,693.14585426,2.66693745,19.12064715,607290.15070734
1664,1,MS,0.74424628,False,0.00000000,15.10000000,0.01377451,1,11,5010.03601651,5010.03601651,0.69261118,10,0.00293754,reproductive,693.84169260,2.72258397,28.09045554,612300.18672385
1665,1,MS,3.28995811,False,0.00000000,22.40000000,0.01744080,1,11,9631.70668521,9631.70668521,0.69385587,10,0.00319499,reproductive,695.17942964,4.60066926,30.19694913,621931.89340907
1666,1,MS,8.99759841,False,0.00000000,27.50000000,0.02090469,1,11,12138.02751266,12138.02751266,0.69521843,10,0.00368993,reproductive,696.86526679,6.62590364,31.28465241,634069.92092172
1667,1,MS,19.19496448,False,0.00000000,26.80000000,0.02216162,1,11,11957.21520930,11957.21520930,0.69643312,10,0.00431367,reproductive,698.52599113,6.72318578,30.70567045,646027.13613103
1668,1,MS,31.88941926,False,0.00000000,24.80000000,0.02155126,1,11,11102.13742520,11102.13742520,0.69764825,10,0.00492811,reproductive,700.06795466,6.61501351,28.53752250,657129.27355623
1669,1,MS,41.72704978,False,0.00000000,23.70000000,0.02082292,1,11,10469.30926351,10469.30926351,0.69908522,10,0.00549861,reproductive,701.52202539,7.04878254,26.71333119,667598.58281974
1670,1,MS,46.92120253,False,0.00000000,23.20000000,0.01755255,1,11,10155.95822108,10155.95822108,0.70104366,10,0.00000000,reproductive,702.93257514,7.70211446,24.88323096,677754.54104082
1671,1,MS,47.49941980,False,0.00000000,22.90000000,0.01619273,1,11,9962.17999686,9962.17999686,0.70377535,10,0.00000000,reproductive,704.31621126,8.25300993,24.83007613,687716.72103768
1672,1,MS,45.06526195,False,0.00000000,22.70000000,0.01167227,1,11,9830.99931212,9830.99931212,0.70679639,10,0.00000000,reproductive,705.68162783,8.65307334,21.79400896,697547.72034980
1673,1,MS,40.06555088,False,0.00000000,22.30000000,0.00714630,1,11,9564.69477036,9564.69477036,0.70994072,10,0.00000000,reproductive,707.01005766,8.72730689,19.49411319,707112.41512016
1674,1,MS,30.78971418,False,0.00000000,21.40000000,0.00396279,1,11,8952.71255726,8952.71255726,0.71297676,10,0.00000000,reproductive,708.25348996,8.25873839,14.69827042,716065.12767741
1675,1,MS,22.95623599,False,0.00000000,19.90000000,0.00278837,1,11,7925.49244496,7925.49244496,0.71563982,10,0.00000000,reproductive,709.35425279,7.36642639,11.06932274,723990.62012238
1676,1,MS,17.69677812,False,0.00000000,18.50000000,0.00251815,1,11,6997.01425157,6997.01425157,0.71792855,10,0.00000000,reproductive,710.32606033,6.55088794,9.94314830,730987.63437394
1677,1,MS,13.96689920,False,0.00000000,17.20000000,0.00227803,1,11,6185.95478222,6185.95478222,0.71988386,10,0.00000000,reproductive,711.18522072,5.82928560,9.05478083,737173.58915617
1678,1,MS,11.07429319,False,0.00000000,16.00000000,0.00182140,1,11,5492.38272868,5492.38272868,0.72156935,10,0.00000000,reproductive,711.94805165,5.21244503,8.10775979,742665.97188485
1679,1,MS,8.97021677,False,0.00000000,14.90000000,0.00173176,1,11,4907.35407055,4907.35407055,0.72301178,10,0.00000000,reproductive,712.62962860,4.69702378,7.40228191,747573.32595540
1680,1,MS,7.39307192,False,0.00000000,13.90000000,0.00182122,1,11,4418.54011834,4418.54011834,0.72426522,10,0.00000000,reproductive,713.24331473,4.26270400,7.02123093,751991.86607373
1681,1,MS,6.17946541,False,0.00000000,13.00000000,0.00161280,1,11,4013.20063808,4013.20063808,0.72536606,10,0.00000000,reproductive,713.80070371,3.89430886,6.51611667,756005.06671182
1682,1,MS,5.20055402,False,0.00000000,12.10000000,0.00152763,1,11,3639.60764236,3639.60764236,0.72633279,10,0.00000000,reproductive,714.30620477,3.56317830,6.18737052,759644.67435417
1683,1,MS,4.39914960,False,0.00000000,11.40000000,0.00149563,1,11,3370.11355870,3370.11355870,0.72720246,10,0.00000000,reproductive,714.77427610,3.31303120,5.90915975,763014.78791287
1684,1,MS,3.73950957,False,0.00000000,10.80000000,0.00141954,1,11,3153.17961129,3153.17961129,0.72799344,10,0.00000000,reproductive,715.21221771,3.10508636,5.59547082,766167.96752416
1685,1,MS,3.21584405,False,0.00000000,10.20000000,0.00142045,1,11,2948.69258431,2948.69258431,0.72871266,10,0.00000000,reproductive,715.62175835,2.91113605,6.27756430,769116.66010846
1686,1,MS,2.72898588,False,0.00000000,9.80000000,0.00312537,1,11,2819.02451043,2819.02451043,0.72938283,10,0.00000000,reproductive,716.01328953,2.77420195,25.18462650,771935.68461889
1687,1,MS,2.65894633,False,0.00000000,10.00000000,0.00753302,1,11,2883.20598615,2883.20598615,0.73005138,10,0.00000000,reproductive,716.41373481,2.76161707,18.23097286,774818.89060504
1688,1,MS,4.61516974,False,0.00000000,11.40000000,0.01287090,1,11,3370.11355870,3370.11355870,0.73081984,10,0.00000000,reproductive,716.88180613,3.02967620,27.87167600,778189.00416374
1689,1,MS,9.75159127,False,0.00000000,17.80000000,0.01745825,1,11,6553.13100658,6553.13100658,0.73232413,10,0.00000000,reproductive,717.79196322,4.89453092,36.74483973,784742.13517032
1690,1,MS,18.58142338,False,0.00000000,22.10000000,0.01807128,1,11,9429.93238617,9429.93238617,0.73444753,10,0.00000000,reproductive,719.10167605,6.72746386,27.62280202,794172.06755649
1691,1,MS,29.99085466,False,0.00000000,22.60000000,0.01747188,1,11,9764.88155532,9764.88155532,0.73673387,10,0.00000000,reproductive,720.45790960,7.26755589,26.48308828,803936.94911181
1692,1,MS,39.80680549,False,0.00000000,22.50000000,0.01519158,1,11,9698.44309024,9698.44309024,0.73902858,10,0.00000000,reproductive,721.80491558,7.76454023,24.79054608,813635.39220204
1693,1,MS,44.10678737,False,0.00000000,22.10000000,0.01306589,1,11,9429.93238617,9429.93238617,0.74162023,10,0.00000000,reproductive,723.11462842,8.13372816,23.06349933,823065.32458822
1694,1,MS,45.95559903,False,0.00000000,21.80000000,0.01305320,1,11,9226.26283136,9226.26283136,0.74444065,10,0.00000000,reproductive,724.39605381,8.48822617,23.91030670,832291.58741958
1695,1,MS,44.43349263,False,0.00000000,21.50000000,0.00856391,1,11,9021.25449119,9021.25449119,0.74743822,10,0.00000000,reproductive,725.64900582,8.70498282,20.91398704,841312.84191077
1696,1,MS,40.05919452,False,0.00000000,20.70000000,0.00453660,1,11,8471.91162317,8471.91162317,0.75000421,10,0.00040462,reproductive,726.82566021,8.48370800,17.70397980,849784.75353395
1697,1,MS,33.74554969,False,0.00000000,19.80000000,0.00227298,1,11,7857.77096329,7857.77096329,0.75245848,10,0.00078459,reproductive,727.91701729,8.07917019,15.01367036,857642.52449723
1698,1,MS,27.89417782,False,0.00000000,18.80000000,0.00132770,1,11,7191.86329760,7191.86329760,0.75468882,10,0.00113702,reproductive,728.91588719,7.55592667,12.84260944,864834.38779483
1699,1,MS,22.91790730,False,0.00000000,17.80000000,0.00097885,1,11,6553.13100658,6553.13100658,0.75656118,10,0.00145959,reproductive,729.82604428,6.99283576,11.17761616,871387.51880141
1700,1,MS,19.22125539,False,0.00000000,17.00000000,0.00055349,1,11,6066.49030333,6066.49030333,0.75825738,10,0.00175350,reproductive,730.66861238,6.51407594,10.60816505,877454.00910475
1701,1,MS,16.24781385,False,0.00000000,16.20000000,0.00102041,1,11,5604.03876282,5604.03876282,0.75977456,10,0.00202559,reproductive,731.44695109,6.05144705,10.25472375,883058.04786757
1702,1,MS,13.78794795,False,0.00000000,15.40000000,0.00094263,1,11,5167.13902344,5167.13902344,0.76112214,10,0.00227694,reproductive,732.16460929,5.58553874,9.58724265,888225.18689101
1703,1,MS,11.94026554,False,0.00000000,14.80000000,0.00097171,1,11,4856.62944701,4856.62944701,0.76234478,10,0.00250870,reproductive,732.83914116,5.22906381,9.22988113,893081.81633803
1704,1,MS,10.28676241,False,0.00000000,14.30000000,0.00082279,1,11,4609.16116712,4609.16116712,0.76346116,10,0.00272652,reproductive,733.47930243,4.92572655,8.67836734,897690.97750515
1705,1,MS,9.20092087,False,0.00000000,14.00000000,0.00115198,1,11,4465.58561842,4465.58561842,0.76450179,10,0.00293325,reproductive,734.09952266,4.71071034,8.65447105,902156.56312357
1706,1,MS,8.01639171,False,0.00000000,14.00000000,0.00150586,1,11,4465.58561842,4465.58561842,0.76550433,10,0.00313354,reproductive,734.71974288,4.59445019,8.56954973,906622.14874198
1707,1,MS,7.04287668,False,0.00000000,14.10000000,0.00111377,1,11,4513.03701242,4513.03701242,0.76647211,10,0.00333382,reproductive,735.34655358,4.49912615,8.03996691,911135.18575440
1708,1,MS,6.32286311,False,0.00000000,14.10000000,0.00102154,1,11,4513.03701242,4513.03701242,0.76738136,10,0.00353624,reproductive,735.97336427,4.38029121,7.86040900,915648.22276682
1709,1,MS,5.62301560,False,0.00000000,13.80000000,0.00050983,1,11,4371.89948377,4371.89948377,0.76821329,10,0.00373865,reproductive,736.58057253,4.17056742,7.42077093,920020.12225059
1710,1,MS,5.08128997,False,0.00000000,13.60000000,0.00093655,1,11,4279.82829199,4279.82829199,0.76898578,10,0.00393474,reproductive,737.17499313,4.01444401,10.88448909,924299.95054258
1711,1,MS,4.48563447,False,0.00000000,13.60000000,0.00136385,1,11,4279.82829199,4279.82829199,0.76972121,10,0.00412670,reproductive,737.76941373,3.91385049,19.42463734,928579.77883457
1712,1,MS,4.12456141,False,0.00000000,13.90000000,0.00322900,1,11,4418.54011834,4418.54011834,0.77044559,10,0.00431865,reproductive,738.38309985,3.89652597,15.59106443,932998.31895291
1713,1,MS,4.26701393,False,0.00000000,14.10000000,0.00157848,1,11,4513.03701242,4513.03701242,0.77114339,10,0.00451683,reproductive,739.00991055,3.82908446,11.28286118,937511.35596533
1714,1,MS,4.89976930,False,0.00000000,14.00000000,0.00197628,1,11,4465.58561842,4465.58561842,0.77179394,10,0.00471924,reproductive,739.63013078,3.72616366,12.31181362,941976.94158374
1715,1,MS,6.18860136,False,0.00000000,14.70000000,0.00579699,1,11,4806.31558542,4806.31558542,0.77248629,10,0.00491953,reproductive,740.29767461,3.87899793,19.83514153,946783.25716916
1716,1,MS,8.72819472,False,0.00000000,15.40000000,0.00332075,1,11,5167.13902344,5167.13902344,0.77321527,10,0.00513510,reproductive,741.01533280,4.04953081,15.89112794,951950.39619261
1717,1,MS,11.07529513,False,0.00000000,15.60000000,0.00276397,1,11,5273.92343002,5273.92343002,0.77396318,10,0.00536685,reproductive,741.74782217,4.15944760,14.93098402,957224.31962263
1718,1,MS,12.39127489,False,0.00000000,15.60000000,0.00112233,1,11,5273.92343002,5273.92343002,0.77471714,10,0.00560340,reproductive,742.48031154,4.22696946,11.72026872,962498.24305264
1719,1,MS,12.51337085,False,0.00000000,15.40000000,0.00107855,1,11,5167.13902344,5167.13902344,0.77547565,10,0.00583994,reproductive,743.19796973,4.24327556,11.45227761,967665.38207609
1720,1,MS,12.05855348,False,0.00000000,15.40000000,0.00112323,1,11,5167.13902344,5167.13902344,0.77625756,10,0.00607169,reproductive,743.91562793,4.30327092,11.41842850,972832.52109953
1721,1,MS,11.43038742,False,0.00000000,15.30000000,0.00067249,1,11,5114.36103579,5114.36103579,0.77703825,10,0.00630344,reproductive,744.62595585,4.28743773,10.31514894,977946.88213532
1722,1,MS,10.40556466,False,0.00000000,15.20000000,0.00050760,1,11,5061.99324418,5061.99324418,0.77781233,10,0.00653283,reproductive,745.32901047,4.26510980,8.82712227,983008.87537950
1723,1,MS,9.23887327,False,0.00000000,15.00000000,0.00056350,1,11,4958.48958901,4958.48958901,0.77856038,10,0.00675987,reproductive,746.01768958,4.18669244,8.54553893,987967.36496850
1724,1,MS,7.95555089,False,0.00000000,14.90000000,0.00041061,1,11,4907.35407055,4907.35407055,0.77928828,10,0.00698226,reproductive,746.69926653,4.11756461,8.05635957,992874.71903905
1725,1,MS,6.92604800,False,0.00000000,14.70000000,0.00029554,1,11,4806.31558542,4806.31558542,0.77997785,10,0.00720236,reproductive,747.36681036,4.00525543,7.71485255,997681.03462448
1726,1,MS,5.96520731,False,0.00000000,14.60000000,0.00022845,1,11,4756.41223807,4756.41223807,0.78062574,10,0.00741793,reproductive,748.02742318,3.91692748,7.38179291,1002437.44686255
1727,1,MS,5.03021571,False,0.00000000,14.60000000,0.00017787,1,11,4756.41223807,4756.41223807,0.78126329,10,0.00763126,reproductive,748.68803599,3.85141921,7.04334945,1007193.85910062
1728,1,MS,4.26586485,False,0.00000000,14.50000000,0.00022466,1,11,4706.91904654,4706.91904654,0.78186511,10,0.00784460,reproductive,749.34177474,3.75229606,6.82503854,1011900.77814716
1729,1,MS,3.60952558,False,0.00000000,14.40000000,0.00021312,1,11,4657.83554562,4657.83554562,0.78243431,10,0.00805571,reproductive,749.98869635,3.64903969,6.57118547,1016558.61369278
1730,1,MS,2.99750078,False,0.00000000,14.30000000,0.00020784,1,11,4609.16116712,4609.16116712,0.78297231,10,0.00826462,reproductive,750.62885762,3.54509225,6.22275050,1021167.77485990
1731,1,MS,2.53125983,False,0.00000000,14.10000000,0.00026350,1,11,4513.03701242,4513.03701242,0.78347311,10,0.00847134,reproductive,751.25566832,3.41551597,6.07349970,1025680.81187232
1732,1,MS,2.09674668,False,0.00000000,14.00000000,0.00026277,1,11,4465.58561842,4465.58561842,0.78394906,10,0.00867376,reproductive,751.87588854,3.31257943,5.81247813,1030146.39749074
1733,1,MS,1.72216322,False,0.00000000,13.90000000,0.00023135,1,11,4418.54011834,4418.54011834,0.78439988,10,0.00887405,reproductive,752.48957467,3.21116648,5.58388909,1034564.93760908
1734,1,MS,1.41518121,False,0.00000000,13.90000000,0.00077839,1,11,4418.54011834,4418.54011834,0.78483415,10,0.00907222,reproductive,753.10326080,3.13805165,12.39324324,1038983.47772741
1735,1,MS,1.27584363,False,0.00000000,14.30000000,0.00220686,1,11,4609.16116712,4609.16116712,0.78527772,10,0.00927040,reproductive,753.74342207,3.14429370,11.50884047,1043592.63889454
1736,1,MS,1.45848019,False,0.00000000,15.10000000,0.00616841,1,11,5010.03601651,5010.03601651,0.78576574,10,0.00947713,reproductive,754.43926040,3.22192600,20.81304026,1048602.67491105
1737,1,MS,2.47837296,False,0.00000000,16.80000000,0.01033685,1,11,5948.54214265,5948.54214265,0.78632898,10,0.00970184,reproductive,755.26544681,3.52107871,28.39794080,1054551.21705370
1738,1,MS,4.72646461,False,0.00000000,17.80000000,0.00652571,1,11,6553.13100658,6553.13100658,0.78691792,10,0.00996864,reproductive,756.17560390,3.75990515,20.53054175,1061104.34806028
1739,1,MS,8.14068293,False,0.00000000,19.00000000,0.01213990,1,11,7323.14841278,7323.14841278,0.78758606,10,0.01026255,reproductive,757.19270784,4.18420194,28.25881968,1068427.49647306
1740,1,MS,13.57776643,False,0.00000000,20.40000000,0.01230623,1,11,8266.24050831,8266.24050831,0.78837785,10,0.01059100,reproductive,758.34079680,4.85159571,27.59632541,1076693.73698137
1741,1,MS,18.67086375,False,0.00000000,21.70000000,0.00923704,1,11,9158.04888369,9158.04888369,0.78933313,10,0.01096176,reproductive,759.61274804,5.68759459,22.60926793,1085851.78586506
1742,1,MS,22.23341430,False,0.00000000,22.30000000,0.01509575,1,11,9564.69477036,9564.69477036,0.79042406,10,0.01137251,reproductive,760.94117787,6.33807485,27.98923307,1095416.48063541
1743,1,MS,26.88415147,False,0.00000000,22.30000000,0.01196411,1,11,9564.69477036,9564.69477036,0.79165357,10,0.01180150,reproductive,762.26960770,6.76463557,23.92205913,1104981.17540577
1744,1,MS,28.09946821,False,0.00000000,21.80000000,0.00636738,1,11,9226.26283136,9226.26283136,0.79300437,10,0.01223048,reproductive,763.55103309,6.93906017,18.13040076,1114207.43823714
1745,1,MS,26.02360924,False,0.00000000,20.80000000,0.00317823,1,11,8540.58469580,8540.58469580,0.79439619,10,0.01264429,reproductive,764.73722541,6.73757506,14.52545788,1122748.02293294
1746,1,MS,22.35524943,False,0.00000000,19.50000000,0.00177725,1,11,7655.68681976,7655.68681976,0.79572608,10,0.01302735,reproductive,765.80051524,6.31802338,11.70655712,1130403.70975269
1747,1,MS,18.14721720,False,0.00000000,18.30000000,0.00146966,1,11,6868.59389491,6868.59389491,0.79697190,10,0.01337072,reproductive,766.75448662,5.86818216,9.89711177,1137272.30364760
1748,1,MS,14.56971917,False,0.00000000,17.10000000,0.00134318,1,11,6126.03476668,6126.03476668,0.79806239,10,0.01367878,reproductive,767.60532478,5.37372177,9.08184957,1143398.33841428
1749,1,MS,11.73695110,False,0.00000000,16.10000000,0.00113663,1,11,5548.00976664,5548.00976664,0.79903568,10,0.01395354,reproductive,768.37588169,4.95017469,8.30011691,1148946.34818092
1750,1,MS,9.56938697,False,0.00000000,15.20000000,0.00118787,1,11,5061.99324418,5061.99324418,0.79990050,10,0.01420238,reproductive,769.07893631,4.57143787,7.63999696,1154008.34142510
1751,1,MS,7.79561029,False,0.00000000,14.30000000,0.00110939,1,11,4609.16116712,4609.16116712,0.80066159,10,0.01442942,reproductive,769.71909758,4.20566913,6.97579768,1158617.50259222
