t,plant,axis,C_exudated,GA,SAM_height,SAM_temperature,Total_Transpiration,cohort,current_nb_leaves,delta_teq,delta_teq_roots,mstruct,nb_leaves,senesced_mstruct,status,sum_TT,sum_respi_roots,sum_respi_shoot,teq_since_primordium
471,1,MS,5.27472678,False,0.00009116,11.60000000,0.00115854,1,4,3445.27897670,3445.27897670,0.10388711,10,0.00000000,vegetative,133.92377582,0.87888283,2.04449105,416331.18587150
472,1,MS,5.01946527,False,0.00009116,11.50000000,0.00072993,1,4,3407.51520168,3407.51520168,0.10416397,10,0.00000000,vegetative,134.39704182,0.88558708,1.66712446,419738.70107318
473,1,MS,4.40810612,False,0.00009116,10.70000000,0.00022507,1,4,3118.24804921,3118.24804921,0.10442462,10,0.00000000,vegetative,134.83013182,0.84181455,1.16526631,422856.94912238
474,1,MS,3.64700207,False,0.00009116,9.90000000,0.00014856,1,4,2850.95334338,2850.95334338,0.10466110,10,0.00000000,vegetative,135.22609756,0.79799627,0.95621837,425707.90246576
475,1,MS,3.04740026,False,0.00009116,9.20000000,0.00010717,1,4,2634.11268250,2634.11268250,0.10488040,10,0.00000000,vegetative,135.59194655,0.75917463,0.92100879,428342.01514826
476,1,MS,2.60755457,False,0.00009116,8.60000000,0.00013639,1,4,2460.51104111,2460.51104111,0.10508578,10,0.00000000,vegetative,135.93368419,0.72595342,0.92438335,430802.52618937
477,1,MS,2.23978190,False,0.00009116,8.20000000,0.00012923,1,4,2346.06866710,2346.06866710,0.10528194,10,0.00000000,vegetative,136.25952706,0.70350222,0.90279254,433148.59485647
478,1,MS,1.96680727,False,0.00009116,7.80000000,0.00017711,1,4,2231.62629310,2231.62629310,0.10546871,10,0.00000000,vegetative,136.56947516,0.68066524,0.89472896,435380.22114956
479,1,MS,1.73860429,False,0.00009116,7.20000000,0.00017761,1,4,2059.96273209,2059.96273209,0.10564121,10,0.00000000,vegetative,136.85558109,0.64724432,0.87865884,437440.18388165
480,1,MS,1.56327035,False,0.00009116,6.90000000,0.00017685,1,4,1974.13095158,1974.13095158,0.10580654,10,0.00000000,vegetative,137.12976595,0.62982487,0.87129564,439414.31483324
481,1,MS,1.40881072,False,0.00009116,6.50000000,0.00018700,1,4,1859.68857758,1859.68857758,0.10596228,10,0.00000000,vegetative,137.38805603,0.60770759,0.86632465,441274.00341082
482,1,MS,1.26545670,False,0.00009116,6.30000000,0.00016164,1,4,1802.46739058,1802.46739058,0.10611317,10,0.00000000,vegetative,137.63839872,0.59536227,0.82729504,443076.47080139
483,1,MS,1.15076695,False,0.00009116,5.70000000,0.00013393,1,4,1630.80382957,1630.80382957,0.10624961,10,0.00000000,vegetative,137.86489925,0.56477446,0.79374953,444707.27463096
484,1,MS,1.04531265,False,0.00009116,5.20000000,0.00010673,1,4,1487.75086206,1487.75086206,0.10637399,10,0.00000000,vegetative,138.07153132,0.54021334,0.76200609,446195.02549303
485,1,MS,0.96224131,False,0.00009116,4.80000000,0.00006300,1,4,1373.30848806,1373.30848806,0.10648873,10,0.00000000,vegetative,138.26226861,0.52095848,0.73411014,447568.33398108
486,1,MS,0.89184172,False,0.00009116,4.50000000,0.00009368,1,4,1287.47670756,1287.47670756,0.10659622,10,0.00000000,vegetative,138.44108482,0.50670645,0.92842171,448855.81068864
487,1,MS,0.86444719,False,0.00009116,4.20000000,0.00032263,1,4,1201.64492705,1201.64492705,0.10669647,10,0.00000000,vegetative,138.60797995,0.49304692,2.07249772,450057.45561569
488,1,MS,1.11590628,False,0.00009116,4.10000000,0.00122141,1,4,1173.03433355,1173.03433355,0.10679427,10,0.00000000,vegetative,138.77090138,0.48813969,2.50889967,451230.48994924
489,1,MS,1.68526918,False,0.00009116,4.90000000,0.00170380,1,4,1401.91908156,1401.91908156,0.10691117,10,0.00000000,vegetative,138.96561237,0.51748774,2.62499576,452632.40903080
490,1,MS,2.59280979,False,0.00009116,9.40000000,0.00249767,1,4,2694.49771203,2694.49771203,0.10713620,10,0.00000000,vegetative,139.33984816,0.73823337,3.51490031,455326.90674284
491,1,MS,3.58963158,False,0.00009116,10.70000000,0.00305126,1,4,3118.24804921,3118.24804921,0.10739701,10,0.00000000,vegetative,139.77293817,0.81855816,4.19676224,458445.15479204
492,1,MS,4.55073552,False,0.00009116,10.90000000,0.00399128,1,4,3188.45696226,3188.45696226,0.10766465,10,0.00000000,vegetative,140.21577941,0.84159499,5.55799509,461633.61175430
493,1,MS,5.41878274,False,0.00009116,11.40000000,0.00371022,1,4,3370.11355870,3370.11355870,0.10794939,10,0.00000000,vegetative,140.68385074,0.89421968,4.88280791,465003.72531300
494,1,MS,6.03854667,False,0.00009116,11.60000000,0.00350920,1,4,3445.27897670,3445.27897670,0.10824296,10,0.00000000,vegetative,141.16236171,0.93112182,4.99397772,468449.00428970
495,1,MS,6.46664210,False,0.00009116,11.90000000,0.00222817,1,4,3560.76546363,3560.76546363,0.10854929,10,0.00000000,vegetative,141.65691247,0.97721088,3.59603052,472009.76975333
496,1,MS,6.25909264,False,0.00009116,12.10000000,0.00092931,1,4,3639.60764236,3639.60764236,0.10886728,10,0.00000000,vegetative,142.16241353,1.01353759,2.00082076,475649.37739568
497,1,MS,5.36023309,False,0.00009116,11.60000000,0.00035741,1,4,3445.27897670,3445.27897670,0.10916903,10,0.00000000,vegetative,142.64092450,0.99142124,1.41696723,479094.65637238
498,1,MS,4.38748205,False,0.00009116,10.80000000,0.00017790,1,4,3153.17961129,3153.17961129,0.10944622,10,0.00000000,vegetative,143.07886611,0.94150593,1.07647440,482247.83598367
499,1,MS,3.58554757,False,0.00009116,10.00000000,0.00015747,1,4,2883.20598615,2883.20598615,0.10970139,10,0.00000000,vegetative,143.47931138,0.88979219,1.03839975,485131.04196982
500,1,MS,2.90464447,False,0.00009116,9.20000000,0.00014404,1,4,2634.11268250,2634.11268250,0.10993519,10,0.00000000,vegetative,143.84516037,0.83775515,0.96725342,487765.15465233
501,1,MS,2.47995829,False,0.00009116,8.50000000,0.00015709,1,4,2431.90044760,2431.90044760,0.11015144,10,0.00000000,vegetative,144.18292432,0.79270553,0.96350389,490197.05509993
502,1,MS,2.05689864,False,0.00009116,7.70000000,0.00011140,1,4,2203.01569959,2203.01569959,0.11034758,10,0.00000000,vegetative,144.48889872,0.74269319,0.87466930,492400.07079952
503,1,MS,1.78110231,False,0.00009116,6.80000000,0.00009022,1,4,1945.52035808,1945.52035808,0.11052092,10,0.00000000,vegetative,144.75910988,0.68968072,0.83005220,494345.59115761
504,1,MS,1.55025398,False,0.00009116,5.90000000,0.00008398,1,4,1688.02501657,1688.02501657,0.11067138,10,0.00000000,vegetative,144.99355780,0.64022142,0.79720250,496033.61617418
505,1,MS,1.36781043,False,0.00009116,5.10000000,0.00009152,1,4,1459.14026856,1459.14026856,0.11080149,10,0.00000000,vegetative,145.19621617,0.59899468,0.78958034,497492.75644274
506,1,MS,1.19539429,False,0.00009116,4.40000000,0.00008373,1,4,1258.86611405,1258.86611405,0.11091377,10,0.00000000,vegetative,145.37105869,0.56478335,0.76980669,498751.62255679
507,1,MS,1.05118807,False,0.00009116,3.80000000,0.00007119,1,4,1087.20255305,1087.20255305,0.11101076,10,0.00000000,vegetative,145.52205904,0.53676762,0.75169813,499838.82510984
508,1,MS,0.92100024,False,0.00009116,3.30000000,0.00006484,1,4,944.14958554,944.14958554,0.11109500,10,0.00000000,vegetative,145.65319093,0.51426256,0.72706695,500782.97469538
509,1,MS,0.80419478,False,0.00009116,2.70000000,0.00006072,1,4,772.48602453,772.48602453,0.11116394,10,0.00000000,vegetative,145.76048066,0.48871775,0.71796033,501555.46071991
510,1,MS,0.70942368,False,0.00009116,2.30000000,0.00007610,1,4,658.04365053,658.04365053,0.11122267,10,0.00000000,vegetative,145.85187561,0.47208080,0.92442681,502213.50437044
511,1,MS,0.70948825,False,0.00009116,2.10000000,0.00035597,1,4,600.82246353,600.82246353,0.11127630,10,0.00000000,vegetative,145.93532317,0.46377676,1.89347329,502814.32683397
512,1,MS,1.08493802,False,0.00009116,2.40000000,0.00128150,1,4,686.65424403,686.65424403,0.11133759,10,0.00000000,vegetative,146.03069182,0.47468420,2.53519904,503500.98107800
513,1,MS,1.94801217,False,0.00009116,3.70000000,0.00250228,1,4,1058.59195955,1058.59195955,0.11143217,10,0.00000000,vegetative,146.17771848,0.52545952,4.06009540,504559.57303754
514,1,MS,3.37991985,False,0.00009116,10.90000000,0.00377828,1,4,3188.45696226,3188.45696226,0.11171774,10,0.00000000,vegetative,146.62055972,0.92967425,6.55547011,507748.02999980
515,1,MS,4.66891152,False,0.00009116,13.70000000,0.00406581,1,4,4325.66260454,4325.66260454,0.11210620,10,0.00000000,vegetative,147.22134620,1.15649315,6.21613017,512073.69260434
516,1,MS,5.88030676,False,0.00009116,14.10000000,0.00396846,1,4,4513.03701242,4513.03701242,0.11251294,10,0.00000000,vegetative,147.84815689,1.20727573,5.54555283,516586.72961676
517,1,MS,6.82758964,False,0.00009116,15.00000000,0.00356870,1,4,4958.48958901,4958.48958901,0.11296248,10,0.00000000,vegetative,148.53683600,1.31541076,4.93821665,521545.21920577
518,1,MS,7.47893637,False,0.00009116,15.70000000,0.00303291,1,4,5327.92841411,5327.92841411,0.11344902,10,0.00000000,vegetative,149.27682606,1.41439955,4.46869214,526873.14761988
519,1,MS,7.74499760,False,0.00009116,16.40000000,0.00211417,1,4,5717.29539213,5717.29539213,0.11397519,10,0.00000000,vegetative,150.07089486,1.51611198,3.51280889,532590.44301201
520,1,MS,7.37434381,False,0.00009116,16.60000000,0.00110514,1,4,5832.13630700,5832.13630700,0.11451591,10,0.00000000,vegetative,150.88091379,1.55624645,2.59600521,538422.57931901
521,1,MS,6.45671624,False,0.00009116,16.00000000,0.00031615,1,4,5492.38272868,5492.38272868,0.11502868,10,0.00000000,vegetative,151.64374473,1.49724895,1.78395107,543914.96204769
522,1,MS,5.36161374,False,0.00009116,15.00000000,0.00016223,1,5,4958.48958901,4958.48958901,0.11549312,10,0.00000000,vegetative,152.33242384,1.39310370,1.44640935,953.45163670
523,1,MS,4.41876403,False,0.00078064,14.10000000,0.00013205,1,5,4513.03701242,4513.03701242,0.11591700,10,0.00000000,vegetative,152.95923453,1.30086102,1.36729567,5466.48864912
524,1,MS,3.64573529,False,0.00078811,13.20000000,0.00009468,1,5,4100.49036192,4100.49036192,0.11630269,10,0.00000000,vegetative,153.52874708,1.21042031,1.24240673,9566.97901104
525,1,MS,3.15167348,False,0.00079496,12.20000000,0.00006581,1,5,3679.59049354,3679.59049354,0.11664892,10,0.00000000,vegetative,154.03980132,1.11530926,1.16347519,13246.56950457
526,1,MS,2.83659802,False,0.00080118,11.20000000,0.00009225,1,5,3296.38754883,3296.38754883,0.11695907,10,0.00000000,vegetative,154.49763292,1.02733965,1.18802090,16542.95705340
527,1,MS,2.51141689,False,0.00080680,10.40000000,0.00009342,1,5,3015.50401474,3015.50401474,0.11724271,10,0.00000000,vegetative,154.91645293,0.96049134,1.15641197,19558.46106814
528,1,MS,2.31662608,False,0.00081198,9.70000000,0.00014123,1,5,2787.41701118,2787.41701118,0.11750476,10,0.00000000,vegetative,155.30359418,0.90476019,1.21388846,22345.87807931
529,1,MS,2.05801333,False,0.00081680,9.30000000,0.00008083,1,5,2664.15073593,2664.15073593,0.11775504,10,0.00000000,vegetative,155.67361511,0.87149121,1.12277961,25010.02881525
530,1,MS,1.84089022,False,0.00082144,8.60000000,0.00006064,1,5,2460.51104111,2460.51104111,0.11798595,10,0.00000000,vegetative,156.01535276,0.81995088,1.05126493,27470.53985635
531,1,MS,1.69433898,False,0.00082575,7.90000000,0.00003665,1,5,2260.23688660,2260.23688660,0.11819778,10,0.00000000,vegetative,156.32927455,0.77152964,1.01399551,29730.77674295
532,1,MS,1.57102933,False,0.00082974,7.30000000,0.00005756,1,5,2088.57332559,2088.57332559,0.11839325,10,0.00000000,vegetative,156.61935418,0.73202753,0.99575044,31819.35006854
533,1,MS,1.42851363,False,0.00083344,6.70000000,0.00006070,1,5,1916.90976458,1916.90976458,0.11857241,10,0.00000000,vegetative,156.88559164,0.69444537,0.94834338,33736.25983312
534,1,MS,1.34698531,False,0.00083685,6.20000000,0.00006826,1,5,1773.85679708,1773.85679708,0.11873796,10,0.00000000,vegetative,157.13196064,0.66408342,1.17153450,35510.11663019
535,1,MS,1.38621912,False,0.00084003,6.00000000,0.00040913,1,5,1716.63561007,1716.63561007,0.11889794,10,0.00000000,vegetative,157.37038226,0.65113204,2.31229955,37226.75224027
536,1,MS,1.86997883,False,0.00084311,6.30000000,0.00140378,1,5,1802.46739058,1802.46739058,0.11906571,10,0.00000000,vegetative,157.62072495,0.66397876,3.06361226,39029.21963085
537,1,MS,2.97973609,False,0.00084637,7.70000000,0.00267385,1,5,2203.01569959,2203.01569959,0.11927075,10,0.00000000,vegetative,157.92669935,0.73558960,4.97884099,41232.23533044
538,1,MS,4.52958408,False,0.00085036,13.90000000,0.00386056,1,5,4418.54011834,4418.54011834,0.11968298,10,0.00000000,vegetative,158.54038548,1.18081207,7.34920833,45650.77544878
539,1,MS,6.06234987,False,0.00085841,16.40000000,0.00424846,1,5,5717.29539213,5717.29539213,0.12021652,10,0.00000000,vegetative,159.33445428,1.42467010,7.26501947,51368.07084091
540,1,MS,7.49575271,False,0.00086894,17.00000000,0.00382892,1,5,6066.49030333,6066.49030333,0.12078486,10,0.00000000,vegetative,160.17702238,1.50404620,5.95197340,57434.56114424
541,1,MS,8.56158134,False,0.00088026,17.80000000,0.00384113,1,5,6553.13100658,6553.13100658,0.12123096,10,0.00017172,vegetative,161.08717947,1.62591659,6.07369777,63987.69215082
542,1,MS,9.35725141,False,0.00089267,18.70000000,0.00240003,1,5,7126.62814826,7126.62814826,0.12172280,10,0.00035722,vegetative,162.07698893,1.76911478,4.47413630,71114.32029908
543,1,MS,9.44514370,False,0.00090638,19.40000000,0.00214436,1,5,7588.72385221,7588.72385221,0.12225064,10,0.00055896,vegetative,163.13097835,1.89472037,4.38983043,78703.04415129
544,1,MS,8.71068215,False,0.00092123,19.80000000,0.00111403,1,5,7857.77096329,7857.77096329,0.12279383,10,0.00077377,vegetative,164.22233543,1.96484244,3.08502177,86560.81511458
545,1,MS,7.61540489,False,0.00093688,18.90000000,0.00036284,1,5,7257.37293500,7257.37293500,0.12327371,10,0.00099620,vegetative,165.23030390,1.84252799,2.10091118,93818.18804959
546,1,MS,6.31291705,False,0.00095161,17.40000000,0.00018073,1,5,6306.90597739,6306.90597739,0.12367912,10,0.00120163,vegetative,166.10626306,1.64942748,1.60301671,100125.09402698
547,1,MS,5.39365763,False,0.00096464,16.10000000,0.00014321,1,5,5548.00976664,5548.00976664,0.12403942,10,0.00138016,vegetative,166.87681997,1.49384188,1.50922804,105673.10379361
548,1,MS,4.57354102,False,0.00097627,15.10000000,0.00006055,1,5,5010.03601651,5010.03601651,0.12436584,10,0.00153721,vegetative,167.57265831,1.37946536,1.33769215,110683.13981013
549,1,MS,4.10649783,False,0.00098691,14.00000000,0.00006184,1,5,4465.58561842,4465.58561842,0.12465341,10,0.00167903,vegetative,168.19287853,1.26302049,1.34007191,115148.72542854
550,1,MS,3.73066963,False,0.00099651,13.30000000,0.00002046,1,5,4144.72775582,4144.72775582,0.12492404,10,0.00180544,vegetative,168.76853516,1.19098143,1.30491013,119293.45318436
551,1,MS,3.46600588,False,0.00100552,13.00000000,0.00009440,1,5,4013.20063808,4013.20063808,0.12518951,10,0.00192276,vegetative,169.32592414,1.15736015,1.39040357,123306.65382244
552,1,MS,3.18365923,False,0.00101432,12.70000000,0.00012139,1,5,3885.20391343,3885.20391343,0.12544459,10,0.00203636,vegetative,169.86553580,1.12212015,1.38863017,127191.85773587
553,1,MS,2.96877809,False,0.00102293,12.40000000,0.00013371,1,5,3760.69005646,3760.69005646,0.12568926,10,0.00214634,vegetative,170.38785386,1.08636324,1.40289889,130952.54779234
554,1,MS,2.76701984,False,0.00103134,12.30000000,0.00012812,1,5,3719.95062133,3719.95062133,0.12593113,10,0.00225279,vegetative,170.90451367,1.06653704,1.37242774,134672.49841367
555,1,MS,2.61916858,False,0.00103974,12.10000000,0.00010161,1,5,3639.60764236,3639.60764236,0.12616379,10,0.00235809,vegetative,171.41001473,1.03809237,1.34090967,138312.10605602
556,1,MS,2.50611401,False,0.00104802,11.90000000,0.00011059,1,5,3560.76546363,3560.76546363,0.12638831,10,0.00246112,vegetative,171.90456549,1.01027007,1.32498000,141872.87151965
557,1,MS,2.41143156,False,0.00105620,11.80000000,0.00008295,1,5,3521.90189730,3521.90189730,0.12660817,10,0.00256191,vegetative,172.39371853,0.98996065,1.27657043,145394.77341695
558,1,MS,2.33414685,False,0.00106436,11.70000000,0.00011396,1,5,3483.40713384,3483.40713384,0.12682205,10,0.00266161,vegetative,172.87752508,0.97008648,1.47318608,148878.18055080
559,1,MS,2.28666527,False,0.00107249,11.60000000,0.00024485,1,5,3445.27897670,3445.27897670,0.12702976,10,0.00276021,vegetative,173.35603605,0.95000168,2.54879650,152323.45952749
560,1,MS,2.55912185,False,0.00108061,12.20000000,0.00050011,1,5,3679.59049354,3679.59049354,0.12725399,10,0.00285774,vegetative,173.86709028,0.97945484,2.15207721,156003.05002103
561,1,MS,3.47695420,False,0.00108934,13.90000000,0.00205827,1,5,4418.54011834,4418.54011834,0.12753173,10,0.00296190,vegetative,174.48077641,1.09724468,4.63190489,160421.59013937
562,1,MS,4.84357625,False,0.00109993,16.70000000,0.00187642,1,5,5890.14494415,5890.14494415,0.12790860,10,0.00308697,vegetative,175.29885209,1.30601089,4.68335611,166311.73508351
563,1,MS,5.62000279,False,0.00111419,18.00000000,0.00144649,1,5,6678.32596214,6678.32596214,0.12836558,10,0.00148029,vegetative,176.22639737,1.40370347,4.50275317,172990.06104566
564,1,MS,6.02807463,False,0.00113059,18.40000000,0.00071201,1,5,6932.65116381,6932.65116381,0.12885568,10,0.00156629,vegetative,177.18926558,1.42330036,2.77610683,179922.71220947
565,1,MS,6.11336685,False,0.00114788,18.50000000,0.00086381,1,5,6997.01425157,6997.01425157,0.12933436,10,0.00165557,vegetative,178.16107312,1.42320527,2.96102783,186919.72646103
566,1,MS,6.11963916,False,0.00116563,18.50000000,0.00052015,1,5,6997.01425157,6997.01425157,0.12980267,10,0.00174568,vegetative,179.13288065,1.40920857,2.54927287,193916.74071260
567,1,MS,5.74914407,False,0.00118367,17.80000000,0.00030477,1,5,6553.13100658,6553.13100658,0.13022627,10,0.00183579,vegetative,180.04303774,1.32890121,2.14485517,200469.87171918
568,1,MS,5.45382818,False,0.00120085,17.50000000,0.00025556,1,5,6367.92881390,6367.92881390,0.13063376,10,0.00192019,vegetative,180.92747230,1.29070177,2.09819985,206837.80053308
569,1,MS,4.87641174,False,0.00121781,17.10000000,0.00010767,1,5,6126.03476668,6126.03476668,0.13101347,10,0.00200220,vegetative,181.77831046,1.24026333,1.79334392,212963.83529977
570,1,MS,4.40105126,False,0.00123438,16.60000000,0.00009664,1,5,5832.13630700,5832.13630700,0.13136277,10,0.00208109,vegetative,182.58832939,1.18107593,1.63457526,218795.97160677
571,1,MS,3.98006843,False,0.00125038,16.30000000,0.00010231,1,5,5660.46795286,5660.46795286,0.13169108,10,0.00215620,vegetative,183.37450549,1.13789488,1.57932484,224456.43955962
572,1,MS,3.54162019,False,0.00126613,15.80000000,0.00008102,1,5,5382.34071523,5382.34071523,0.13198887,10,0.00222910,vegetative,184.12205282,1.07767490,1.46032643,229838.78027485
573,1,MS,3.21669262,False,0.00128130,15.30000000,0.00005967,1,5,5114.36103579,5114.36103579,0.13225886,10,0.00229841,vegetative,184.83238074,1.01959061,1.37011007,234953.14131064
574,1,MS,2.95830552,False,0.00129591,14.80000000,0.00007129,1,5,4856.62944701,4856.62944701,0.13250293,10,0.00236428,vegetative,185.50691261,0.96466364,1.31243866,239809.77075765
575,1,MS,2.66719190,False,0.00130996,14.40000000,0.00007856,1,5,4657.83554562,4657.83554562,0.13272627,10,0.00242682,vegetative,186.15383421,0.91927837,1.26758689,244467.60630327
576,1,MS,2.32454756,False,0.00132358,13.90000000,0.00010345,1,5,4418.54011834,4418.54011834,0.13292699,10,0.00248681,vegetative,186.76752034,0.86900885,1.10035337,248886.14642161
577,1,MS,2.00732320,False,0.00133665,12.70000000,0.00010177,1,5,3885.20391343,3885.20391343,0.13309030,10,0.00254371,vegetative,187.30713199,0.78015305,0.93431535,252771.35033504
