t,plant,axis,Conc_Nitrates_Soil,Tsoil,mineralisation,nitrates,volume
411,1,MS,2857884.97645367,10,0.00333894,2857884.97645367,1
412,1,MS,2857265.70082961,10,0.00333894,2857265.70082961,1
413,1,MS,2856627.40077616,10,0.00333894,2856627.40077616,1
414,1,MS,2855971.34137544,10,0.00333894,2855971.34137544,1
415,1,MS,2855298.80825623,10,0.00333894,2855298.80825623,1
416,1,MS,2854611.00328082,10,0.00333894,2854611.00328082,1
417,1,MS,2853908.98145880,10,0.00333894,2853908.98145880,1
418,1,MS,2853193.79694009,10,0.00333894,2853193.79694009,1
419,1,MS,2852466.27632716,10,0.00333894,2852466.27632716,1
420,1,MS,2851727.19086852,10,0.00333894,2851727.19086852,1
421,1,MS,2850989.74193476,10,0.00333894,2850989.74193476,1
422,1,MS,2850267.49333740,10,0.00333894,2850267.49333740,1
423,1,MS,2849561.03212108,10,0.00333894,2849561.03212108,1
424,1,MS,2848870.26005319,10,0.00333894,2848870.26005319,1
425,1,MS,2848194.82710415,10,0.00333894,2848194.82710415,1
426,1,MS,2847534.33455904,10,0.00333894,2847534.33455904,1
427,1,MS,2846888.30273062,10,0.00333894,2846888.30273062,1
428,1,MS,2846256.30747721,10,0.00333894,2846256.30747721,1
429,1,MS,2845637.90386877,10,0.00333894,2845637.90386877,1
430,1,MS,2845032.66127246,10,0.00333894,2845032.66127246,1
431,1,MS,2844440.15692946,10,0.00333894,2844440.15692946,1
432,1,MS,2843859.98316785,10,0.00333894,2843859.98316785,1
433,1,MS,2843275.69043396,10,0.00333894,2843275.69043396,1
434,1,MS,2842670.92590536,10,0.00333894,2842670.92590536,1
435,1,MS,2842046.31050569,10,0.00333894,2842046.31050569,1
436,1,MS,2841402.78452633,10,0.00333894,2841402.78452633,1
437,1,MS,2840741.54178077,10,0.00333894,2840741.54178077,1
438,1,MS,2840063.69881902,10,0.00333894,2840063.69881902,1
439,1,MS,2839370.28451847,10,0.00333894,2839370.28451847,1
440,1,MS,2838662.50282117,10,0.00333894,2838662.50282117,1
441,1,MS,2837941.49131436,10,0.00333894,2837941.49131436,1
442,1,MS,2837207.78189544,10,0.00333894,2837207.78189544,1
443,1,MS,2836461.90542453,10,0.00333894,2836461.90542453,1
444,1,MS,2835704.42292834,10,0.00333894,2835704.42292834,1
445,1,MS,2834948.59417357,10,0.00333894,2834948.59417357,1
446,1,MS,2834208.08556327,10,0.00333894,2834208.08556327,1
447,1,MS,2833483.58955800,10,0.00333894,2833483.58955800,1
