N_exudation,organ,Conc_Nitrates,S_Amino_Acids,RGR_Structure,Conc_Amino_Acids,sum_respi,synthetized_mstruct,Unloading_Amino_Acids,Nstruct,HATS_LATS,amino_acids,plant,WSC_g,Conc_Sucrose,nitrates,structure,Export_Nitrates,AA_consumption_mstruct,proteins,Conc_cytokinins,sucrose,S_grain_starch,S_grain_structure,Uptake_Nitrates,age_from_flowering,S_cytokinins,mstruct,S_Proteins,cytokinins,R_residual,R_grain_growth_starch,axis,R_Nnit_upt,N_tot,R_Nnit_red,sucrose_consumption_mstruct,t,starch,Export_Amino_Acids,Dry_Mass,Proteins_N_Mass,Export_cytokinins,Unloading_Sucrose,Total_Organic_Nitrogen,senesced_mstruct,C_exudation,regul_transpiration,R_grain_growth_struct,Respi_growth
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2584.0744,NA,NA,115.37878,NA,NA,0,4.09677,NA,69142.28449,NA,NA,0.12883,NA,NA,0,MS,NA,0.001615303,NA,NA,28,0,NA,0.085707924,0.001615303,NA,NA,NA,0,NA,NA,1.67333,NA
NA,phloem,NA,NA,NA,61.6434206,NA,NA,NA,NA,NA,164.66884,1,0.149616532,204.1981006,NA,NA,NA,NA,NA,NA,5236.57861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002305364,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.53278,roots,711.8451665,1.32173,NA,125.910035,5.70676,NA,1.25356,0.0098,20.36366,78.71738,1,0.033656094,196.2683362,356.02936,NA,0.03715,0.12404,NA,29.05614316,1177.9633,NA,NA,3.07601,NA,1.13228,0.50015,NA,14.53243,3.180028066,NA,MS,1.22118,0.015886454,1.3089,12.43826,28,NA,0.2464,NA,NA,0.10129,39.86407,778.42205,0.01255,7.97281,0.00116,NA,4.28335
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2588.0567,NA,NA,115.59134,NA,NA,0,6.7365,NA,71090.43065,NA,NA,0.21355,NA,NA,0,MS,NA,0.001618279,NA,NA,29,0,NA,0.085843586,0.001618279,NA,NA,NA,0,NA,NA,2.75153,NA
NA,phloem,NA,NA,NA,62.01790788,NA,NA,NA,NA,NA,165.67774,1,0.149324303,203.7887742,NA,NA,NA,NA,NA,NA,5226.3506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002319488,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.50719,roots,718.7095271,1.90866,NA,127.633198,7.99258,NA,1.19199,0.0098,29.09392,79.79468,1,0.033804488,197.1337049,359.46257,NA,0.03751,0.12404,NA,30.48459462,1183.15707,NA,NA,4.40923,NA,1.63762,0.50015,NA,15.24687,4.357995269,NA,MS,1.75047,0.015949602,1.89012,12.43826,29,NA,0.24977,NA,NA,0.10627,37.60157,779.49935,0.01255,7.52031,0.00116,NA,4.28335
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2592.58118,NA,NA,115.83452,NA,NA,0,7.65575,NA,73300.55287,NA,NA,0.24387,NA,NA,0,MS,NA,0.001621683,NA,NA,30,0,NA,0.08599789,0.001621683,NA,NA,NA,0,NA,NA,3.12699,NA
NA,phloem,NA,NA,NA,62.31827528,NA,NA,NA,NA,NA,166.46224,1,0.149306287,203.7861184,NA,NA,NA,NA,NA,NA,5225.72004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002330471,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.76687,roots,725.6083557,2.09625,NA,126.199896,8.65816,NA,1.80318,0.00978,31.68298,78.87809,1,0.03327119,194.0741804,362.81869,NA,0.34952,0.23084,NA,30.28106876,1164.49166,NA,NA,4.74567,NA,1.79332,0.50002,NA,15.14114,4.694621118,NA,MS,1.88403,0.015963755,2.07537,23.14847,30,NA,2.27962,NA,NA,0.97436,56.60707,777.73198,0.01332,11.32141,0.0107,NA,7.97162
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2597.70806,NA,NA,116.11057,NA,NA,0,8.67919,NA,75799.20681,NA,NA,0.2762,NA,NA,0,MS,NA,0.001625548,NA,NA,31,0,NA,0.086172789,0.001625548,NA,NA,NA,0,NA,NA,3.54502,NA
NA,phloem,NA,NA,NA,62.71200101,NA,NA,NA,NA,NA,167.52492,1,0.150405061,205.2723721,NA,NA,NA,NA,NA,NA,5264.17714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002345349,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.7738,roots,733.0091996,2.3074,NA,125.2592456,9.46535,NA,1.84668,0.00978,34.45,78.29016,1,0.033549371,195.6968371,366.51926,NA,0.35309,0.23084,NA,30.30698772,1174.22799,NA,NA,5.19243,NA,1.9789,0.50002,NA,15.1541,5.11566592,NA,MS,2.0614,0.016007332,2.28441,23.14847,31,NA,2.26263,NA,NA,0.97519,58.02872,777.14405,0.01332,11.60574,0.0107,NA,7.97162
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2604.07612,NA,NA,116.45191,NA,NA,0,10.78732,NA,78892.61147,NA,NA,0.34025,NA,NA,0,MS,NA,0.001630327,NA,NA,32,0,NA,0.086389871,0.001630327,NA,NA,NA,0,NA,NA,4.40609,NA
NA,phloem,NA,NA,NA,63.00982048,NA,NA,NA,NA,NA,168.29608,1,0.152448351,208.0912339,NA,NA,NA,NA,NA,NA,5335.6923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002356145,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.31337,roots,741.2068462,2.73376,NA,121.6988156,11.00313,NA,3.14922,0.00977,40.37311,76.03742,1,0.033031088,192.7430244,370.48483,NA,0.67749,0.32161,NA,28.96520887,1156.08808,NA,NA,6.01616,NA,2.33793,0.49984,NA,14.47797,5.894447172,NA,MS,2.38842,0.016021312,2.70554,32.25074,32,NA,4.17141,NA,NA,1.76855,99.84352,773.70087,0.0144,19.9687,0.02032,NA,11.10616
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2611.20737,NA,NA,116.82901,NA,NA,0,12.08728,NA,82340.49871,NA,NA,0.37479,NA,NA,0,MS,NA,0.001635606,NA,NA,33,0,NA,0.086632441,0.001635606,NA,NA,NA,0,NA,NA,4.93706,NA
NA,phloem,NA,NA,NA,63.45408924,NA,NA,NA,NA,NA,169.49777,1,0.156181915,213.168574,NA,NA,NA,NA,NA,NA,5466.36701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002372969,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.39958,roots,750.0566581,3.00646,NA,119.0675576,12.06607,NA,3.4466,0.00977,43.67147,74.39341,1,0.033761804,197.0068989,374.90832,NA,0.68558,0.32161,NA,28.05921895,1181.66314,NA,NA,6.61528,NA,2.58575,0.49984,NA,14.02512,6.45062831,NA,MS,2.62627,0.016060224,2.97542,32.25074,33,NA,4.08121,NA,NA,1.71323,111.15416,772.05686,0.0144,22.23083,0.02032,NA,11.10616
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2618.88619,NA,NA,117.22703,NA,NA,0,13.01954,NA,86032.55947,NA,NA,0.3945,NA,NA,0,MS,NA,0.001641178,NA,NA,34,0,NA,0.086892808,0.001641178,NA,NA,NA,0,NA,NA,5.31784,NA
NA,phloem,NA,NA,NA,63.78976121,NA,NA,NA,NA,NA,170.36491,1,0.160644474,219.2973732,NA,NA,NA,NA,NA,NA,5622.55658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002385109,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.99022,roots,759.0030623,3.19453,NA,114.5468476,12.70374,NA,4.968,0.00975,45.74922,71.53737,1,0.033676746,196.5970988,379.21311,NA,0.96796,0.38507,NA,26.11804972,1178.68611,NA,NA,6.91916,NA,2.74813,0.49962,NA,13.0491,6.774851224,NA,MS,2.74691,0.016060507,3.16021,38.61451,34,NA,5.47809,NA,NA,2.22501,163.95909,767.7843,0.01569,32.79182,0.02836,NA,13.29764
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2627.26109,NA,NA,117.65028,NA,NA,0,14.20475,NA,90033.68606,NA,NA,0.41914,NA,NA,0,MS,NA,0.001647104,NA,NA,35,0,NA,0.087175661,0.001647104,NA,NA,NA,0,NA,NA,5.80194,NA
NA,phloem,NA,NA,NA,64.34137616,NA,NA,NA,NA,NA,171.85662,1,0.166408395,227.1413076,NA,NA,NA,NA,NA,NA,5824.29381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002405993,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.95146,roots,768.6465314,3.46279,NA,111.1453184,13.81351,NA,5.08997,0.00975,48.58442,69.41303,1,0.03506197,204.6837196,384.03118,NA,0.98026,0.38507,NA,24.77002522,1227.16896,NA,NA,7.57169,NA,3.00567,0.49962,NA,12.3756,7.361561958,NA,MS,3.00596,0.016098219,3.42559,38.61451,35,NA,5.31541,NA,NA,2.11017,172.50123,765.65995,0.01569,34.50025,0.02836,NA,13.29764
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2636.40148,NA,NA,118.10019,NA,NA,0,15.50349,NA,94371.51223,NA,NA,0.44563,NA,NA,0,MS,NA,0.001653403,NA,NA,36,0,NA,0.087483129,0.001653403,NA,NA,NA,0,NA,NA,6.33241,NA
NA,phloem,NA,NA,NA,64.77634151,NA,NA,NA,NA,NA,172.98522,1,0.171947779,234.7474049,NA,NA,NA,NA,NA,NA,6018.17227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002421793,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.45359,roots,779.0659391,3.76454,NA,107.3840288,14.91424,NA,6.52417,0.00972,51.83808,67.03448,1,0.035435543,206.9556835,389.06553,NA,1.13165,0.46153,NA,23.29257109,1240.24402,NA,NA,8.145,NA,3.27677,0.4994,NA,11.63231,7.938265401,NA,MS,3.23356,0.0161054,3.72243,46.28184,36,NA,5.84938,NA,NA,2.26013,226.97651,761.63053,0.01721,45.3953,0.03232,NA,15.93803
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2645.9827,NA,NA,118.5601,NA,NA,0,16.25212,NA,98887.45459,NA,NA,0.45625,NA,NA,0,MS,NA,0.001659841,NA,NA,37,0,NA,0.087804222,0.001659841,NA,NA,NA,0,NA,NA,6.63819,NA
NA,phloem,NA,NA,NA,65.50115788,NA,NA,NA,NA,NA,174.94213,1,0.178045257,243.0422556,NA,NA,NA,NA,NA,NA,6231.58399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.00244919,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.14548,roots,790.0686424,3.96046,NA,104.4969323,15.81301,NA,6.03224,0.00972,53.21734,65.23221,1,0.037332135,218.0324239,394.56028,NA,1.14764,0.46153,NA,22.31984381,1306.62471,NA,NA,8.68749,NA,3.47943,0.4994,NA,11.14653,8.42794186,NA,MS,3.44893,0.016157095,3.91615,46.28184,37,NA,5.69212,NA,NA,2.16574,214.87347,759.82825,0.01721,42.97469,0.03232,NA,15.93803
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2655.75034,NA,NA,119.01925,NA,NA,0,16.56261,NA,103461.3876,NA,NA,0.45672,NA,NA,0,MS,NA,0.00166627,NA,NA,38,0,NA,0.088130563,0.00166627,NA,NA,NA,0,NA,NA,6.76501,NA
NA,phloem,NA,NA,NA,66.0942648,NA,NA,NA,NA,NA,176.49482,1,0.182869289,249.6717475,NA,NA,NA,NA,NA,NA,6400.42513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002470928,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.38677,roots,801.3464474,4.0271,NA,102.0158731,16.02906,NA,6.86277,0.0097,52.97342,63.65918,1,0.0379305,221.6113977,400.04016,NA,1.15145,0.50189,NA,21.56393101,1327.56751,NA,NA,8.75057,NA,3.54891,0.49921,NA,10.76493,8.562428561,NA,MS,3.47397,0.016191791,3.98052,50.32974,38,NA,5.49698,NA,NA,2.06981,248.87201,756.53502,0.01881,49.7744,0.03198,NA,17.33201
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2665.32642,NA,NA,119.46276,NA,NA,0,16.23571,NA,107918.5917,NA,NA,0.44224,NA,NA,0,MS,NA,0.001672479,NA,NA,39,0,NA,0.08844982,0.001672479,NA,NA,NA,0,NA,NA,6.63149,NA
NA,phloem,NA,NA,NA,66.99134114,NA,NA,NA,NA,NA,178.9121,1,0.187666419,256.1900963,NA,NA,NA,NA,NA,NA,6568.32466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002504769,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.86549,roots,812.2847098,3.93258,NA,99.72281004,15.80664,NA,5.69797,0.0097,50.47976,62.22828,1,0.039874117,232.9671064,405.50065,NA,1.16717,0.50189,NA,20.94867891,1395.59411,NA,NA,8.64398,NA,3.48939,0.49921,NA,10.45779,8.471827604,NA,MS,3.43166,0.016248205,3.88709,50.32974,39,NA,5.37343,NA,NA,2.01075,209.18701,755.10411,0.01881,41.8374,0.03198,NA,17.33201
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2674.43462,NA,NA,119.88052,NA,NA,0,15.43507,NA,112135.0515,NA,NA,0.41755,NA,NA,0,MS,NA,0.001678327,NA,NA,40,0,NA,0.088753059,0.001678327,NA,NA,NA,0,NA,NA,6.30446,NA
NA,phloem,NA,NA,NA,67.70731616,NA,NA,NA,NA,NA,180.798,1,0.190952949,260.7144834,NA,NA,NA,NA,NA,NA,6683.35321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002531172,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.94832,roots,823.0654618,3.71129,NA,99.34269742,14.90037,NA,6.00905,0.00968,46.67092,61.9737,1,0.040375371,235.9618874,410.76728,NA,0.87341,0.47647,NA,21.18296031,1413.13799,NA,NA,8.0649,NA,3.29982,0.49907,NA,10.57178,8.033634324,NA,MS,3.20176,0.016298374,3.66735,47.78075,40,NA,3.95321,NA,NA,1.50157,222.12983,753.28265,0.02028,44.42597,0.02363,NA,16.45421
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2682.85012,NA,NA,120.26474,NA,NA,0,14.2586,NA,116012.4124,NA,NA,0.38458,NA,NA,0,MS,NA,0.001683706,NA,NA,41,0,NA,0.089033054,0.001683706,NA,NA,NA,0,NA,NA,5.82393,NA
NA,phloem,NA,NA,NA,68.61884426,NA,NA,NA,NA,NA,183.25177,1,0.194117834,265.0070756,NA,NA,NA,NA,NA,NA,6794.1242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002565525,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.44385,roots,832.8503016,3.43236,NA,98.60769832,13.92509,NA,4.65467,0.00968,42.235,61.51518,1,0.042014089,245.5388873,415.6506,NA,0.88379,0.47647,NA,21.22399663,1470.49311,NA,NA,7.50682,NA,3.06503,0.49907,NA,10.59226,7.548565381,NA,MS,2.98021,0.016360321,3.39172,47.78075,41,NA,3.92396,NA,NA,1.50448,172.57341,752.82414,0.02028,34.51468,0.02363,NA,16.45421
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2690.42979,NA,NA,120.61055,NA,NA,0,12.83509,NA,119490.5508,NA,NA,0.34702,NA,NA,0,MS,NA,0.001688548,NA,NA,42,0,NA,0.089285214,0.001688548,NA,NA,NA,0,NA,NA,5.2425,NA
NA,phloem,NA,NA,NA,69.31363009,NA,NA,NA,NA,NA,185.08732,1,0.195593618,267.050545,NA,NA,NA,NA,NA,NA,6845.77663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002591223,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.4467,roots,842.4278328,3.11239,NA,100.4646599,12.6414,NA,4.62056,0.00966,37.60443,62.66232,1,0.042299144,247.2493954,420.35464,NA,0.42686,0.40153,NA,22.4663714,1480.47004,NA,NA,6.71649,NA,2.78256,0.49898,NA,11.21027,6.914200727,NA,MS,2.66645,0.016422237,3.07498,40.26589,42,NA,1.90898,NA,NA,0.76044,170.89962,752.69106,0.02149,34.17992,0.01128,NA,13.86633
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2696.63875,NA,NA,120.89522,NA,NA,0,10.51015,NA,122330.9884,NA,NA,0.28607,NA,NA,0,MS,NA,0.001692533,NA,NA,43,0,NA,0.089491918,0.001692533,NA,NA,NA,0,NA,NA,4.29288,NA
NA,phloem,NA,NA,NA,70.1023666,NA,NA,NA,NA,NA,187.20837,1,0.196513251,268.2848015,NA,NA,NA,NA,NA,NA,6877.9638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002620917,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.98133,roots,850.329432,2.63422,NA,101.5535052,10.85495,NA,3.20545,0.00966,31.28035,63.34146,1,0.043436604,253.8981405,424.29738,NA,0.43087,0.40153,NA,23.27001082,1520.28113,NA,NA,5.69163,NA,2.36092,0.49898,NA,11.61127,5.998219509,NA,MS,2.25958,0.016486944,2.60256,40.26589,43,NA,1.92967,NA,NA,0.78764,117.76685,753.3702,0.02149,23.55337,0.01128,NA,13.86633
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2702.11348,NA,NA,121.14822,NA,NA,0,9.26415,NA,124829.6423,NA,NA,0.25442,NA,NA,0,MS,NA,0.001696075,NA,NA,44,0,NA,0.089674383,0.001696075,NA,NA,NA,0,NA,NA,3.78395,NA
NA,phloem,NA,NA,NA,70.72319215,NA,NA,NA,NA,NA,188.85214,1,0.196475579,268.2534609,NA,NA,NA,NA,NA,NA,6876.64528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.00264393,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.94784,roots,857.8157257,2.37977,NA,103.7147496,9.83939,NA,3.06181,0.00965,27.86002,64.683,1,0.043475945,254.1535703,427.99,NA,0.18633,0.29221,NA,24.66394083,1521.65809,NA,NA,5.07286,NA,2.13399,0.49893,NA,12.30558,5.486426758,NA,MS,2.01392,0.016547422,2.35092,29.30276,44,NA,0.8448,NA,NA,0.35787,111.48912,753.79804,0.02236,22.29782,0.00484,NA,10.09096
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2707.22211,NA,NA,121.38659,NA,NA,0,8.64387,NA,127156.7637,NA,NA,0.23983,NA,NA,0,MS,NA,0.001699412,NA,NA,45,0,NA,0.089844882,0.001699412,NA,NA,NA,0,NA,NA,3.53059,NA
NA,phloem,NA,NA,NA,71.39365094,NA,NA,NA,NA,NA,190.65496,1,0.196325687,268.0312429,NA,NA,NA,NA,NA,NA,6871.39904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002669169,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.65655,roots,864.8004329,2.25554,NA,105.5560499,9.38419,NA,2.13806,0.00965,26.01736,65.83135,1,0.044151155,258.1007372,431.47488,NA,0.18784,0.29221,NA,25.95055419,1545.29041,NA,NA,4.78835,NA,2.0255,0.49893,NA,12.94751,5.263019501,NA,MS,1.90097,0.016612287,2.2282,29.30276,45,NA,0.8598,NA,NA,0.37653,77.05784,754.94638,0.02236,15.41157,0.00484,NA,10.09096
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2711.28242,NA,NA,121.57799,NA,NA,0,6.86826,NA,129003.4992,NA,NA,0.19248,NA,NA,0,MS,NA,0.001702092,NA,NA,46,0,NA,0.089980593,0.001702092,NA,NA,NA,0,NA,NA,2.80535,NA
NA,phloem,NA,NA,NA,71.91976295,NA,NA,NA,NA,NA,192.05004,1,0.195801934,267.3299602,NA,NA,NA,NA,NA,NA,6853.06769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002688701,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.63457,roots,870.7269739,1.89191,NA,107.3604362,7.95105,NA,2.04599,0.00964,21.58143,66.95131,1,0.044016431,257.3337977,434.39698,NA,0.10081,0.2173,NA,27.20413318,1540.5751,NA,NA,3.96373,NA,1.69923,0.49889,NA,13.57187,4.516607667,NA,MS,1.5736,0.016658876,1.86884,21.7911,46,NA,0.46611,NA,NA,0.21039,73.00855,755.39356,0.02301,14.60171,0.00258,NA,7.50418
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2715.71029,NA,NA,121.7888,NA,NA,0,7.49069,NA,131014.6624,NA,NA,0.212,NA,NA,0,MS,NA,0.001705043,NA,NA,47,0,NA,0.090128805,0.001705043,NA,NA,NA,0,NA,NA,3.05958,NA
NA,phloem,NA,NA,NA,72.48469802,NA,NA,NA,NA,NA,193.56948,1,0.195409636,266.7793673,NA,NA,NA,NA,NA,NA,6839.33727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002709973,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.47003,roots,876.9542585,2.01913,NA,109.2039047,8.45094,NA,1.51782,0.00964,22.73557,68.10092,1,0.044400543,259.5794347,437.50371,NA,0.10153,0.2173,NA,28.58529936,1554.01901,NA,NA,4.20092,NA,1.81513,0.49889,NA,14.26092,4.795963858,NA,MS,1.66776,0.016718465,1.9945,21.7911,47,NA,0.47411,NA,NA,0.22107,53.6288,756.54316,0.02301,10.72576,0.00258,NA,7.50418
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2719.8255,NA,NA,121.98662,NA,NA,0,6.96096,NA,132881.321,NA,NA,0.19886,NA,NA,0,MS,NA,0.001707813,NA,NA,48,0,NA,0.090266746,0.001707813,NA,NA,NA,0,NA,NA,2.84321,NA
NA,phloem,NA,NA,NA,72.91335593,NA,NA,NA,NA,NA,194.70418,1,0.194730191,265.8654562,NA,NA,NA,NA,NA,NA,6815.55668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002725859,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.53558,roots,882.7296235,1.90752,NA,110.7124404,7.98643,NA,1.70911,0.00963,21.25048,69.03751,1,0.044067867,257.650002,440.3585,NA,0.10829,0.22008,NA,29.78326585,1542.37536,NA,NA,3.9063,NA,1.71457,0.49886,NA,14.85768,4.558460553,NA,MS,1.5508,0.016761544,1.88412,22.0693,48,NA,0.50933,NA,NA,0.24407,59.82683,756.801,0.02366,11.96537,0.00273,NA,7.59998
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2723.81506,NA,NA,122.18015,NA,NA,0,6.74853,NA,134688.7439,NA,NA,0.1945,NA,NA,0,MS,NA,0.001710522,NA,NA,49,0,NA,0.090400656,0.001710522,NA,NA,NA,0,NA,NA,2.75644,NA
NA,phloem,NA,NA,NA,73.38215214,NA,NA,NA,NA,NA,195.96612,1,0.194266329,265.2184877,NA,NA,NA,NA,NA,NA,6799.3215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002743526,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.39079,roots,888.2683318,1.86319,NA,112.1792567,7.81794,NA,1.2492,0.00963,20.51657,69.95218,1,0.044334293,259.2077019,443.12154,NA,0.10897,0.22008,NA,30.9591669,1551.70025,NA,NA,3.78718,NA,1.67588,0.49886,NA,15.44429,4.47948558,NA,MS,1.50351,0.016813032,1.84034,22.0693,49,NA,0.51608,NA,NA,0.25371,43.34289,757.71567,0.02366,8.66858,0.00273,NA,7.59998
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2727.68194,NA,NA,122.36935,NA,NA,0,6.54055,NA,136438.5209,NA,NA,0.1901,NA,NA,0,MS,NA,0.001713171,NA,NA,50,0,NA,0.090530615,0.001713171,NA,NA,NA,0,NA,NA,2.67149,NA
NA,phloem,NA,NA,NA,73.73610137,NA,NA,NA,NA,NA,196.90212,1,0.193563442,264.2712553,NA,NA,NA,NA,NA,NA,6774.72048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.00275663,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.47659,roots,893.6261176,1.8171,NA,113.5387996,7.60727,NA,1.50505,0.00962,19.81084,70.79428,1,0.043954532,257.0079738,445.75858,NA,0.10106,0.20619,NA,32.07926707,1538.40861,NA,NA,3.63533,NA,1.63403,0.49882,NA,16.00178,4.375412897,NA,MS,1.44322,0.01685174,1.79469,20.67659,50,NA,0.4815,NA,NA,0.24234,51.78344,757.92225,0.02427,10.35669,0.00252,NA,7.12038
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2731.34828,NA,NA,122.55021,NA,NA,0,6.20138,NA,138095.696,NA,NA,0.18167,NA,NA,0,MS,NA,0.001715703,NA,NA,51,0,NA,0.090653985,0.001715703,NA,NA,NA,0,NA,NA,2.53296,NA
NA,phloem,NA,NA,NA,74.13415715,NA,NA,NA,NA,NA,197.97434,1,0.193084409,263.6048938,NA,NA,NA,NA,NA,NA,6757.95431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.002771641,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.34997,roots,898.6531815,1.74592,NA,114.8589551,7.33421,NA,1.10636,0.00962,18.83211,71.61743,1,0.044163055,258.2272379,448.26618,NA,0.10163,0.20619,NA,33.15542681,1545.70693,NA,NA,3.46709,NA,1.57094,0.49882,NA,16.53859,4.23798954,NA,MS,1.37644,0.016898371,1.72439,20.67659,51,NA,0.48709,NA,NA,0.25047,37.76628,758.7454,0.02427,7.55326,0.00252,NA,7.12038
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2734.93915,NA,NA,122.72871,NA,NA,0,6.07337,NA,139717.0259,NA,NA,0.17927,NA,NA,0,MS,NA,0.001718202,NA,NA,52,0,NA,0.090774956,0.001718202,NA,NA,NA,0,NA,NA,2.48067,NA
