N_exudation,organ,Conc_Nitrates,S_Amino_Acids,RGR_Structure,Conc_Amino_Acids,sum_respi,synthetized_mstruct,Unloading_Amino_Acids,Nstruct,HATS_LATS,amino_acids,plant,WSC_g,Conc_Sucrose,nitrates,structure,Export_Nitrates,AA_consumption_mstruct,proteins,Conc_cytokinins,sucrose,S_grain_starch,S_grain_structure,Uptake_Nitrates,age_from_flowering,S_cytokinins,mstruct,S_Proteins,cytokinins,R_residual,R_grain_growth_starch,axis,R_Nnit_upt,N_tot,R_Nnit_red,sucrose_consumption_mstruct,t,starch,Export_Amino_Acids,Dry_Mass,Proteins_N_Mass,Export_cytokinins,Unloading_Sucrose,Total_Organic_Nitrogen,senesced_mstruct,C_exudation,regul_transpiration,R_grain_growth_struct,Respi_growth
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2615.19291,NA,NA,211.08443,0,NA,2842760.811,NA,NA,2.59509,NA,NA,16.98732,MS,NA,0.036612701,NA,NA,892,45019.59671,NA,1.761895969,0.036612701,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,8.247852669,NA,NA,NA,NA,NA,16.55942,1,0.007582443,13.7689793,NA,NA,NA,NA,NA,NA,265.38551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000231832,NA,NA,892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.05136,roots,1060.215726,0.51168,NA,30.26409016,0.62803,NA,0.08012,0.00468,9.38996,14.46737,1,0.001266019,9.655503404,405.4583,NA,0.02641,0,NA,0.043066705,44.31065,NA,NA,0.09174,NA,0.00159,0.38243,NA,0.01647,0.204269972,NA,MS,0.03642,0.010558959,0.38745,0,892,NA,0.02827,NA,NA,0.00007,1.28402,348.93311,0.48422,0.2568,0.00072,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2618.10289,NA,NA,220.75183,0,NA,2844858.558,NA,NA,2.88822,NA,NA,17.76531,MS,NA,0.036653441,NA,NA,893,45046.32158,NA,1.762959093,0.03665344,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,7.901893935,NA,NA,NA,NA,NA,15.86483,1,0.006826062,12.39546419,NA,NA,NA,NA,NA,NA,238.91216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000222108,NA,NA,893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.03481,roots,1059.842324,0.56634,NA,30.6831577,0.69039,NA,0.05779,0.00468,10.6018,14.6677,1,0.001234872,9.417956663,405.3155,NA,0.0264,0,NA,0.044609471,43.22051,NA,NA,0.10107,NA,0.00167,0.38243,NA,0.01706,0.221556159,NA,MS,0.04012,0.010559765,0.42884,0,893,NA,0.02866,NA,NA,0.00007,0.8703,349.13344,0.48422,0.17406,0.00072,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2621.62819,NA,NA,253.17054,0,NA,2847590.719,NA,NA,3.46498,NA,NA,20.37425,MS,NA,0.036702795,NA,NA,894,45076.81435,NA,1.764193214,0.036702795,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,7.536855863,NA,NA,NA,NA,NA,14.99335,1,0.006166966,11.30211953,NA,NA,NA,NA,NA,NA,215.84381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000209907,NA,NA,894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.02492,roots,1060.80744,0.6783,NA,30.70734084,0.81695,NA,0.04328,0.00467,12.95351,14.65124,1,0.001192922,9.115417867,404.9102,NA,0.26426,0,NA,0.044616191,41.75226,NA,NA,0.11958,NA,0.00186,0.3817,NA,0.01703,0.256826842,NA,MS,0.04747,0.01054386,0.51263,0,894,NA,0.28686,NA,NA,0.00074,0.62311,348.47783,0.48495,0.12462,0.00725,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2625.31294,NA,NA,271.73704,0,NA,2850655.415,NA,NA,3.55911,NA,NA,21.86842,MS,NA,0.036754381,NA,NA,895,45108.67381,NA,1.765482796,0.036754381,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,6.999732323,NA,NA,NA,NA,NA,13.92483,1,0.005984921,10.96848773,NA,NA,NA,NA,NA,NA,209.47223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000194948,NA,NA,895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0252,roots,1059.719911,0.72233,NA,30.70662824,0.86509,NA,0.04188,0.00467,14.26551,14.6509,1,0.001146563,8.761178063,404.49509,NA,0.26399,0,NA,0.044589992,40.1297,NA,NA,0.12665,NA,0.00181,0.3817,NA,0.01702,0.268898437,NA,MS,0.05028,0.010538044,0.54591,0,895,NA,0.28685,NA,NA,0.00074,0.62994,348.4775,0.48495,0.12599,0.00725,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2629.004,NA,NA,302.28271,0,NA,2853923.914,NA,NA,3.57997,NA,NA,24.32662,MS,NA,0.036806056,NA,NA,896,45142.95986,NA,1.76684236,0.036806056,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,6.791650921,NA,NA,NA,NA,NA,13.34483,1,0.006343185,11.76973077,NA,NA,NA,NA,NA,NA,222.01149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000186828,NA,NA,896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.04158,roots,1060.496757,0.74017,NA,30.32740068,0.88067,NA,0.06248,0.00466,14.98633,14.43698,1,0.001101015,8.432351705,403.86898,NA,0.46984,0,NA,0.043011317,38.53551,NA,NA,0.12813,NA,0.0017,0.38083,NA,0.01638,0.27151488,NA,MS,0.05087,0.010516283,0.55812,0,896,NA,0.50386,NA,NA,0.00127,1.03939,347.50042,0.48582,0.20788,0.01293,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2632.53372,NA,NA,338.30564,0,NA,2857281.626,NA,NA,3.39564,NA,NA,27.22562,MS,NA,0.036855472,NA,NA,897,45180.60177,NA,1.768281197,0.036855472,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,6.510784969,NA,NA,NA,NA,NA,12.79296,1,0.007174964,13.31308938,NA,NA,NA,NA,NA,NA,251.12374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000179101,NA,NA,897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.07367,roots,1058.856419,0.73589,NA,29.89058635,0.87302,NA,0.09382,0.00466,15.41047,14.22904,1,0.001061019,8.126036114,403.24429,NA,0.46912,0,NA,0.041383294,37.13566,NA,NA,0.12704,NA,0.00156,0.38083,NA,0.01576,0.267545009,NA,MS,0.05043,0.010504627,0.55488,0,897,NA,0.4966,NA,NA,0.00122,1.84174,347.29248,0.48582,0.36835,0.01293,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2636.09117,NA,NA,399.32479,0,NA,2860881.597,NA,NA,3.46966,NA,NA,32.13622,MS,NA,0.036905276,NA,NA,898,45224.99581,NA,1.769915806,0.036905276,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,6.547411795,NA,NA,NA,NA,NA,12.7118,1,0.008235817,15.46557591,NA,NA,NA,NA,NA,NA,288.25359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000177965,NA,NA,898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.12723,roots,1059.84263,0.76521,NA,29.53642035,0.90215,NA,0.14027,0.00465,16.29155,14.025,1,0.001029088,7.901402673,402.60242,NA,0.47967,0,NA,0.039750441,36.01807,NA,NA,0.13064,NA,0.00153,0.37987,NA,0.0151,0.274575459,NA,MS,0.05186,0.010482784,0.57554,0,898,NA,0.50129,NA,NA,0.0012,3.18084,346.24982,0.48678,0.63617,0.01324,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2639.49319,NA,NA,438.54289,0,NA,2864512.206,NA,NA,3.30887,NA,NA,35.29235,MS,NA,0.036952905,NA,NA,899,45274.0226,NA,1.771666779,0.036952905,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,6.466397116,NA,NA,NA,NA,NA,12.55451,1,0.00936684,17.58946101,NA,NA,NA,NA,NA,NA,327.83941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000175763,NA,NA,899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.18864,roots,1058.159976,0.75973,NA,29.1029668,0.8946,NA,0.1806,0.00465,16.49827,13.81918,1,0.001009972,7.754633164,401.96323,NA,0.47891,0,NA,0.038144628,35.34903,NA,NA,0.12987,NA,0.00145,0.37987,NA,0.01449,0.271459145,NA,MS,0.05156,0.010470954,0.57142,0,899,NA,0.49393,NA,NA,0.00115,4.716,346.044,0.48678,0.9432,0.01324,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2643.00884,NA,NA,510.52176,0,NA,2868451.466,NA,NA,3.44497,NA,NA,41.08496,MS,NA,0.037002124,NA,NA,900,45331.45218,NA,1.773669529,0.037002124,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,6.514847922,NA,NA,NA,NA,NA,12.58123,1,0.010495723,19.81482926,NA,NA,NA,NA,NA,NA,367.35029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000176137,NA,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.26771,roots,1059.172932,0.81684,NA,28.61992503,0.95683,NA,0.22922,0.00464,17.69195,13.55225,1,0.001003185,7.723868416,401.23589,NA,0.5555,0,NA,0.036244126,35.11147,NA,NA,0.13872,NA,0.00155,0.37882,NA,0.01373,0.288858865,NA,MS,0.05507,0.010447034,0.61268,0,900,NA,0.56288,NA,NA,0.00127,6.69276,344.86172,0.48783,1.33855,0.01538,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2646.64842,NA,NA,586.30607,0,NA,2872728.818,NA,NA,3.54159,NA,NA,47.1838,MS,NA,0.037053078,NA,NA,901,45397.96596,NA,1.775944586,0.037053078,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,6.387536005,NA,NA,NA,NA,NA,12.33537,1,0.01149581,21.70288945,NA,NA,NA,NA,NA,NA,402.35334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000172695,NA,NA,901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.3478,roots,1057.219233,0.89101,NA,28.10453514,1.04228,NA,0.26657,0.00464,19.32131,13.3082,1,0.00100907,7.769177974,400.49579,NA,0.55447,0,NA,0.034660261,35.31744,NA,NA,0.15237,NA,0.00171,0.37882,NA,0.01313,0.313254849,NA,MS,0.06049,0.010433256,0.66832,0,901,NA,0.55274,NA,NA,0.00121,8.69505,344.61766,0.48783,1.73901,0.01538,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2650.33533,NA,NA,623.51049,0,NA,2877066.644,NA,NA,3.71918,NA,NA,50.17788,MS,NA,0.037104695,NA,NA,902,45469.41613,NA,1.778365554,0.037104695,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,6.821023332,NA,NA,NA,NA,NA,12.98774,1,0.012257188,23.46948759,NA,NA,NA,NA,NA,NA,429.00158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000181828,NA,NA,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.41999,roots,1058.580825,0.92186,NA,27.77309291,1.07588,NA,0.31787,0.00462,19.47193,13.11133,1,0.001030791,7.960582872,399.79422,NA,0.51119,0,NA,0.033547806,36.07768,NA,NA,0.15729,NA,0.00187,0.37767,NA,0.01267,0.323895818,NA,MS,0.06244,0.010400678,0.68935,0,902,NA,0.50294,NA,NA,0.00108,10.49965,343.41561,0.48897,2.09993,0.01421,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2653.66851,NA,NA,574.70838,0,NA,2880944.005,NA,NA,3.3317,NA,NA,46.25046,MS,NA,0.037151359,NA,NA,903,45535.43818,NA,1.78059502,0.037151359,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,6.989635387,NA,NA,NA,NA,NA,13.30879,1,0.012923527,24.74536247,NA,NA,NA,NA,NA,NA,452.32345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000186323,NA,NA,903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.45335,roots,1056.773188,0.84576,NA,27.29741838,0.99169,NA,0.33347,0.00462,17.49825,12.88677,1,0.001065716,8.230302469,399.11153,NA,0.51032,0,NA,0.032488681,37.30006,NA,NA,0.14607,NA,0.00185,0.37767,NA,0.01227,0.301052511,NA,MS,0.05799,0.010387976,0.63245,0,903,NA,0.49432,NA,NA,0.00105,11.33372,343.19105,0.48897,2.26674,0.01421,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2656.95452,NA,NA,543.77947,0,NA,2884543.976,NA,NA,3.3822,NA,NA,43.76142,MS,NA,0.037197363,NA,NA,904,45598.81121,NA,1.782743944,0.037197363,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,7.669632536,NA,NA,NA,NA,NA,14.46416,1,0.013091158,25.30790615,NA,NA,NA,NA,NA,NA,458.19053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000202498,NA,NA,904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.45762,roots,1058.423365,0.81672,NA,27.47472924,0.95906,NA,0.36115,0.00461,16.22419,12.93785,1,0.001109501,8.590055833,398.72925,NA,0.21753,0,NA,0.033154598,38.83255,NA,NA,0.14127,NA,0.00196,0.37672,NA,0.01249,0.293820508,NA,MS,0.05608,0.010373339,0.6092,0,904,NA,0.21175,NA,NA,0.00046,11.44046,342.41045,0.48993,2.28809,0.00606,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2660.79494,NA,NA,591.22098,0,NA,2888637.702,NA,NA,3.84808,NA,NA,47.57934,MS,NA,0.037251129,NA,NA,905,45669.13185,NA,1.785148442,0.037251129,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,7.525483854,NA,NA,NA,NA,NA,14.19231,1,0.012274946,23.73000015,NA,NA,NA,NA,NA,NA,429.62311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000198692,NA,NA,905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.39899,roots,1057.344155,0.94079,NA,27.7011255,1.10361,NA,0.32951,0.00461,18.3649,13.04446,1,0.001139697,8.823839102,398.32269,NA,0.2173,0,NA,0.034242939,39.8894,NA,NA,0.1642,NA,0.0024,0.37672,NA,0.0129,0.336788364,NA,MS,0.06519,0.01036914,0.70174,0,905,NA,0.21349,NA,NA,0.00047,9.97473,342.51705,0.48993,1.99495,0.00606,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2664.25097,NA,NA,503.34155,0,NA,2892207.101,NA,NA,3.49222,NA,NA,40.50712,MS,NA,0.037299514,NA,NA,906,45728.95857,NA,1.787213545,0.037299514,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,7.591732144,NA,NA,NA,NA,NA,14.19113,1,0.011514323,22.45738182,NA,NA,NA,NA,NA,NA,403.00131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000198676,NA,NA,906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.32565,roots,1058.881447,0.8396,NA,27.87809889,0.98672,NA,0.28668,0.0046,16.03855,13.09504,1,0.001158665,8.993136498,397.90647,NA,0.24715,0,NA,0.034967268,40.55329,NA,NA,0.14611,NA,0.00223,0.37578,NA,0.01314,0.304059899,NA,MS,0.058,0.010354021,0.6247,0,906,NA,0.24401,NA,NA,0.00055,8.14116,341.7451,0.49087,1.62823,0.0069,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2667.11559,NA,NA,399.23713,0,NA,2894993.066,NA,NA,2.88348,NA,NA,32.12917,MS,NA,0.037339618,NA,NA,907,45776.05606,NA,1.788854075,0.037339618,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,7.598397785,NA,NA,NA,NA,NA,14.20359,1,0.011070635,21.59201868,NA,NA,NA,NA,NA,NA,387.47223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.00019885,NA,NA,907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.27058,roots,1057.857044,0.68818,NA,27.8837192,0.81487,NA,0.24797,0.0046,13.06559,13.09768,1,0.001172666,9.101803804,397.52152,NA,0.24691,0,NA,0.035366438,41.04331,NA,NA,0.12044,NA,0.00188,0.37578,NA,0.01329,0.255024716,NA,MS,0.04781,0.010348669,0.51203,0,907,NA,0.24406,NA,NA,0.00055,6.76462,341.74774,0.49087,1.35292,0.0069,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2669.50455,NA,NA,318.25303,0,NA,2897112.919,NA,NA,2.4299,NA,NA,25.61186,MS,NA,0.037373064,NA,NA,908,45813.55771,NA,1.790171473,0.037373064,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,7.851310256,NA,NA,NA,NA,NA,14.56104,1,0.010735871,21.10492604,NA,NA,NA,NA,NA,NA,375.75548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000203855,NA,NA,908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.23414,roots,1059.001519,0.56195,NA,28.25427216,0.67033,NA,0.22683,0.00459,10.50975,13.25196,1,0.001186677,9.224301743,397.35855,NA,0.05056,0,NA,0.036618517,41.53371,NA,NA,0.09816,NA,0.00158,0.37522,NA,0.01374,0.213957817,NA,MS,0.03897,0.010338547,0.4175,0,908,NA,0.05058,NA,NA,0.00012,5.8535,341.41474,0.49142,1.1707,0.00141,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2671.87047,NA,NA,296.25541,0,NA,2899124.082,NA,NA,2.39271,NA,NA,23.84157,MS,NA,0.037406187,NA,NA,909,45848.67505,NA,1.791418376,0.037406187,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,7.889949315,NA,NA,NA,NA,NA,14.6327,1,0.010199098,20.04972096,NA,NA,NA,NA,NA,NA,356.96844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000204858,NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.19882,roots,1058.577741,0.54288,NA,28.5783487,0.64913,NA,0.20375,0.00459,10.11126,13.40396,1,0.001195112,9.289867722,397.19954,NA,0.05054,0,NA,0.037844465,41.82893,NA,NA,0.0951,NA,0.00155,0.37522,NA,0.0142,0.208139328,NA,MS,0.03776,0.010338449,0.40332,0,909,NA,0.05116,NA,NA,0.00012,4.97062,341.56674,0.49142,0.99412,0.00141,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2674.19406,NA,NA,272.30744,0,NA,2901010.842,NA,NA,2.35478,NA,NA,21.91432,MS,NA,0.037438717,NA,NA,910,45881.06826,NA,1.792583089,0.037438717,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,7.97689562,NA,NA,NA,NA,NA,14.72166,1,0.009583555,18.93217705,NA,NA,NA,NA,NA,NA,335.42441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000206103,NA,NA,910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.16489,roots,1059.582366,0.5188,NA,28.9557388,0.62096,NA,0.18093,0.00459,9.59448,13.56323,1,0.001197842,9.323261637,397.0573,NA,0.03837,0,NA,0.039094815,41.92447,NA,NA,0.09056,NA,0.00149,0.37473,NA,0.01465,0.200172656,NA,MS,0.03595,0.010338687,0.38493,0,910,NA,0.03932,NA,NA,0.00009,4.12231,341.29295,0.49192,0.82446,0.00107,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2676.28817,NA,NA,230.3135,0,NA,2902596.999,NA,NA,2.11593,NA,NA,18.5348,MS,NA,0.037468034,NA,NA,911,45908.44481,NA,1.793580847,0.037468034,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,7.9874183,NA,NA,NA,NA,NA,14.74108,1,0.009032497,17.84356974,NA,NA,NA,NA,NA,NA,316.13738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000206375,NA,NA,911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.13224,roots,1059.23657,0.45564,NA,29.25116217,0.54872,NA,0.15415,0.00459,8.43925,13.70161,1,0.001197044,9.317050499,396.92772,NA,0.03836,0,NA,0.040135564,41.89654,NA,NA,0.0796,NA,0.00131,0.37473,NA,0.01504,0.179120276,NA,MS,0.0316,0.010338811,0.33807,0,911,NA,0.03973,NA,NA,0.0001,3.30588,341.43133,0.49192,0.66118,0.00107,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2678.50915,NA,NA,227.70289,0,NA,2904254.174,NA,NA,2.24389,NA,NA,18.32471,MS,NA,0.037499128,NA,NA,912,45935.63993,NA,1.79458648,0.037499128,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,8.015566578,NA,NA,NA,NA,NA,14.70616,1,0.008400941,16.69397245,NA,NA,NA,NA,NA,NA,294.03294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000205886,NA,NA,912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.10869,roots,1060.169761,0.46909,NA,29.63159048,0.5632,NA,0.1359,0.00458,8.6838,13.86351,1,0.001190334,9.275717581,396.81094,NA,0.02255,0,NA,0.041331588,41.6617,NA,NA,0.08155,NA,0.00134,0.37429,NA,0.01547,0.183273046,NA,MS,0.03238,0.010329442,0.34764,0,912,NA,0.02364,NA,NA,0.00006,2.71723,341.21337,0.49235,0.54345,0.00063,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2680.57786,NA,NA,198.72461,0,NA,2905722.405,NA,NA,2.08288,NA,NA,15.99264,MS,NA,0.03752809,NA,NA,913,45959.35865,NA,1.795477113,0.03752809,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,7.95604731,NA,NA,NA,NA,NA,14.59696,1,0.007839905,15.57910637,NA,NA,NA,NA,NA,NA,274.39667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000204357,NA,NA,913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.08473,roots,1059.880387,0.42629,NA,29.94486628,0.51385,NA,0.11268,0.00458,7.94685,14.01008,1,0.001180745,9.200991655,396.70263,NA,0.02255,0,NA,0.042373561,41.32607,NA,NA,0.07404,NA,0.00119,0.37429,NA,0.01586,0.168607775,NA,MS,0.02939,0.010329978,0.31592,0,913,NA,0.02389,NA,NA,0.00006,2.1182,341.35993,0.49235,0.42364,0.00063,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2682.66924,NA,NA,187.95925,0,NA,2907174.433,NA,NA,2.1066,NA,NA,15.12628,MS,NA,0.037557369,NA,NA,914,45981.84137,NA,1.796334766,0.037557369,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,7.940501934,NA,NA,NA,NA,NA,14.49489,1,0.007280428,14.54074879,NA,NA,NA,NA,NA,NA,254.81499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000202929,NA,NA,914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.06714,roots,1060.680565,0.41955,NA,30.29229494,0.50507,NA,0.09548,0.00458,7.85522,14.15824,1,0.001167606,9.107853494,396.59907,NA,0.01883,0,NA,0.043406167,40.86621,NA,NA,0.07246,NA,0.00115,0.37391,NA,0.01623,0.165762728,NA,MS,0.02877,0.010330602,0.31062,0,914,NA,0.02017,NA,NA,0.00005,1.67848,341.17564,0.49273,0.3357,0.00053,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2684.78245,NA,NA,177.78784,0,NA,2908626.461,NA,NA,2.11738,NA,NA,14.30773,MS,NA,0.037586954,NA,NA,915,46003.15708,NA,1.797161323,0.037586954,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,7.797067826,NA,NA,NA,NA,NA,14.23306,1,0.006727635,13.43668812,NA,NA,NA,NA,NA,NA,235.46721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000199263,NA,NA,915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.05091,roots,1060.405418,0.415,NA,30.60462678,0.49918,NA,0.07693,0.00458,7.86164,14.30422,1,0.001151033,8.978577733,396.49619,NA,0.01883,0,NA,0.04439571,40.28616,NA,NA,0.0715,NA,0.0011,0.37391,NA,0.0166,0.163622488,NA,MS,0.02839,0.010331206,0.30724,0,915,NA,0.02038,NA,NA,0.00005,1.27275,341.32162,0.49273,0.25455,0.00053,NA,0
NA,grains,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7224.37597,NA,NA,2687.08222,NA,NA,180.25616,0,NA,2910230.121,NA,NA,2.30392,NA,NA,14.50637,MS,NA,0.037619151,NA,NA,916,46024.86188,NA,1.798018201,0.037619151,NA,NA,NA,0,NA,NA,0,NA
NA,phloem,NA,NA,NA,7.704119039,NA,NA,NA,NA,NA,13.95996,1,0.006148485,12.37097047,NA,NA,NA,NA,NA,NA,215.19699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MS,NA,0.000195439,NA,NA,916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
