t,plant,axis,Tsoil,volume,nitrates,Conc_Nitrates_Soil,mineralisation
855,1,MS,10,1,7170.91939161,7170.91939161,0.00333894
856,1,MS,10,1,7170.92273055,7170.92273055,0.00333894
857,1,MS,10,1,7170.92606949,7170.92606949,0.00333894
858,1,MS,10,1,7170.92940843,7170.92940843,0.00333894
859,1,MS,10,1,7170.93274737,7170.93274737,0.00333894
860,1,MS,10,1,7170.93608631,7170.93608631,0.00333894
861,1,MS,10,1,7170.93942525,7170.93942525,0.00333894
862,1,MS,10,1,7170.94276419,7170.94276419,0.00333894
863,1,MS,10,1,7170.94610313,7170.94610313,0.00333894
864,1,MS,10,1,7170.94944207,7170.94944207,0.00333894
865,1,MS,10,1,7170.95278101,7170.95278101,0.00333894
866,1,MS,10,1,7170.95611995,7170.95611995,0.00333894
867,1,MS,10,1,7170.95945889,7170.95945889,0.00333894
868,1,MS,10,1,7170.96279783,7170.96279783,0.00333894
869,1,MS,10,1,7170.96613677,7170.96613677,0.00333894
870,1,MS,10,1,7170.96947571,7170.96947571,0.00333894
871,1,MS,10,1,7170.97281465,7170.97281465,0.00333894
872,1,MS,10,1,7170.97615359,7170.97615359,0.00333894
873,1,MS,10,1,7170.97949253,7170.97949253,0.00333894
874,1,MS,10,1,7170.98283147,7170.98283147,0.00333894
875,1,MS,10,1,7170.98617041,7170.98617041,0.00333894
876,1,MS,10,1,7170.98950935,7170.98950935,0.00333894
877,1,MS,10,1,7170.99284829,7170.99284829,0.00333894
878,1,MS,10,1,7170.99618723,7170.99618723,0.00333894
879,1,MS,10,1,7170.99952617,7170.99952617,0.00333894
880,1,MS,10,1,7171.00286511,7171.00286511,0.00333894
881,1,MS,10,1,7171.00620405,7171.00620405,0.00333894
882,1,MS,10,1,7171.00954299,7171.00954299,0.00333894
883,1,MS,10,1,7171.01288192,7171.01288192,0.00333894
884,1,MS,10,1,7171.01622086,7171.01622086,0.00333894
885,1,MS,10,1,7171.01955980,7171.01955980,0.00333894
886,1,MS,10,1,7171.02289874,7171.02289874,0.00333894
887,1,MS,10,1,7171.02623768,7171.02623768,0.00333894
888,1,MS,10,1,7171.02957662,7171.02957662,0.00333894
889,1,MS,10,1,7171.03291556,7171.03291556,0.00333894
890,1,MS,10,1,7171.03625450,7171.03625450,0.00333894
891,1,MS,10,1,7171.03959344,7171.03959344,0.00333894
892,1,MS,10,1,7171.04293238,7171.04293238,0.00333894
893,1,MS,10,1,7171.04627132,7171.04627132,0.00333894
894,1,MS,10,1,7171.04961026,7171.04961026,0.00333894
895,1,MS,10,1,7171.05294920,7171.05294920,0.00333894
896,1,MS,10,1,7171.05628814,7171.05628814,0.00333894
897,1,MS,10,1,7171.05962708,7171.05962708,0.00333894
898,1,MS,10,1,7171.06296602,7171.06296602,0.00333894
899,1,MS,10,1,7171.06630496,7171.06630496,0.00333894
900,1,MS,10,1,7171.06964390,7171.06964390,0.00333894
901,1,MS,10,1,7171.07298284,7171.07298284,0.00333894
902,1,MS,10,1,7171.07632178,7171.07632178,0.00333894
903,1,MS,10,1,7171.07966072,7171.07966072,0.00333894
904,1,MS,10,1,7171.08299966,7171.08299966,0.00333894
905,1,MS,10,1,7171.08633860,7171.08633860,0.00333894
906,1,MS,10,1,7171.08967754,7171.08967754,0.00333894
907,1,MS,10,1,7171.09301648,7171.09301648,0.00333894
908,1,MS,10,1,7171.09635542,7171.09635542,0.00333894
909,1,MS,10,1,7171.09969436,7171.09969436,0.00333894
910,1,MS,10,1,7171.10303330,7171.10303330,0.00333894
911,1,MS,10,1,7171.10637224,7171.10637224,0.00333894
912,1,MS,10,1,7171.10971118,7171.10971118,0.00333894
913,1,MS,10,1,7171.11305012,7171.11305012,0.00333894
914,1,MS,10,1,7171.11638906,7171.11638906,0.00333894
915,1,MS,10,1,7171.11972799,7171.11972799,0.00333894
916,1,MS,10,1,7171.12306693,7171.12306693,0.00333894
917,1,MS,10,1,7171.12640587,7171.12640587,0.00333894
918,1,MS,10,1,7171.12974481,7171.12974481,0.00333894
919,1,MS,10,1,7171.13308375,7171.13308375,0.00333894
920,1,MS,10,1,7171.13642269,7171.13642269,0.00333894
921,1,MS,10,1,7171.13976163,7171.13976163,0.00333894
922,1,MS,10,1,7171.14310057,7171.14310057,0.00333894
923,1,MS,10,1,7171.14643951,7171.14643951,0.00333894
924,1,MS,10,1,7171.14977845,7171.14977845,0.00333894
925,1,MS,10,1,7171.15311739,7171.15311739,0.00333894
926,1,MS,10,1,7171.15645633,7171.15645633,0.00333894
927,1,MS,10,1,7171.15979527,7171.15979527,0.00333894
928,1,MS,10,1,7171.16313421,7171.16313421,0.00333894
929,1,MS,10,1,7171.16647315,7171.16647315,0.00333894
930,1,MS,10,1,7171.16981209,7171.16981209,0.00333894
931,1,MS,10,1,7171.17315103,7171.17315103,0.00333894
932,1,MS,10,1,7171.17648997,7171.17648997,0.00333894
933,1,MS,10,1,7171.17982891,7171.17982891,0.00333894
934,1,MS,10,1,7171.18316785,7171.18316785,0.00333894
935,1,MS,10,1,7171.18650679,7171.18650679,0.00333894
936,1,MS,10,1,7171.18984573,7171.18984573,0.00333894
937,1,MS,10,1,7171.19318467,7171.19318467,0.00333894
938,1,MS,10,1,7171.19652361,7171.19652361,0.00333894
939,1,MS,10,1,7171.19986255,7171.19986255,0.00333894
940,1,MS,10,1,7171.20320149,7171.20320149,0.00333894
941,1,MS,10,1,7171.20654043,7171.20654043,0.00333894
942,1,MS,10,1,7171.20987937,7171.20987937,0.00333894
943,1,MS,10,1,7171.21321831,7171.21321831,0.00333894
944,1,MS,10,1,7171.21655725,7171.21655725,0.00333894
945,1,MS,10,1,7171.21989619,7171.21989619,0.00333894
946,1,MS,10,1,7171.22323513,7171.22323513,0.00333894
947,1,MS,10,1,7171.22657407,7171.22657407,0.00333894
948,1,MS,10,1,7171.22991300,7171.22991300,0.00333894
949,1,MS,10,1,7171.23325194,7171.23325194,0.00333894
950,1,MS,10,1,7171.23659088,7171.23659088,0.00333894
951,1,MS,10,1,7171.23992982,7171.23992982,0.00333894
952,1,MS,10,1,7171.24326876,7171.24326876,0.00333894
953,1,MS,10,1,7171.24660770,7171.24660770,0.00333894
954,1,MS,10,1,7171.24994664,7171.24994664,0.00333894
955,1,MS,10,1,7171.25328558,7171.25328558,0.00333894
956,1,MS,10,1,7171.25662452,7171.25662452,0.00333894
957,1,MS,10,1,7171.25996346,7171.25996346,0.00333894
958,1,MS,10,1,7171.26330240,7171.26330240,0.00333894
959,1,MS,10,1,7171.26664134,7171.26664134,0.00333894
960,1,MS,10,1,7171.26998028,7171.26998028,0.00333894
961,1,MS,10,1,7171.27331922,7171.27331922,0.00333894
962,1,MS,10,1,7171.27665816,7171.27665816,0.00333894
963,1,MS,10,1,7171.27999710,7171.27999710,0.00333894
964,1,MS,10,1,7171.28333604,7171.28333604,0.00333894
965,1,MS,10,1,7171.28667498,7171.28667498,0.00333894
966,1,MS,10,1,7171.29001392,7171.29001392,0.00333894
967,1,MS,10,1,7171.29335286,7171.29335286,0.00333894
968,1,MS,10,1,7171.29669180,7171.29669180,0.00333894
969,1,MS,10,1,7171.30003074,7171.30003074,0.00333894
970,1,MS,10,1,7171.30336968,7171.30336968,0.00333894
971,1,MS,10,1,7171.30670862,7171.30670862,0.00333894
972,1,MS,10,1,7171.31004756,7171.31004756,0.00333894
973,1,MS,10,1,7171.31338650,7171.31338650,0.00333894
974,1,MS,10,1,7171.31672544,7171.31672544,0.00333894
975,1,MS,10,1,7171.32006438,7171.32006438,0.00333894
976,1,MS,10,1,7171.32340332,7171.32340332,0.00333894
977,1,MS,10,1,7171.32674226,7171.32674226,0.00333894
978,1,MS,10,1,7171.33008120,7171.33008120,0.00333894
979,1,MS,10,1,7171.33342014,7171.33342014,0.00333894
980,1,MS,10,1,7171.33675907,7171.33675907,0.00333894
981,1,MS,10,1,7171.34009801,7171.34009801,0.00333894
982,1,MS,10,1,7171.34343695,7171.34343695,0.00333894
983,1,MS,10,1,7171.34677589,7171.34677589,0.00333894
984,1,MS,10,1,7171.35011483,7171.35011483,0.00333894
985,1,MS,10,1,7171.35345377,7171.35345377,0.00333894
986,1,MS,10,1,7171.35679271,7171.35679271,0.00333894
987,1,MS,10,1,7171.36013165,7171.36013165,0.00333894
988,1,MS,10,1,7171.36347059,7171.36347059,0.00333894
989,1,MS,10,1,7171.36680953,7171.36680953,0.00333894
990,1,MS,10,1,7171.37014847,7171.37014847,0.00333894
991,1,MS,10,1,7171.37348741,7171.37348741,0.00333894
992,1,MS,10,1,7171.37682635,7171.37682635,0.00333894
993,1,MS,10,1,7171.38016529,7171.38016529,0.00333894
994,1,MS,10,1,7171.38350423,7171.38350423,0.00333894
995,1,MS,10,1,7171.38684317,7171.38684317,0.00333894
996,1,MS,10,1,7171.39018211,7171.39018211,0.00333894
997,1,MS,10,1,7171.39352105,7171.39352105,0.00333894
998,1,MS,10,1,7171.39685999,7171.39685999,0.00333894
999,1,MS,10,1,7171.40019893,7171.40019893,0.00333894
1000,1,MS,10,1,7171.40353787,7171.40353787,0.00333894
1001,1,MS,10,1,7171.40687681,7171.40687681,0.00333894
1002,1,MS,10,1,7171.41021575,7171.41021575,0.00333894
1003,1,MS,10,1,7171.41355469,7171.41355469,0.00333894
1004,1,MS,10,1,7171.41689363,7171.41689363,0.00333894
1005,1,MS,10,1,7171.42023257,7171.42023257,0.00333894
1006,1,MS,10,1,7171.42357151,7171.42357151,0.00333894
1007,1,MS,10,1,7171.42691045,7171.42691045,0.00333894
1008,1,MS,10,1,7171.43024939,7171.43024939,0.00333894
1009,1,MS,10,1,7171.43358833,7171.43358833,0.00333894
1010,1,MS,10,1,7171.43692727,7171.43692727,0.00333894
1011,1,MS,10,1,7171.44026621,7171.44026621,0.00333894
1012,1,MS,10,1,7171.44360514,7171.44360514,0.00333894
1013,1,MS,10,1,7171.44694408,7171.44694408,0.00333894
1014,1,MS,10,1,7171.45028302,7171.45028302,0.00333894
1015,1,MS,10,1,7171.45362196,7171.45362196,0.00333894
1016,1,MS,10,1,7171.45696090,7171.45696090,0.00333894
1017,1,MS,10,1,7171.46029984,7171.46029984,0.00333894
1018,1,MS,10,1,7171.46363878,7171.46363878,0.00333894
1019,1,MS,10,1,7171.46697772,7171.46697772,0.00333894
1020,1,MS,10,1,7171.47031666,7171.47031666,0.00333894
1021,1,MS,10,1,7171.47365560,7171.47365560,0.00333894
1022,1,MS,10,1,7171.47699454,7171.47699454,0.00333894
1023,1,MS,10,1,7171.48033348,7171.48033348,0.00333894
1024,1,MS,10,1,7171.48367242,7171.48367242,0.00333894
1025,1,MS,10,1,7171.48701136,7171.48701136,0.00333894
1026,1,MS,10,1,7171.49035030,7171.49035030,0.00333894
1027,1,MS,10,1,7171.49368924,7171.49368924,0.00333894
1028,1,MS,10,1,7171.49702818,7171.49702818,0.00333894
1029,1,MS,10,1,7171.50036712,7171.50036712,0.00333894
1030,1,MS,10,1,7171.50370606,7171.50370606,0.00333894
1031,1,MS,10,1,7171.50704500,7171.50704500,0.00333894
1032,1,MS,10,1,7171.51038394,7171.51038394,0.00333894
1033,1,MS,10,1,7171.51372288,7171.51372288,0.00333894
1034,1,MS,10,1,7171.51706182,7171.51706182,0.00333894
1035,1,MS,10,1,7171.52040076,7171.52040076,0.00333894
1036,1,MS,10,1,7171.52373970,7171.52373970,0.00333894
1037,1,MS,10,1,7171.52707864,7171.52707864,0.00333894
1038,1,MS,10,1,7171.53041758,7171.53041758,0.00333894
1039,1,MS,10,1,7171.53375652,7171.53375652,0.00333894
1040,1,MS,10,1,7171.53709546,7171.53709546,0.00333894
1041,1,MS,10,1,7171.54043440,7171.54043440,0.00333894
1042,1,MS,10,1,7171.54377334,7171.54377334,0.00333894
1043,1,MS,10,1,7171.54711228,7171.54711228,0.00333894
1044,1,MS,10,1,7171.55045121,7171.55045121,0.00333894
1045,1,MS,10,1,7171.55379015,7171.55379015,0.00333894
1046,1,MS,10,1,7171.55712909,7171.55712909,0.00333894
1047,1,MS,10,1,7171.56046803,7171.56046803,0.00333894
1048,1,MS,10,1,7171.56380697,7171.56380697,0.00333894
1049,1,MS,10,1,7171.56714591,7171.56714591,0.00333894
1050,1,MS,10,1,7171.57048485,7171.57048485,0.00333894
