N_tot,S_Proteins,Proteins_N_Mass,mstruct,R_residual,Total_Organic_Nitrogen,S_grain_structure,proteins,Unloading_Amino_Acids,Conc_Amino_Acids,RGR_Structure,Conc_Sucrose,Respi_growth,S_cytokinins,S_grain_starch,synthetized_mstruct,age_from_flowering,Export_Amino_Acids,WSC_g,nitrates,plant,Conc_cytokinins,starch,amino_acids,S_Amino_Acids,organ,N_exudation,senesced_mstruct,regul_transpiration,sucrose,HATS_LATS,AA_consumption_mstruct,axis,Export_Nitrates,t,R_Nnit_upt,Export_cytokinins,R_grain_growth_starch,R_grain_growth_struct,R_Nnit_red,Conc_Nitrates,sum_respi,Uptake_Nitrates,Dry_Mass,sucrose_consumption_mstruct,Unloading_Sucrose,Nstruct,structure,cytokinins,C_exudation
0.00019040,NA,NA,NA,NA,NA,NA,NA,NA,186.47260286565907,NA,665.0588331300318,NA,NA,NA,NA,NA,NA,0.013303854374466339,NA,1,NA,NA,13.59969788,NA,phloem,NA,NA,NA,465.63490311,NA,NA,MS,NA,31.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00038289,NA,NA,0.03753960,0.08288761,14.35809152,NA,NA,15.51729452,19.96867307497916,NA,499.8977224155937,1.29434895,1.27064942,NA,NA,NA,0.57239213,0.006434043653866987,12.99113084,1,180.70336731230373,NA,0.93702001,1.52573360,roots,0.44213926,0.00000000,0.00377077,225.19152789,1.94248223,0.03748115,MS,0.88175765,31.00000000,0.21352998,0.15378169,NA,NA,0.11340535,346.0647091294023,0.40942060,0.53785890,NA,3.75860945,531.29076796,0.00018790,NA,6.78353217,106.25815359
0.00019420,NA,NA,NA,NA,NA,NA,NA,NA,189.73145017997794,NA,688.3915750773517,NA,NA,NA,NA,NA,NA,0.01380468372020703,NA,1,NA,NA,13.87161581,NA,phloem,NA,NA,NA,483.16393021,NA,NA,MS,NA,32.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00037853,NA,NA,0.03764538,0.08409931,14.42864310,NA,NA,15.85324662,20.608986295191762,NA,522.8637589483122,1.30467173,1.26661771,NA,NA,NA,0.59329352,0.0067485967574223305,12.60939188,1,177.40522368041107,NA,0.96979151,1.52900108,roots,0.45343237,0.00000000,0.00377638,236.20088651,1.96411323,0.03778007,MS,0.85712243,32.00000000,0.22113847,0.15162588,NA,NA,0.11396847,334.9518692550791,0.41879504,0.55702386,NA,3.78858537,552.18635295,0.00018842,NA,6.67848785,110.43727059
0.00019776,NA,NA,NA,NA,NA,NA,NA,NA,192.72554691417594,NA,711.0202313308324,NA,NA,NA,NA,NA,NA,0.014293895281307176,NA,1,NA,NA,14.12552948,NA,phloem,NA,NA,NA,500.28633485,NA,NA,MS,NA,33.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00037468,NA,NA,0.03775198,0.08523733,14.48913852,NA,NA,16.00307392,21.02598351855097,NA,546.8337006443701,1.31472547,1.26275820,NA,NA,NA,0.60732495,0.007077962401018411,12.27336522,1,174.1855274646401,NA,0.99221574,1.53213851,roots,0.45402224,0.00000000,0.00377833,247.72868404,1.98392481,0.03807120,MS,0.83471105,33.00000000,0.22865442,0.14937256,NA,NA,0.11452571,325.10517287689163,0.42806158,0.57595572,NA,3.81778003,566.78365300,0.00018896,NA,6.57584921,113.35673060
0.00020113,NA,NA,NA,NA,NA,NA,NA,NA,195.53324926193497,NA,733.319872457058,NA,NA,NA,NA,NA,NA,0.014778507569333353,NA,1,NA,NA,14.36661828,NA,phloem,NA,NA,NA,517.24776493,NA,NA,MS,NA,34.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00037126,NA,NA,0.03785936,0.08632780,14.54558773,NA,NA,16.02400493,21.34879448621858,NA,571.585810595356,1.32436072,1.25901010,NA,NA,NA,0.61976521,0.007419385880029908,11.97272367,1,171.0288674097337,NA,1.01031474,1.53511215,roots,0.44891676,0.00000000,0.00378665,259.67850580,2.00234031,0.03835021,MS,0.81605787,34.00000000,0.23605299,0.14740669,NA,NA,0.11507437,316.2420674263738,0.43712014,0.59459191,NA,3.84575946,576.91939560,0.00018949,NA,6.47504421,115.38387912
0.00020437,NA,NA,NA,NA,NA,NA,NA,NA,198.18150521511296,NA,755.214301237058,NA,NA,NA,NA,NA,NA,0.015257817877716245,NA,1,NA,NA,14.59762340,NA,phloem,NA,NA,NA,534.02362572,NA,NA,MS,NA,35.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00036822,NA,NA,0.03796749,0.08732384,14.59214391,NA,NA,15.94765417,21.45529248379381,NA,596.7034446219839,1.33355300,1.25546916,NA,NA,NA,0.62572800,0.007767542486066428,11.70952071,1,167.94188827670718,NA,1.01825451,1.53788879,roots,0.43702852,0.00000000,0.00379327,271.86398701,2.01929382,0.03861640,MS,0.79951360,35.00000000,0.24322280,0.14541330,NA,NA,0.11561176,308.40913154529653,0.44587979,0.61265188,NA,3.87245256,583.41168760,0.00019003,NA,6.37633202,116.68233752
0.00020763,NA,NA,NA,NA,NA,NA,NA,NA,200.84360812961233,NA,777.2591135146316,NA,NA,NA,NA,NA,NA,0.015742427679385117,NA,1,NA,NA,14.83066790,NA,phloem,NA,NA,NA,550.98496878,NA,NA,MS,NA,36.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00036528,NA,NA,0.03807632,0.08820336,14.62536463,NA,NA,15.85141567,21.275302287880066,NA,622.0895177226538,1.34226384,1.25194578,NA,NA,NA,0.63438651,0.008121216379992295,11.46637307,1,164.85582169914898,NA,1.01260659,1.54046086,roots,0.41959346,0.00000000,0.00386721,284.24257330,2.03546792,0.03886864,MS,0.79817248,36.00000000,0.25021854,0.14594070,NA,NA,0.11613707,301.14182028386296,0.45435861,0.63027339,NA,3.89774762,588.90751426,0.00019058,NA,6.27710344,117.78150285
0.00020530,NA,NA,NA,NA,NA,NA,NA,NA,198.08950570060227,NA,766.5030098671825,NA,NA,NA,NA,NA,NA,0.015563646105593524,NA,1,NA,NA,14.66411177,NA,phloem,NA,NA,NA,544.72761370,NA,NA,MS,NA,37.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00038000,NA,NA,0.03818583,0.09168042,15.12944747,NA,NA,11.01844383,30.95559552637422,NA,638.7444710546448,1.35053722,1.26001791,NA,NA,NA,0.02771030,0.008362623404587004,12.01341064,1,165.5240065744849,NA,1.47758121,1.54291307,roots,0.41325171,0.00000000,0.00011576,292.69181916,2.02119513,0.03910822,MS,0.02503304,37.00000000,0.25163920,0.00439903,NA,NA,0.11665647,314.60392617837505,0.45692148,0.63385189,NA,3.92177237,409.30202328,0.00019113,NA,6.32067084,81.86040466
0.00020097,NA,NA,NA,NA,NA,NA,NA,NA,193.42829464309466,NA,750.5888019325995,NA,NA,NA,NA,NA,NA,0.015278929069887868,NA,1,NA,NA,14.35514713,NA,phloem,NA,NA,NA,534.76251745,NA,NA,MS,NA,38.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00039324,NA,NA,0.03829586,0.09436037,15.52791926,NA,NA,8.57644783,38.36979922180179,NA,648.9439223632538,1.35707360,1.26733829,NA,NA,NA,0.03448376,0.008520639305650758,12.56093924,1,166.19641362784083,NA,1.83675550,1.54456850,roots,0.39355178,0.00000000,0.00011589,298.22237570,2.00683269,0.03929750,MS,0.02620251,38.00000000,0.25173967,0.00443446,NA,NA,0.11711814,327.9973271430351,0.46079674,0.63410497,NA,3.94075312,319.49256897,0.00019168,NA,6.36463434,63.89851379
0.00019636,NA,NA,NA,NA,NA,NA,NA,NA,188.50892847727113,NA,736.1034662321766,NA,NA,NA,NA,NA,NA,0.015021873198703283,NA,1,NA,NA,14.02535831,NA,phloem,NA,NA,NA,525.76556195,NA,NA,MS,NA,39.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00040527,NA,NA,0.03840633,0.09639959,15.84196379,NA,NA,6.76686176,43.97909631577803,NA,653.9701395049763,1.36252116,1.27398731,NA,NA,NA,0.03968203,0.008611404030730381,13.10606230,1,166.87269975899025,NA,2.11134478,1.54562321,roots,0.35539607,0.00000000,0.00011602,301.39914108,1.99248921,0.03945525,MS,0.02736934,39.00000000,0.25085307,0.00447020,NA,NA,0.11753621,341.24742456617315,0.46287788,0.63187172,NA,3.95657206,253.66787756,0.00019223,NA,6.40896851,50.73357551
0.00019185,NA,NA,NA,NA,NA,NA,NA,NA,183.7247917260322,NA,723.0826532893025,NA,NA,NA,NA,NA,NA,0.014793404512813416,NA,1,NA,NA,13.70391843,NA,phloem,NA,NA,NA,517.76915795,NA,NA,MS,NA,40.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00041637,NA,NA,0.03851719,0.09796866,16.09433821,NA,NA,5.45797887,48.2720379705319,NA,655.2414334125335,1.36718718,1.28004089,NA,NA,NA,0.04372847,0.008653047879560526,13.64669861,1,167.55253461727762,NA,2.32412885,1.54624774,roots,0.31650189,0.00000000,0.00011614,302.85667578,1.97824483,0.03959036,MS,0.02852917,40.00000000,0.24928774,0.00450623,NA,NA,0.11792308,354.3015455084852,0.46364324,0.62792882,NA,3.97012155,206.21642896,0.00019278,NA,6.45365218,41.24328579
0.00018756,NA,NA,NA,NA,NA,NA,NA,NA,179.1625874254614,NA,711.3577712148824,NA,NA,NA,NA,NA,NA,0.014590274919500431,NA,1,NA,NA,13.39736940,NA,phloem,NA,NA,NA,510.65962218,NA,NA,MS,NA,41.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00042677,NA,NA,0.03862837,0.09919591,16.30214808,NA,NA,4.52261525,51.61446842175598,NA,653.8220852197925,1.37131742,1.28556465,NA,NA,NA,0.04694181,0.008659228841408885,14.18144857,1,168.23553670020374,NA,2.49222875,1.54655828,roots,0.28351254,0.00000000,0.00011627,303.07300945,1.96415545,0.03970996,MS,0.02967905,41.00000000,0.24725947,0.00454255,NA,NA,0.11828724,367.1251740021185,0.46347813,0.62281983,NA,3.98211519,172.38585613,0.00019334,NA,6.49866525,34.47717123
0.00018348,NA,NA,NA,NA,NA,NA,NA,NA,174.82009319900433,NA,700.6020153953192,NA,NA,NA,NA,NA,NA,0.014405953287238283,NA,1,NA,NA,13.10565643,NA,phloem,NA,NA,NA,504.20836505,NA,NA,MS,NA,42.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00043662,NA,NA,0.03873987,0.10017438,16.47776603,NA,NA,3.85120928,54.270255953671345,NA,650.4871818244264,1.37506982,1.29061563,NA,NA,NA,0.04955283,0.00863992677861994,14.70936831,1,168.92132667483546,NA,2.62802807,1.54663479,roots,0.25753145,0.00000000,0.00011639,302.39743725,1.95026057,0.03981862,MS,0.03081697,42.00000000,0.24491825,0.00457915,NA,NA,0.11863452,379.69589787719997,0.46265951,0.61692255,NA,3.99301163,148.16594243,0.00019390,NA,6.54398961,29.63318849
0.00017958,NA,NA,NA,NA,NA,NA,NA,NA,170.67417714453256,NA,690.5673940462835,NA,NA,NA,NA,NA,NA,0.014235468721840706,NA,1,NA,NA,12.82715468,NA,phloem,NA,NA,NA,498.24140526,NA,NA,MS,NA,43.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00044603,NA,NA,0.03885164,0.10096804,16.62968473,NA,NA,3.36720799,56.42031892370403,NA,645.7725031252388,1.37854789,1.29524316,NA,NA,NA,0.05171983,0.008602052945068921,15.22983364,1,169.6095578574994,NA,2.74002743,1.54653089,roots,0.23806425,0.00000000,0.00011652,301.07185308,1.93658809,0.03991934,MS,0.03194146,43.00000000,0.24236465,0.00461600,NA,NA,0.11896882,391.9997578300592,0.46137913,0.61049031,NA,4.00311145,130.79147197,0.00019446,NA,6.58960956,26.15829439
0.00017583,NA,NA,NA,NA,NA,NA,NA,NA,166.69353599824953,NA,681.0823993836036,NA,NA,NA,NA,NA,NA,0.014075381590451132,NA,1,NA,NA,12.55960817,NA,phloem,NA,NA,NA,492.63835567,NA,NA,MS,NA,44.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00045510,NA,NA,0.03896368,0.10162655,16.76447307,NA,NA,3.01503946,58.203984398402405,NA,640.0934428133384,1.38181757,1.29949063,NA,NA,NA,0.05356586,0.008550992872424671,15.74239421,1,170.29987992680321,NA,2.83480176,1.54628778,roots,0.22403364,0.00000000,0.00011664,299.28475053,1.92315963,0.04001402,MS,0.03305169,44.00000000,0.23967486,0.00465311,NA,NA,0.11929314,404.027400204925,0.45977747,0.60371502,NA,4.01260616,118.26197606,0.00019502,NA,6.63550997,23.65239521
0.00017223,NA,NA,NA,NA,NA,NA,NA,NA,162.86544583893883,NA,671.918943336718,NA,NA,NA,NA,NA,NA,0.013921045856978159,NA,1,NA,NA,12.30214220,NA,phloem,NA,NA,NA,487.23660499,NA,NA,MS,NA,45.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00046385,NA,NA,0.03907597,0.10217405,16.88537613,NA,NA,2.75527274,59.69091737008893,NA,633.6545304961116,1.38492829,1.30339301,NA,NA,NA,0.05515309,0.008489371257463138,16.24666990,1,170.99207751668786,NA,2.91560071,1.54592517,roots,0.21415994,0.00000000,0.00011677,297.12799401,1.90999450,0.04010410,MS,0.03414787,45.00000000,0.23688642,0.00469063,NA,NA,0.11960888,415.7713655566826,0.45793777,0.59669124,NA,4.02163925,109.12487538,0.00019558,NA,6.68168149,21.82497508
0.00016873,NA,NA,NA,NA,NA,NA,NA,NA,159.15208233112367,NA,663.0493765036101,NA,NA,NA,NA,NA,NA,0.013771931896478776,NA,1,NA,NA,12.05197250,NA,phloem,NA,NA,NA,482.01761638,NA,NA,MS,NA,46.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00047236,NA,NA,0.03918850,0.10264777,16.99722895,NA,NA,2.55785201,60.98244385088646,NA,626.7674867512072,1.38789944,1.30698749,NA,NA,NA,0.05656916,0.008421284532474841,16.74268633,1,171.68570102622942,NA,2.98726340,1.54547510,roots,0.20736589,0.00000000,0.00011689,294.74495864,1.89709579,0.04019014,MS,0.03522807,46.00000000,0.23405392,0.00472828,NA,NA,0.11991842,427.23464295120016,0.45594462,0.58955648,NA,4.03026707,102.30107369,0.00019614,NA,6.72810571,20.46021474
0.00016532,NA,NA,NA,NA,NA,NA,NA,NA,155.543977394891,NA,654.5280501920455,NA,NA,NA,NA,NA,NA,0.013629212823763151,NA,1,NA,NA,11.80843984,NA,phloem,NA,NA,NA,477.02244883,NA,NA,MS,NA,47.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00048065,NA,NA,0.03930127,0.10306003,17.10167221,NA,NA,2.41541550,62.11368728186407,NA,619.5388887553983,1.39077003,1.31030156,NA,NA,NA,0.05784587,0.008348113486684686,17.23031282,1,172.38054568572338,NA,3.05143339,1.54494846,roots,0.20380538,0.00000000,0.00011702,292.18397203,1.88447307,0.04027326,MS,0.03629268,47.00000000,0.23119624,0.00476614,NA,NA,0.12022250,438.4161984047106,0.45384936,0.58235829,NA,4.03860286,97.57490693,0.00019670,NA,6.77477414,19.51498139
0.00016199,NA,NA,NA,NA,NA,NA,NA,NA,152.03054979648735,NA,646.170268867428,NA,NA,NA,NA,NA,NA,0.01348908340987443,NA,1,NA,NA,11.57079358,NA,phloem,NA,NA,NA,472.11791935,NA,NA,MS,NA,48.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00048874,NA,NA,0.03941426,0.10342232,17.20021396,NA,NA,2.30542226,63.11667844309045,NA,612.0679977413606,1.39354918,1.31336014,NA,NA,NA,0.05901142,0.008271156580912596,17.70950284,1,173.07639270812422,NA,3.10962140,1.54435570,roots,0.20208824,0.00000000,0.00011714,289.49048033,1.87213255,0.04035374,MS,0.03734155,48.00000000,0.22833069,0.00480423,NA,NA,0.12052188,449.31715609524366,0.45168237,0.57514028,NA,4.04667313,94.06711432,0.00019727,NA,6.82167780,18.81342286
0.00017390,NA,NA,NA,NA,NA,NA,NA,NA,162.79269309373504,NA,667.9132879939873,NA,NA,NA,NA,NA,NA,0.013978092347181855,NA,1,NA,NA,12.42108520,NA,phloem,NA,NA,NA,489.23323215,NA,NA,MS,NA,49.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00046091,NA,NA,0.03952747,0.09562199,15.92084204,NA,NA,5.05470126,36.22428060995577,NA,608.3706818823438,1.39624630,1.30741249,NA,NA,NA,1.13745970,0.00824480669566143,17.00157823,1,169.8531105376572,NA,1.78981763,1.54347202,roots,0.24696884,0.00000000,0.00392295,288.56823435,1.90818603,0.04043184,MS,1.20053262,49.00000000,0.23203973,0.15834476,NA,NA,0.12079889,430.1205958055606,0.45614463,0.58448293,NA,4.05450518,199.09112572,0.00019783,NA,6.71386345,39.81822514
0.00018673,NA,NA,NA,NA,NA,NA,NA,NA,174.37282890434423,NA,698.232681253382,NA,NA,NA,NA,NA,NA,0.014649426447790085,NA,1,NA,NA,13.33816464,NA,phloem,NA,NA,NA,512.72992567,NA,NA,MS,NA,50.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00044366,NA,NA,0.03964095,0.09222403,15.34013978,NA,NA,7.89548940,23.58342529166041,NA,611.5689329653966,1.39959050,1.30169701,NA,NA,NA,0.74358345,0.008311944913210573,16.35014817,1,166.70323945265054,NA,1.16858669,1.54338354,roots,0.24383266,0.00000000,0.00392784,290.91807196,1.94170942,0.04052868,MS,1.15597373,50.00000000,0.23672222,0.15604894,NA,NA,0.12113875,412.45602665357615,0.45357615,0.59627763,NA,4.06421629,303.50905096,0.00019840,NA,6.60827455,60.70181019
0.00019698,NA,NA,NA,NA,NA,NA,NA,NA,183.48157702041908,NA,727.1574286945521,NA,NA,NA,NA,NA,NA,0.015294754939435417,NA,1,NA,NA,14.07029986,NA,phloem,NA,NA,NA,535.31642288,NA,NA,MS,NA,51.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00043235,NA,NA,0.03975480,0.09120886,15.12805732,NA,NA,10.18510457,18.42982284678636,NA,621.1149459051741,1.40418721,1.29623681,NA,NA,NA,0.58348947,0.008465931936988714,15.75438381,1,163.62535601362492,NA,0.91584244,1.54400922,roots,0.23954144,0.00000000,0.00393276,296.30761779,1.97279946,0.04066179,MS,1.11524728,51.00000000,0.24233075,0.15380003,NA,NA,0.12153593,396.28882941387735,0.45635420,0.61040490,NA,4.07756449,387.50089175,0.00019897,NA,6.50489357,77.50017835
0.00020478,NA,NA,NA,NA,NA,NA,NA,NA,190.26263564806038,NA,753.8235872598898,NA,NA,NA,NA,NA,NA,0.015895674894548507,NA,1,NA,NA,14.62714509,NA,phloem,NA,NA,NA,556.34862131,NA,NA,MS,NA,52.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00042432,NA,NA,0.03986912,0.09137825,15.09343887,NA,NA,11.80921660,16.863110233192288,NA,635.4804495635827,1.40990366,1.29103513,NA,NA,NA,0.53492997,0.008686644048222884,15.21493819,1,160.62602670924463,NA,0.84039667,1.54513015,roots,0.24831490,0.00000000,0.00392914,304.03254169,2.00148666,0.04082733,MS,1.07606942,52.00000000,0.24857606,0.15127568,NA,NA,0.12197389,381.6221397663828,0.46213779,0.62613616,NA,4.09416426,449.16771751,0.00019954,NA,6.40401804,89.83354350
0.00021099,NA,NA,NA,NA,NA,NA,NA,NA,195.5285289138125,NA,778.5918503030438,NA,NA,NA,NA,NA,NA,0.01646000115474026,NA,1,NA,NA,15.07047538,NA,phloem,NA,NA,NA,576.10004042,NA,NA,MS,NA,53.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00041804,NA,NA,0.03998396,0.09206857,15.13317837,NA,NA,12.87928616,16.78916553998861,NA,653.2418367110223,1.41636852,1.28605044,NA,NA,NA,0.53483118,0.008955152478072381,14.72669300,1,157.694626392827,NA,0.83912163,1.54654011,roots,0.26361895,0.00000000,0.00393438,313.43033673,2.02802265,0.04101453,MS,1.04292847,53.00000000,0.25519257,0.14914148,NA,NA,0.12243686,368.3150298918465,0.46945622,0.64280245,NA,4.11293732,492.33730779,0.00020012,NA,6.30525545,98.46746156
0.00021628,NA,NA,NA,NA,NA,NA,NA,NA,199.92397335191706,NA,802.1722725044108,NA,NA,NA,NA,NA,NA,0.017001474266477475,NA,1,NA,NA,15.44829741,NA,phloem,NA,NA,NA,595.05159933,NA,NA,MS,NA,54.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00041282,NA,NA,0.04009936,0.09294204,15.19665088,NA,NA,13.56024242,17.184928232785147,NA,673.3440849080406,1.42323750,1.28132146,NA,NA,NA,0.54953847,0.009257370688298317,14.29064149,1,154.8347020248877,NA,0.86138070,1.54809716,roots,0.27772239,0.00000000,0.00393811,324.00797409,2.05240752,0.04121344,MS,1.01300637,54.00000000,0.26195011,0.14699841,NA,NA,0.12291385,356.3808185118922,0.47741780,0.65982397,NA,4.13288386,522.32577630,0.00020069,NA,6.20877191,104.46515526
0.00022105,NA,NA,NA,NA,NA,NA,NA,NA,203.81543765782243,NA,824.8742970657842,NA,NA,NA,NA,NA,NA,0.01752700557834823,NA,1,NA,NA,15.78897150,NA,phloem,NA,NA,NA,613.44519524,NA,NA,MS,NA,55.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00040830,NA,NA,0.04021532,0.09388028,15.26801157,NA,NA,13.95961922,17.731038699406486,NA,695.0342393015236,1.43026891,1.27677731,NA,NA,NA,0.56931885,0.009583209359098382,13.89640501,1,152.03671980960578,NA,0.89132434,1.54970010,roots,0.28825858,0.00000000,0.00394280,335.41232757,2.07508265,0.04141705,MS,0.98623350,55.00000000,0.26873709,0.14493184,NA,NA,0.12339695,345.54999284275215,0.48557554,0.67691962,NA,4.15330210,542.36980168,0.00020127,NA,6.11420598,108.47396034
0.00022567,NA,NA,NA,NA,NA,NA,NA,NA,207.55350000729484,NA,847.301297826778,NA,NA,NA,NA,NA,NA,0.018049322363049337,NA,1,NA,NA,16.11943824,NA,phloem,NA,NA,NA,631.72628271,NA,NA,MS,NA,56.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00040388,NA,NA,0.04033186,0.09473690,15.32587939,NA,NA,14.20832312,18.002068761254375,NA,717.7782180771102,1.43731017,1.27220308,NA,NA,NA,0.59379809,0.009925485494402617,13.52266964,1,149.22111795593148,NA,0.90757121,1.55127150,roots,0.29094626,0.00000000,0.00403871,347.39199230,2.09690055,0.04162095,MS,0.98305545,56.00000000,0.27554678,0.14613041,NA,NA,0.12388003,335.2850244713647,0.49380599,0.69407248,NA,4.17374895,556.82902941,0.00020186,NA,6.01836567,111.36580588
0.00023009,NA,NA,NA,NA,NA,NA,NA,NA,211.0796347668519,NA,869.4015912994178,NA,NA,NA,NA,NA,NA,0.01856729014884435,NA,1,NA,NA,16.43505791,NA,phloem,NA,NA,NA,649.85515521,NA,NA,MS,NA,57.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00040001,NA,NA,0.04044897,0.09557676,15.38226817,NA,NA,14.32540845,18.23804194105998,NA,741.2406614559362,1.44427242,1.26788061,NA,NA,NA,0.60405599,0.010279686299048673,13.19011828,1,146.47149274145335,NA,0.92213742,1.55280304,roots,0.29035552,0.00000000,0.00404358,359.78902047,2.11707244,0.04182256,MS,0.96003647,57.00000000,0.28220226,0.14402770,NA,NA,0.12436237,326.09284148089347,0.50179103,0.71083693,NA,4.19396635,566.43795134,0.00020244,NA,5.92462044,113.28759027
0.00023430,NA,NA,NA,NA,NA,NA,NA,NA,214.3877521035797,NA,891.1520465559131,NA,NA,NA,NA,NA,NA,0.019080908007392167,NA,1,NA,NA,16.73570496,NA,phloem,NA,NA,NA,667.83178026,NA,NA,MS,NA,58.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00039660,NA,NA,0.04056662,0.09636536,15.43285235,NA,NA,14.34254113,18.354023260154555,NA,765.0621923107639,1.45111346,1.26382929,NA,NA,NA,0.61070770,0.010640910938347377,12.89595456,1,143.78599385780348,NA,0.93070095,1.55427029,roots,0.28605034,0.00000000,0.00405050,372.43188284,2.13572601,0.04202066,MS,0.94023026,58.00000000,0.28864679,0.14204065,NA,NA,0.12484197,317.8956816102725,0.50953826,0.72707000,NA,4.21383178,572.33351074,0.00020303,NA,5.83291234,114.46670215
0.00023830,NA,NA,NA,NA,NA,NA,NA,NA,217.4967541167609,NA,912.806371274002,NA,NA,NA,NA,NA,NA,0.019594494150198465,NA,1,NA,NA,17.02178046,NA,phloem,NA,NA,NA,685.80729526,NA,NA,MS,NA,59.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00039364,NA,NA,0.04068482,0.09713184,15.48231679,NA,NA,14.28915427,18.44326069832521,NA,789.2214829030623,1.45780262,1.26003570,NA,NA,NA,0.61622209,0.011008915625014553,12.63512438,1,141.1620522159099,NA,0.93795102,1.55567602,roots,0.28028587,0.00000000,0.00405548,385.31204688,2.15307249,0.04221436,MS,0.92234652,59.00000000,0.29489649,0.14002690,NA,NA,0.12531896,310.56111578074143,0.51703697,0.74281233,NA,4.23325618,575.70982441,0.00020362,NA,5.74315327,115.14196488
0.00024217,NA,NA,NA,NA,NA,NA,NA,NA,220.46148792833424,NA,935.32232605996,NA,NA,NA,NA,NA,NA,0.020129191458133345,NA,1,NA,NA,17.29794752,NA,phloem,NA,NA,NA,704.52170103,NA,NA,MS,NA,60.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.00039108,NA,NA,0.04080356,0.09786630,15.52912100,NA,NA,14.28499895,18.475865014437137,NA,813.6714069327004,1.46435176,1.25651032,NA,NA,NA,0.62041921,0.011383092446067616,12.40508144,1,138.59670753868377,NA,0.94235123,1.55702328,roots,0.27522920,0.00000000,0.00406403,398.40823561,2.16922195,0.04240401,MS,0.90746430,60.00000000,0.30095178,0.13817431,NA,NA,0.12579353,304.0196209879361,0.52431665,0.75806495,NA,4.25227398,581.80843431,0.00020421,NA,5.65523843,116.36168686
0.00023980,NA,NA,NA,NA,NA,NA,NA,NA,217.74450557716278,NA,923.1862657548241,NA,NA,NA,NA,NA,NA,0.019918901287752786,NA,1,NA,NA,17.12852875,NA,phloem,NA,NA,NA,697.16154507,NA,NA,MS,NA,61.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
