t,plant,axis,Tsoil,volume,nitrates,Conc_Nitrates_Soil,mineralisation
440,1,MS,22.4000000000,1,917627.0864400000,917627.0864400000,0.0088400000
441,1,MS,23.3000000000,1,914233.2138800001,914233.2138800001,0.0094500000
442,1,MS,24.2000000000,1,910802.8320500000,910802.8320500000,0.0100900000
443,1,MS,24.7000000000,1,907424.1923100000,907424.1923100000,0.0104600000
444,1,MS,25.9000000000,1,903950.9631700000,903950.9631700000,0.0114000000
445,1,MS,26.0000000000,1,900641.1642700000,900641.1642700000,0.0114800000
446,1,MS,26.2000000000,1,897480.5555200001,897480.5555200001,0.0116400000
447,1,MS,26.3000000000,1,894473.8106000000,894473.8106000000,0.0117200000
448,1,MS,25.9000000000,1,891724.9595300000,891724.9595300000,0.0114000000
449,1,MS,25.5000000000,1,889201.6379200000,889201.6379200000,0.0110800000
450,1,MS,24.5000000000,1,886990.8814400000,886990.8814400000,0.0103100000
451,1,MS,22.4000000000,1,885197.8770300000,885197.8770300000,0.0088400000
452,1,MS,21.1000000000,1,883649.4826399999,883649.4826399999,0.0080200000
453,1,MS,19.9000000000,1,882300.2482499999,882300.2482499999,0.0073200000
454,1,MS,18.6000000000,1,881133.2519200000,881133.2519200000,0.0066300000
455,1,MS,18.8000000000,1,879996.9123200000,879996.9123200000,0.0067300000
456,1,MS,16.5000000000,1,879083.2298500000,879083.2298500000,0.0056300000
457,1,MS,16.3000000000,1,878212.4683200000,878212.4683200000,0.0055400000
