t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,
362,1,21,3.1,0,3.1,0.768516667,485,0.9,2024/2/7 2:00
363,1,22,2.2,0,2.7,0.80715,498,1,2024/2/7 3:00
364,1,23,0.7,0,2.2,0.89075,499,0.5,2024/2/7 4:00
365,1,24,0.1,0,1.7,0.913266667,510,0.7,2024/2/7 5:00
366,1,1,0.3,0,1.3,0.942883333,527,0.2,2024/2/7 6:00
367,1,2,1.0,171,1.2,0.936083333,536,0.5,2024/2/7 7:00
368,1,3,4.1,581,1.4,0.823533333,523,1.1,2024/2/7 8:00
369,1,4,7.8,972,2.8,0.611133333,492,1.5,2024/2/7 9:00
370,1,5,9.0,1302,8.5,0.567683333,466,1.2,2024/2/7 10:00
371,1,6,9.7,1430,9.8,0.546066667,458,2.4,2024/2/7 11:00
372,1,7,10.4,1503,10.0,0.526433333,459,3.5,2024/2/7 12:00
373,1,8,11.1,1186,10.9,0.496166667,456,3,2024/2/7 13:00
374,1,9,9.5,519,11.7,0.617283333,458,2.7,2024/2/7 14:00
375,1,10,9.0,446,11.4,0.657033333,455,2.1,2024/2/7 15:00
376,1,1,9.0,116,11.1,0.626783333,455,2.7,2024/2/7 16:00
377,1,2,7.6,6,10.4,0.6611,459,2.5,2024/2/7 17:00
378,1,3,7.7,0,9.6,0.634733333,458,2.4,2024/2/7 18:00
379,1,4,7.3,0,9.0,0.630016667,455,2.8,2024/2/7 19:00
380,1,5,6.2,0,8.2,0.671633333,460,3.1,2024/2/7 20:00
381,1,6,5.9,0,7.3,0.679283333,463,1.1,2024/2/7 21:00
382,1,7,6.0,0,6.8,0.6754,462,2.1,2024/2/7 22:00
383,1,8,5.3,0,6.1,0.712316667,465,1.9,2024/2/7 23:00
384,1,9,4.8,0,5.4,0.738233333,465,1.6,2024/2/8 0:00
385,1,10,4.7,0,4.8,0.747583333,467,0.5,2024/2/8 1:00
386,1,11,4.7,0,4.3,0.746683333,472,1.2,2024/2/8 2:00
387,1,12,3.7,0,3.9,0.7834,477,1,2024/2/8 3:00
388,1,13,3.6,0,3.3,0.796416667,479,1.2,2024/2/8 4:00
389,1,14,3.3,0,2.8,0.7977,481,0.7,2024/2/8 5:00
390,1,15,2.8,0,2.3,0.81785,486,0.8,2024/2/8 6:00
391,1,16,2.9,189,1.9,0.831033333,499,0.4,2024/2/8 7:00
392,1,17,5.9,587,2.1,0.704433333,482,0.8,2024/2/8 8:00
393,1,18,7.3,1021,3.4,0.579666667,467,1.4,2024/2/8 9:00
394,1,19,8.6,1088,8.7,0.523483333,463,0.7,2024/2/8 10:00
395,1,20,10.2,843,10.6,0.445116667,453,0.7,2024/2/8 11:00
396,1,21,10.1,715,11.3,0.44845,450,3,2024/2/8 12:00
397,1,22,9.6,672,11.7,0.465016667,456,3.4,2024/2/8 13:00
398,1,23,9.6,397,11.5,0.4286,449,4,2024/2/8 14:00
399,1,24,8.8,238,11.1,0.44445,448,3,2024/2/8 15:00
400,1,1,8.2,73,10.4,0.471716667,449,3.2,2024/2/8 16:00
401,1,2,7.6,6,9.6,0.498233333,452,4.1,2024/2/8 17:00
402,1,3,7.3,0,8.9,0.514166667,452,1.9,2024/2/8 18:00
403,1,4,6.8,0,8.2,0.51395,453,2.4,2024/2/8 19:00
404,1,5,6.7,0,7.6,0.525433333,453,2,2024/2/8 20:00
405,1,6,6.6,0,7.2,0.545033333,454,1.8,2024/2/8 21:00
406,1,7,6.3,0,6.7,0.568633333,456,1.2,2024/2/8 22:00
407,1,8,6.2,0,6.3,0.565066667,456,2.1,2024/2/8 23:00
408,1,9,5.2,0,5.8,0.601116667,456,1.3,2024/2/9 0:00
409,1,10,4.7,0,5.2,0.6509,459,2.4,2024/2/9 1:00
410,1,1,3.3,0,4.6,0.7074,464,1.3,2024/2/9 2:00
411,1,2,3.0,0,4.2,0.716166667,465,1,2024/2/9 3:00
412,1,3,3.8,0,4.0,0.66735,467,1.9,2024/2/9 4:00
413,1,4,4.1,0,4.0,0.635166667,472,1.2,2024/2/9 5:00
414,1,5,2.5,0,3.7,0.6805,471,1.4,2024/2/9 6:00
415,1,6,2.1,177,3.1,0.728383333,490,1.2,2024/2/9 7:00
416,1,7,5.6,599,3.0,0.60955,475,1,2024/2/9 8:00
417,1,8,8.9,1002,4.3,0.475616667,462,1.3,2024/2/9 9:00
418,1,9,10.0,1314,10.7,0.445766667,467,1.7,2024/2/9 10:00
419,1,10,10.9,1485,12.7,0.423283333,466,1.5,2024/2/9 11:00
420,1,11,11.4,1503,12.8,0.424666667,463,1,2024/2/9 12:00
421,1,12,11.5,1112,13.5,0.435016667,460,1.3,2024/2/9 13:00
422,1,13,10.9,801,13.9,0.4749,459,1.8,2024/2/9 14:00
423,1,14,10.9,568,13.8,0.482533333,458,1.7,2024/2/9 15:00
424,1,15,11.1,361,13.9,0.487083333,458,1.9,2024/2/9 16:00
425,1,16,9.6,43,13.2,0.594083333,460,2.1,2024/2/9 17:00
426,1,17,8.8,0,11.8,0.6022,460,3,2024/2/9 18:00
427,1,18,7.9,0,10.7,0.5272,456,2.6,2024/2/9 19:00
428,1,19,7.1,0,9.7,0.550566667,460,2.2,2024/2/9 20:00
429,1,20,6.1,0,8.7,0.591583333,467,0.9,2024/2/9 21:00
430,1,21,5.9,0,7.7,0.577483333,468,0.2,2024/2/9 22:00
431,1,22,5.1,0,6.7,0.645483333,479,1.1,2024/2/9 23:00
432,1,23,5.0,0,5.8,0.658183333,487,0.9,2024/2/10 0:00
433,1,24,4.4,0,5.0,0.663466667,487,1.1,2024/2/10 1:00
434,1,1,3.5,0,4.2,0.715533333,488,0.5,2024/2/10 2:00
435,1,2,3.2,0,3.6,0.763866667,500,0.9,2024/2/10 3:00
436,1,3,3.4,0,3.0,0.74495,491,1.3,2024/2/10 4:00
437,1,4,3.2,0,2.6,0.737216667,482,1.2,2024/2/10 5:00
438,1,5,3.0,6,2.2,0.7472,496,0.7,2024/2/10 6:00
439,1,6,4.2,86,2.1,0.705483333,494,0.5,2024/2/10 7:00
440,1,7,5.4,269,2.6,0.692683333,506,0.7,2024/2/10 8:00
441,1,8,7.2,703,3.8,0.64135,508,1.4,2024/2/10 9:00
442,1,9,8.6,636,6.6,0.6072,492,0.7,2024/2/10 10:00
443,1,10,9.8,1247,8.8,0.6066,478,3.3,2024/2/10 11:00
444,1,1,10.7,1448,9.9,0.602166667,466,3.7,2024/2/10 12:00
445,1,2,11.5,1302,10.8,0.559033333,463,4.3,2024/2/10 13:00
446,1,3,11.6,1167,11.4,0.526683333,459,4.7,2024/2/10 14:00
447,1,4,11.8,746,11.9,0.495266667,458,4.7,2024/2/10 15:00
448,1,5,11.1,287,12.1,0.53525,457,0.7,2024/2/10 16:00
449,1,6,10.1,24,11.6,0.583066667,459,1.3,2024/2/10 17:00
450,1,7,9.4,0,10.9,0.6257,462,2.7,2024/2/10 18:00
451,1,8,7.3,0,10.2,0.73755,463,1.3,2024/2/10 19:00
452,1,9,7.1,0,9.3,0.724983333,465,1.4,2024/2/10 20:00
453,1,10,7.1,0,8.5,0.610066667,459,1.5,2024/2/10 21:00
454,1,11,6.7,0,7.7,0.562866667,458,1.7,2024/2/10 22:00
455,1,12,7.1,0,6.9,0.57735,462,1,2024/2/10 23:00
456,1,13,7.2,0,6.5,0.58835,462,0.9,2024/2/11 0:00
457,1,14,6.9,0,6.1,0.593216667,462,1.2,2024/2/11 1:00
458,1,15,6.5,0,5.7,0.610166667,463,0.4,2024/2/11 2:00
459,1,16,6.3,0,5.3,0.634316667,469,0.3,2024/2/11 3:00
460,1,17,6.0,0,5.0,0.641583333,470,1.8,2024/2/11 4:00
461,1,18,5.9,0,4.6,0.650883333,479,0.7,2024/2/11 5:00
462,1,19,4.0,0,4.2,0.728466667,481,1,2024/2/11 6:00
463,1,20,4.6,171,3.7,0.709133333,479,1.8,2024/2/11 7:00
464,1,21,6.4,611,4.0,0.6489,475,1.9,2024/2/11 8:00
465,1,22,8.0,1021,5.2,0.58405,465,2.1,2024/2/11 9:00
466,1,23,8.8,1192,10.2,0.543866667,465,2.9,2024/2/11 10:00
467,1,24,9.3,1167,11.5,0.49445,471,3.7,2024/2/11 11:00
468,1,1,9.2,1210,11.2,0.502216667,464,3.5,2024/2/11 12:00
469,1,2,9.7,1100,11.1,0.504883333,462,3.7,2024/2/11 13:00
470,1,3,10.1,1088,11.5,0.48315,461,4.4,2024/2/11 14:00
471,1,4,9.7,526,11.6,0.491283333,460,4.2,2024/2/11 15:00
472,1,5,9.4,269,11.5,0.512633333,461,2.8,2024/2/11 16:00
473,1,6,8.7,18,10.7,0.593483333,464,2.6,2024/2/11 17:00
474,1,7,8.0,0,9.9,0.6803,472,3.7,2024/2/11 18:00
475,1,8,7.7,0,9.2,0.730283333,476,1.8,2024/2/11 19:00
476,1,9,7.9,0,8.6,0.696733333,482,3.1,2024/2/11 20:00
477,1,10,7.7,0,8.2,0.6977,478,2.5,2024/2/11 21:00
478,1,1,7.7,0,7.8,0.605716667,477,3.3,2024/2/11 22:00
479,1,2,7.6,0,7.2,0.582533333,476,2.5,2024/2/11 23:00
480,1,3,7.6,0,6.9,0.5813,470,2.4,2024/2/12 0:00
481,1,4,7.5,0,6.5,0.579033333,478,3.3,2024/2/12 1:00
482,1,5,6.8,0,6.3,0.60635,474,2.7,2024/2/12 2:00
483,1,6,6.1,0,5.7,0.653966667,472,2.5,2024/2/12 3:00
484,1,7,5.5,0,5.2,0.697033333,473,1.9,2024/2/12 4:00
485,1,8,5.3,0,4.8,0.71425,475,0.5,2024/2/12 5:00
486,1,9,5.1,6,4.5,0.728766667,475,1.3,2024/2/12 6:00
487,1,10,5.0,153,4.2,0.72475,474,0.9,2024/2/12 7:00
488,1,11,5.9,611,4.1,0.711483333,474,1.5,2024/2/12 8:00
489,1,12,7.1,1021,4.9,0.657583333,481,4.2,2024/2/12 9:00
490,1,13,8.6,1283,9.4,0.588866667,471,3.5,2024/2/12 10:00
491,1,14,9.5,1412,10.7,0.550633333,467,2.8,2024/2/12 11:00
492,1,15,10.3,1589,10.9,0.521216667,465,1.7,2024/2/12 12:00
493,1,16,10.7,1571,11.4,0.518483333,464,2.4,2024/2/12 13:00
494,1,17,10.7,1369,11.6,0.528266667,464,1.5,2024/2/12 14:00
495,1,18,11.2,874,11.9,0.494516667,462,1.4,2024/2/12 15:00
496,1,19,10.9,330,12.1,0.499216667,458,2.9,2024/2/12 16:00
497,1,20,9.9,43,11.6,0.53005,458,3.8,2024/2/12 17:00
498,1,21,9.3,0,10.8,0.5544,458,1.2,2024/2/12 18:00
499,1,22,8.9,0,10.0,0.585,460,1.1,2024/2/12 19:00
500,1,23,7.8,0,9.2,0.595433333,481,1.1,2024/2/12 20:00
501,1,24,7.8,0,8.5,0.5977,482,1.5,2024/2/12 21:00
502,1,1,6.1,0,7.7,0.6773,489,1.4,2024/2/12 22:00
503,1,2,5.5,0,6.8,0.675866667,489,0.8,2024/2/12 23:00
504,1,3,4.8,0,5.9,0.7089,502,1,2024/2/13 0:00
505,1,4,4.7,0,5.1,0.71085,493,1.4,2024/2/13 1:00
506,1,5,4.3,0,4.4,0.74125,492,1.7,2024/2/13 2:00
507,1,6,4.0,0,3.8,0.764883333,506,1.4,2024/2/13 3:00
508,1,7,3.5,0,3.3,0.77455,506,1.3,2024/2/13 4:00
509,1,8,3.3,0,2.7,0.797,519,1.6,2024/2/13 5:00
510,1,9,3.6,6,2.3,0.774866667,523,1.6,2024/2/13 6:00
511,1,10,4.2,208,2.1,0.7687,540,1.7,2024/2/13 7:00
512,1,1,6.8,629,2.4,0.661733333,524,1.7,2024/2/13 8:00
513,1,2,10.1,1033,3.7,0.556633333,516,1.6,2024/2/13 9:00
514,1,3,12.9,1338,10.9,0.4719,513,1,2024/2/13 10:00
515,1,4,13.1,1503,13.7,0.45765,487,1.5,2024/2/13 11:00
516,1,5,14.0,1546,14.1,0.479833333,473,2.5,2024/2/13 12:00
517,1,6,14.4,1430,15.0,0.493483333,476,3.3,2024/2/13 13:00
518,1,7,14.7,1167,15.7,0.564816667,469,2.9,2024/2/13 14:00
519,1,8,14.8,801,16.4,0.5869,464,4,2024/2/13 15:00
520,1,9,13.9,385,16.6,0.64945,464,3,2024/2/13 16:00
521,1,10,13.0,49,16.0,0.681133333,464,2.7,2024/2/13 17:00
522,1,11,12.5,0,15.0,0.692733333,464,1.6,2024/2/13 18:00
523,1,12,11.8,0,14.1,0.729216667,465,1.4,2024/2/13 19:00
524,1,13,10.3,0,13.2,0.777933333,477,1.2,2024/2/13 20:00
525,1,14,9.4,0,12.2,0.811233333,482,0.8,2024/2/13 21:00
526,1,15,10.0,0,11.2,0.78015,476,1.2,2024/2/13 22:00
527,1,16,9.7,0,10.4,0.78445,483,1.4,2024/2/13 23:00
528,1,17,10.7,0,9.7,0.730583333,493,2.3,2024/2/14 0:00
529,1,18,9.7,0,9.3,0.772633333,502,0.8,2024/2/14 1:00
530,1,19,8.4,0,8.6,0.845416667,495,1.3,2024/2/14 2:00
531,1,20,8.3,0,7.9,0.81465,491,0.3,2024/2/14 3:00
532,1,21,7.9,0,7.3,0.823733333,519,0.8,2024/2/14 4:00
533,1,22,7.0,0,6.7,0.846633333,530,1.7,2024/2/14 5:00
534,1,23,7.4,6,6.2,0.84315,550,1.4,2024/2/14 6:00
535,1,24,8.3,189,6.0,0.808633333,532,1.4,2024/2/14 7:00
536,1,1,10.1,593,6.3,0.752133333,555,1.5,2024/2/14 8:00
537,1,2,13.4,978,7.7,0.64435,567,1.5,2024/2/14 9:00
538,1,3,14.7,1283,13.9,0.603316667,572,1,2024/2/14 10:00
539,1,4,15.1,1442,16.4,0.618566667,545,1.4,2024/2/14 11:00
540,1,5,16.1,1399,17.0,0.584833333,522,3.1,2024/2/14 12:00
541,1,6,16.3,1357,17.8,0.58015,491,2.4,2024/2/14 13:00
542,1,7,17.5,782,18.7,0.51455,474,2.8,2024/2/14 14:00
543,1,8,18.2,666,19.4,0.460266667,462,2,2024/2/14 15:00
544,1,9,16.5,324,19.8,0.557883333,472,2.1,2024/2/14 16:00
545,1,10,15.0,43,18.9,0.583366667,467,2,2024/2/14 17:00
546,1,1,13.4,0,17.4,0.69215,482,2.9,2024/2/14 18:00
547,1,2,13.0,0,16.1,0.706066667,483,1.6,2024/2/14 19:00
548,1,3,11.5,0,15.1,0.781816667,490,0.5,2024/2/14 20:00
549,1,4,11.8,0,14.0,0.792433333,491,0.6,2024/2/14 21:00
550,1,5,12.2,0,13.3,0.769833333,515,0.1,2024/2/14 22:00
551,1,6,13.1,0,13.0,0.73185,534,0.8,2024/2/14 23:00
552,1,7,13.2,0,12.7,0.702366667,524,1.2,2024/2/15 0:00
553,1,8,13.5,0,12.4,0.695233333,536,1.5,2024/2/15 1:00
554,1,9,13.2,0,12.3,0.717466667,574,1.9,2024/2/15 2:00
555,1,10,13.1,0,12.1,0.737066667,583,1.2,2024/2/15 3:00
556,1,11,13.1,0,11.9,0.717016667,550,1.3,2024/2/15 4:00
557,1,12,13.0,0,11.8,0.702533333,524,0.6,2024/2/15 5:00
558,1,13,13.0,6,11.7,0.705483333,528,1.1,2024/2/15 6:00
559,1,14,13.2,79,11.6,0.709783333,529,1.6,2024/2/15 7:00
560,1,15,14.7,196,12.2,0.655466667,542,1.5,2024/2/15 8:00
561,1,16,17.6,862,13.9,0.57045,534,1.9,2024/2/15 9:00
562,1,17,19.0,752,16.7,0.555866667,516,1.5,2024/2/15 10:00
563,1,18,17.7,587,18.0,0.63245,488,0.7,2024/2/15 11:00
564,1,19,17.6,257,18.4,0.659083333,468,2.6,2024/2/15 12:00
565,1,20,17.4,348,18.5,0.694133333,464,2.7,2024/2/15 13:00
566,1,21,17.4,202,18.5,0.741283333,453,2,2024/2/15 14:00
567,1,22,16.6,116,17.8,0.802266667,459,4,2024/2/15 15:00
568,1,23,17.3,61,17.5,0.7461,460,3.3,2024/2/15 16:00
569,1,24,16.6,6,17.1,0.802916667,461,2.4,2024/2/15 17:00
570,1,1,16.7,0,16.6,0.784516667,459,1.6,2024/2/15 18:00
571,1,2,16.5,0,16.3,0.78265,459,2,2024/2/15 19:00
572,1,3,15.4,0,15.8,0.839616667,455,3.9,2024/2/15 20:00
573,1,4,14.7,0,15.3,0.878083333,458,4.3,2024/2/15 21:00
574,1,5,14.4,0,14.8,0.85165,461,4.4,2024/2/15 22:00
575,1,6,14.2,0,14.4,0.83755,466,5.2,2024/2/15 23:00
576,1,7,12.3,0,13.9,0.754983333,468,4.7,2024/2/16 0:00
577,1,8,10.0,0,12.7,0.707183333,466,3.4,2024/2/16 1:00
578,1,9,9.5,0,11.6,0.653666667,464,3.1,2024/2/16 2:00
579,1,10,8.7,0,10.7,0.676633333,466,2.5,2024/2/16 3:00
580,1,1,7.9,0,9.7,0.666183333,466,3.3,2024/2/16 4:00
581,1,2,7.6,0,8.8,0.648883333,467,4,2024/2/16 5:00
582,1,3,7.3,0,8.2,0.641083333,468,3.1,2024/2/16 6:00
583,1,4,7.3,104,7.8,0.629116667,465,3,2024/2/16 7:00
584,1,5,8.2,287,7.9,0.587566667,465,2.9,2024/2/16 8:00
585,1,6,9.0,581,8.7,0.55265,463,3.2,2024/2/16 9:00
586,1,7,10.1,617,9.6,0.509183333,461,2.7,2024/2/16 10:00
587,1,8,10.0,727,11.0,0.488916667,460,4.6,2024/2/16 11:00
588,1,9,11.0,1155,11.4,0.468733333,458,4,2024/2/16 12:00
589,1,10,10.8,532,12.1,0.471,457,4.8,2024/2/16 13:00
590,1,11,10.0,446,12.1,0.476416667,456,2.9,2024/2/16 14:00
591,1,12,9.5,354,11.8,0.4644,455,3.2,2024/2/16 15:00
592,1,13,9.1,183,11.5,0.467983333,456,3.9,2024/2/16 16:00
593,1,14,8.1,31,10.7,0.485166667,458,3.3,2024/2/16 17:00
594,1,15,7.1,0,9.5,0.525083333,461,3.5,2024/2/16 18:00
595,1,16,6.5,0,8.4,0.542266667,463,4.3,2024/2/16 19:00
596,1,17,5.9,0,7.5,0.5502,464,3,2024/2/16 20:00
597,1,18,5.4,0,6.6,0.575966667,466,1.8,2024/2/16 21:00
598,1,19,4.9,0,5.8,0.590266667,469,1.4,2024/2/16 22:00
599,1,20,4.2,0,5.1,0.6287,472,1.3,2024/2/16 23:00
600,1,21,4.0,0,4.3,0.6585,474,1.3,2024/2/17 0:00
601,1,22,4.2,0,3.8,0.6499,471,0.9,2024/2/17 1:00
602,1,23,3.5,0,3.3,0.689133333,476,0.7,2024/2/17 2:00
603,1,24,3.4,0,2.8,0.710783333,491,1.3,2024/2/17 3:00
604,1,1,4.6,0,2.7,0.6863,486,1.2,2024/2/17 4:00
605,1,2,5.1,0,3.0,0.680933333,488,1.5,2024/2/17 5:00
606,1,3,5.5,0,3.3,0.67135,486,1.1,2024/2/17 6:00
607,1,4,5.9,67,3.7,0.655216667,482,1.9,2024/2/17 7:00
608,1,5,7.1,238,4.4,0.61675,481,1.9,2024/2/17 8:00
609,1,6,8.6,568,5.7,0.566416667,480,1.5,2024/2/17 9:00
610,1,7,9.5,1100,8.1,0.5113,480,2.3,2024/2/17 10:00
611,1,8,10.0,1253,10.2,0.505516667,477,1.4,2024/2/17 11:00
612,1,9,12.3,1381,12.3,0.462216667,471,1.3,2024/2/17 12:00
613,1,10,12.7,1473,13.9,0.488566667,468,1.9,2024/2/17 13:00
614,1,1,12.8,1222,14.8,0.5232,465,1.7,2024/2/17 14:00
615,1,1,13.2,642,15.7,0.544683333,465,1.1,2024/2/17 15:00
616,1,2,12.4,367,16.1,0.588016667,465,1.3,2024/2/17 16:00
617,1,3,10.9,24,15.4,0.660566667,466,1.7,2024/2/17 17:00
618,1,4,10.2,0,14.3,0.709966667,467,0.6,2024/2/17 18:00
619,1,5,9.5,0,13.4,0.74235,470,1.9,2024/2/17 19:00
620,1,6,10.4,0,12.6,0.73775,471,1,2024/2/17 20:00
621,1,7,10.9,0,12.3,0.713483333,470,2.2,2024/2/17 21:00
622,1,8,10.8,0,12.0,0.769133333,474,1,2024/2/17 22:00
623,1,9,10.8,0,11.7,0.784016667,476,1.5,2024/2/17 23:00
624,1,10,10.8,0,11.4,0.755633333,482,0.8,2024/2/18 0:00
625,1,11,10.8,0,11.1,0.748083333,485,2.1,2024/2/18 1:00
626,1,12,10.6,0,10.7,0.793033333,492,2.7,2024/2/18 2:00
627,1,13,10.6,0,10.5,0.785666667,497,2.3,2024/2/18 3:00
628,1,14,10.6,0,10.3,0.7814,505,2.2,2024/2/18 4:00
629,1,15,10.4,0,10.1,0.805366667,502,2.5,2024/2/18 5:00
630,1,16,11.0,6,10.0,0.795733333,497,2.4,2024/2/18 6:00
631,1,17,10.8,86,10.0,0.803383333,503,1.7,2024/2/18 7:00
632,1,18,11.6,257,10.6,0.786933333,494,1.9,2024/2/18 8:00
633,1,19,13.5,623,12.0,0.7252,490,2.3,2024/2/18 9:00
634,1,20,15.3,593,14.3,0.6523,487,1.7,2024/2/18 10:00
635,1,21,18.8,1118,17.3,0.5266,475,1,2024/2/18 11:00
636,1,22,19.0,1204,19.4,0.523033333,471,0.9,2024/2/18 12:00
637,1,23,17.6,1534,20.2,0.609783333,474,2.8,2024/2/18 13:00
638,1,24,17.3,904,20.9,0.628833333,474,2.8,2024/2/18 14:00
639,1,1,16.6,691,21.4,0.65635,475,2.6,2024/2/18 15:00
640,1,2,15.3,104,20.7,0.685666667,477,2.6,2024/2/18 16:00
641,1,3,14.9,55,19.7,0.6963,484,1.4,2024/2/18 17:00
642,1,4,14.4,0,18.6,0.717183333,482,1,2024/2/18 18:00
643,1,5,14.2,0,17.8,0.729216667,482,0.5,2024/2/18 19:00
644,1,6,14.5,0,17.1,0.766683333,478,1.1,2024/2/18 20:00
645,1,7,14.6,0,16.5,0.768633333,475,1.5,2024/2/18 21:00
646,1,8,13.5,0,15.5,0.821516667,474,0.9,2024/2/18 22:00
647,1,9,13.3,0,14.5,0.835916667,475,1.2,2024/2/18 23:00
648,1,10,11.9,0,13.6,0.886083333,488,1.5,2024/2/19 0:00
649,1,1,12.6,0,12.7,0.867283333,513,0.8,2024/2/19 1:00
650,1,2,12.9,0,12.2,0.819516667,536,1.2,2024/2/19 2:00
651,1,3,12.9,0,11.8,0.819533333,526,0.7,2024/2/19 3:00
652,1,4,13.1,0,11.6,0.80475,514,0.9,2024/2/19 4:00
653,1,5,12.9,0,11.5,0.803466667,497,1.2,2024/2/19 5:00
654,1,6,13.2,0,11.5,0.786283333,493,1.6,2024/2/19 6:00
655,1,7,13.4,31,11.5,0.79815,523,1.8,2024/2/19 7:00
656,1,8,14.5,104,11.9,0.74365,523,1.7,2024/2/19 8:00
657,1,9,14.4,165,12.4,0.805583333,527,1.8,2024/2/19 9:00
658,1,10,14.5,153,12.8,0.799066667,496,1.4,2024/2/19 10:00
659,1,11,14.9,293,13.0,0.820166667,500,1.6,2024/2/19 11:00
660,1,12,15.9,306,13.9,0.820816667,527,2.1,2024/2/19 12:00
661,1,13,17.1,391,14.8,0.789316667,515,1.5,2024/2/19 13:00
662,1,14,17.6,348,15.8,0.778866667,511,1.6,2024/2/19 14:00
663,1,15,16.0,67,15.8,0.878066667,517,1.1,2024/2/19 15:00
664,1,16,15.9,37,15.5,0.88495,507,1.3,2024/2/19 16:00
665,1,17,16.6,18,15.3,0.855333333,504,1.6,2024/2/19 17:00
666,1,18,15.7,0,15.1,0.879866667,500,1.4,2024/2/19 18:00
667,1,19,15.3,0,14.9,0.923016667,519,2.1,2024/2/19 19:00
668,1,20,15.6,0,14.8,0.894483333,512,1.7,2024/2/19 20:00
669,1,21,15.3,0,14.7,0.91855,534,0.9,2024/2/19 21:00
670,1,22,15.6,0,14.7,0.907533333,512,1.3,2024/2/19 22:00
671,1,23,15.3,0,14.6,0.910666667,478,1.5,2024/2/19 23:00
672,1,24,14.9,0,14.5,0.91995,462,0.9,2024/2/20 0:00
673,1,1,15.5,0,14.4,0.932683333,460,2,2024/2/20 1:00
674,1,2,15.8,0,14.5,0.929983333,464,1.3,2024/2/20 2:00
675,1,3,16.0,0,14.6,0.924733333,493,1.1,2024/2/20 3:00
676,1,4,15.1,0,14.5,0.923116667,505,1.1,2024/2/20 4:00
677,1,5,14.2,0,14.2,0.95325,470,1.1,2024/2/20 5:00
678,1,6,14.6,0,14.0,0.906316667,469,1.4,2024/2/20 6:00
679,1,7,14.4,116,13.9,0.888266667,470,1.2,2024/2/20 7:00
680,1,8,15.3,287,14.1,0.873283333,475,1.6,2024/2/20 8:00
681,1,9,15.8,568,14.8,0.880816667,485,2.1,2024/2/20 9:00
682,1,10,15.3,147,15.2,0.899016667,496,1.2,2024/2/20 10:00
683,1,1,15.8,226,15.8,0.8834,501,3.3,2024/2/20 11:00
684,1,2,17.8,507,16.7,0.7714,489,2.8,2024/2/20 12:00
685,1,3,18.0,422,17.4,0.710583333,474,4.2,2024/2/20 13:00
686,1,4,18.1,385,18.3,0.670816667,468,4.2,2024/2/20 14:00
687,1,5,16.9,232,18.5,0.659483333,468,4,2024/2/20 15:00
688,1,6,15.4,116,17.8,0.68735,468,4.7,2024/2/20 16:00
689,1,7,14.5,18,16.9,0.6989,471,3.3,2024/2/20 17:00
690,1,8,14.1,0,16.1,0.699533333,471,4.7,2024/2/20 18:00
691,1,9,13.6,0,15.4,0.696816667,472,4.4,2024/2/20 19:00
692,1,10,13.0,0,14.7,0.716333333,473,4,2024/2/20 20:00
693,1,11,13.0,0,14.0,0.716366667,473,2.2,2024/2/20 21:00
694,1,12,12.4,0,13.5,0.73315,472,3.4,2024/2/20 22:00
695,1,13,12.2,0,12.9,0.7364,472,3.6,2024/2/20 23:00
696,1,14,12.4,0,12.6,0.729133333,472,3.5,2024/2/21 0:00
697,1,15,11.9,0,12.3,0.738133333,472,4.9,2024/2/21 1:00
698,1,16,11.8,0,12.0,0.735433333,470,3.1,2024/2/21 2:00
699,1,17,11.8,0,11.8,0.733916667,471,3.1,2024/2/21 3:00
700,1,18,11.2,0,11.6,0.7578,474,3.6,2024/2/21 4:00
701,1,19,10.7,0,11.4,0.79215,475,3.6,2024/2/21 5:00
702,1,20,9.8,0,10.9,0.88675,481,3.8,2024/2/21 6:00
703,1,21,9.8,31,10.6,0.9059,486,3.1,2024/2/21 7:00
704,1,22,10.5,104,10.6,0.8762,487,2.6,2024/2/21 8:00
705,1,23,11.0,98,10.7,0.857833333,487,3.5,2024/2/21 9:00
706,1,24,10.8,141,10.8,0.883966667,490,3.4,2024/2/21 10:00
707,1,1,11.8,226,11.2,0.8522,487,3.6,2024/2/21 11:00
708,1,2,12.2,202,11.6,0.82625,485,2.8,2024/2/21 12:00
709,1,3,12.2,141,11.8,0.820733333,487,2.5,2024/2/21 13:00
710,1,4,11.6,92,11.9,0.8811,489,1.3,2024/2/21 14:00
711,1,5,12.1,177,12.0,0.904066667,495,2.1,2024/2/21 15:00
712,1,6,11.9,79,12.2,0.902583333,499,2.7,2024/2/21 16:00
713,1,7,11.3,0,12.1,0.933133333,501,1.7,2024/2/21 17:00
714,1,8,11.0,0,11.9,0.960566667,495,1.6,2024/2/21 18:00
715,1,9,10.3,0,11.6,0.954983333,481,2.1,2024/2/21 19:00
716,1,10,9.7,0,11.2,0.903283333,480,1.7,2024/2/21 20:00
717,1,1,9.3,0,10.8,0.871066667,476,1.8,2024/2/21 21:00
718,1,2,9.2,0,10.3,0.844633333,475,2.5,2024/2/21 22:00
719,1,3,8.8,0,10.0,0.867166667,476,2.9,2024/2/21 23:00
720,1,4,8.3,0,9.7,0.909966667,482,3.1,2024/2/22 0:00
721,1,5,8.2,0,9.4,0.918716667,480,3.3,2024/2/22 1:00
722,1,6,8.1,0,9.2,0.880866667,475,3.5,2024/2/22 2:00
