t,air_temperature,humidity,ambient_CO2,Wind,PARi,,,MJ/m2,W/m2,ppfd(1.89換算)
,32.6,0.66,430,2.1,1202.3,,2023/8/17 12:00,2.29,636.1,1202.25
,34.3,0.61,430,2.9,1459.5,,2023/8/17 13:00,2.78,772.2,1459.5
,34.4,0.6,430,3.4,1543.5,,2023/8/17 14:00,2.94,816.7,1543.5
,34.1,0.6,430,3.4,1254.8,,2023/8/17 15:00,2.39,663.9,1254.75
,33.1,0.61,430,4.5,950.3,,2023/8/17 16:00,1.81,502.8,950.25
,31.7,0.65,430,4.5,598.5,,2023/8/17 17:00,1.14,316.7,598.5
,30.3,0.71,430,4.6,183.8,,2023/8/17 18:00,0.35,97.2,183.75
,29.4,0.75,430,3.7,5.3,,2023/8/17 19:00,0.01,2.8,5.25
,28.8,0.77,430,2.2,0.0,,2023/8/17 20:00,,0.0,0
,28.3,0.8,430,3.1,0.0,,2023/8/17 21:00,,0.0,0
,27.9,0.83,430,2.1,0.0,,2023/8/17 22:00,,0.0,0
,27.6,0.85,430,2.2,0.0,,2023/8/17 23:00,,0.0,0
,26.4,0.91,430,1.4,0.0,,2023/8/18 0:00,,0.0,0
,26.4,0.89,430,2,0.0,,2023/8/18 1:00,,0.0,0
,25.5,0.94,430,1.1,0.0,,2023/8/18 2:00,,0.0,0
,25.2,0.96,430,1.7,0.0,,2023/8/18 3:00,,0.0,0
,25.3,0.97,430,1.1,0.0,,2023/8/18 4:00,,0.0,0
,25.5,0.97,430,1.5,0.0,,2023/8/18 5:00,0,0.0,0
,26.4,0.93,430,1.4,94.5,,2023/8/18 6:00,0.18,50.0,94.5
,27.8,0.88,430,1.9,341.3,,2023/8/18 7:00,0.65,180.6,341.25
,28.9,0.85,430,1.9,404.3,,2023/8/18 8:00,0.77,213.9,404.25
,29.9,0.83,430,0.7,509.3,,2023/8/18 9:00,0.97,269.4,509.25
,31.7,0.69,430,2.2,1160.3,,2023/8/18 10:00,2.21,613.9,1160.25
,31.8,0.69,430,1.1,1113.0,,2023/8/18 11:00,2.12,588.9,1113
,32.9,0.65,430,1.4,1249.5,,2023/8/18 12:00,2.38,661.1,1249.5
,34.5,0.56,430,2.7,1653.8,,2023/8/18 13:00,3.15,875.0,1653.75
,34.7,0.52,430,2.1,1491.0,,2023/8/18 14:00,2.84,788.9,1491
,34.4,0.5,430,2.5,1239.0,,2023/8/18 15:00,2.36,655.6,1239
,34.5,0.5,430,2.2,945.0,,2023/8/18 16:00,1.8,500.0,945
,32.6,0.62,430,3.7,593.3,,2023/8/18 17:00,1.13,313.9,593.25
,31,0.66,430,3.3,215.3,,2023/8/18 18:00,0.41,113.9,215.25
,29.8,0.69,430,2.7,10.5,,2023/8/18 19:00,0.02,5.6,10.5
,28.8,0.74,430,1.9,0.0,,2023/8/18 20:00,,0.0,0
,28.4,0.83,430,1.6,0.0,,2023/8/18 21:00,,0.0,0
,27.6,0.85,430,2.1,0.0,,2023/8/18 22:00,,0.0,0
,27.2,0.88,430,1.9,0.0,,2023/8/18 23:00,,0.0,0
,26.5,0.9,430,2.4,0.0,,2023/8/19 0:00,,0.0,0
,25.4,0.96,430,1.2,0.0,,2023/8/19 1:00,,0.0,0
,25.6,0.97,430,1.2,0.0,,2023/8/19 2:00,,0.0,0
,25,0.98,430,1.2,0.0,,2023/8/19 3:00,,0.0,0
,24.9,0.99,430,0.7,0.0,,2023/8/19 4:00,,0.0,0
,25.5,0.98,430,1.2,0.0,,2023/8/19 5:00,0,0.0,0
,26.3,0.95,430,1.1,52.5,,2023/8/19 6:00,0.1,27.8,52.5
,27.3,0.9,430,1.5,257.3,,2023/8/19 7:00,0.49,136.1,257.25
,28.9,0.84,430,1.2,572.3,,2023/8/19 8:00,1.09,302.8,572.25
,29.7,0.78,430,1.1,787.5,,2023/8/19 9:00,1.5,416.7,787.5
,31.4,0.7,430,1.3,1160.3,,2023/8/19 10:00,2.21,613.9,1160.25
,32.4,0.65,430,1.5,1543.5,,2023/8/19 11:00,2.94,816.7,1543.5
,32.4,0.67,430,1.4,1464.8,,2023/8/19 12:00,2.79,775.0,1464.75
,33.4,0.6,430,2.2,1417.5,,2023/8/19 13:00,2.7,750.0,1417.5
,34.1,0.58,430,2.4,1370.3,,2023/8/19 14:00,2.61,725.0,1370.25
,33.5,0.61,430,2.9,1081.5,,2023/8/19 15:00,2.06,572.2,1081.5
,32.6,0.6,430,2.1,787.5,,2023/8/19 16:00,1.5,416.7,787.5
,31.8,0.61,430,2.9,441.0,,2023/8/19 17:00,0.84,233.3,441
,30.2,0.63,430,3.1,68.3,,2023/8/19 18:00,0.13,36.1,68.25
,29,0.7,430,2.5,5.3,,2023/8/19 19:00,0.01,2.8,5.25
,28.4,0.73,430,2.4,0.0,,2023/8/19 20:00,,0.0,0
,28,0.76,430,2,0.0,,2023/8/19 21:00,,0.0,0
,27.5,0.8,430,1.6,0.0,,2023/8/19 22:00,,0.0,0
,27,0.84,430,1.4,0.0,,2023/8/19 23:00,,0.0,0
,25.9,0.9,430,1,0.0,,2023/8/20 0:00,,0.0,0
,26.3,0.89,430,1.4,0.0,,2023/8/20 1:00,,0.0,0
,25,0.96,430,0.7,0.0,,2023/8/20 2:00,,0.0,0
,25.3,0.95,430,1.5,0.0,,2023/8/20 3:00,,0.0,0
,24.9,0.97,430,1.1,0.0,,2023/8/20 4:00,,0.0,0
,24.6,0.98,430,1.6,0.0,,2023/8/20 5:00,0,0.0,0
,26.4,0.9,430,1.3,78.8,,2023/8/20 6:00,0.15,41.7,78.75
,28.3,0.84,430,1,367.5,,2023/8/20 7:00,0.7,194.4,367.5
,29.2,0.79,430,1.2,703.5,,2023/8/20 8:00,1.34,372.2,703.5
,30.6,0.72,430,1.4,1113.0,,2023/8/20 9:00,2.12,588.9,1113
,31.6,0.67,430,1.3,1029.0,,2023/8/20 10:00,1.96,544.4,1029
,32.2,0.61,430,1.7,1601.3,,2023/8/20 11:00,3.05,847.2,1601.25
,32.7,0.6,430,1.4,1606.5,,2023/8/20 12:00,3.06,850.0,1606.5
,33.7,0.56,430,2.5,1606.5,,2023/8/20 13:00,3.06,850.0,1606.5
,33.9,0.52,430,2.4,1470.0,,2023/8/20 14:00,2.8,777.8,1470
,33.3,0.57,430,2.9,1149.8,,2023/8/20 15:00,2.19,608.3,1149.75
,32.7,0.59,430,3.4,834.8,,2023/8/20 16:00,1.59,441.7,834.75
,31.9,0.62,430,2.9,551.3,,2023/8/20 17:00,1.05,291.7,551.25
,30.5,0.65,430,2.7,183.8,,2023/8/20 18:00,0.35,97.2,183.75
,29.5,0.72,430,2.5,5.3,,2023/8/20 19:00,0.01,2.8,5.25
,28.7,0.79,430,0.9,0.0,,2023/8/20 20:00,,0.0,0
,27.9,0.81,430,1.5,0.0,,2023/8/20 21:00,,0.0,0
,27.3,0.83,430,1.5,0.0,,2023/8/20 22:00,,0.0,0
,26.8,0.86,430,1.9,0.0,,2023/8/20 23:00,,0.0,0
,25.5,0.96,430,0.5,0.0,,2023/8/21 0:00,,0.0,0
,25.2,0.97,430,1.4,0.0,,2023/8/21 1:00,,0.0,0
,24.9,0.98,430,0.3,0.0,,2023/8/21 2:00,,0.0,0
,24.8,0.98,430,1.6,0.0,,2023/8/21 3:00,,0.0,0
,24.6,0.98,430,1,0.0,,2023/8/21 4:00,,0.0,0
,24.6,0.99,430,1.2,0.0,,2023/8/21 5:00,0,0.0,0
,26,0.96,430,1.3,94.5,,2023/8/21 6:00,0.18,50.0,94.5
,28,0.85,430,1.5,430.5,,2023/8/21 7:00,0.82,227.8,430.5
,29.4,0.77,430,1.2,771.8,,2023/8/21 8:00,1.47,408.3,771.75
,30.9,0.67,430,1.2,913.5,,2023/8/21 9:00,1.74,483.3,913.5
,31.7,0.61,430,2.6,1580.3,,2023/8/21 10:00,3.01,836.1,1580.25
,32.3,0.6,430,2.4,1622.3,,2023/8/21 11:00,3.09,858.3,1622.25
,32.8,0.55,430,2.5,1375.5,,2023/8/21 12:00,2.62,727.8,1375.5
,32.1,0.58,430,2.9,1218.0,,2023/8/21 13:00,2.32,644.4,1218
,32.7,0.6,430,2.6,1155.0,,2023/8/21 14:00,2.2,611.1,1155
,32.3,0.65,430,3.4,1249.5,,2023/8/21 15:00,2.38,661.1,1249.5
,31.5,0.67,430,3.5,945.0,,2023/8/21 16:00,1.8,500.0,945
,30.6,0.72,430,2.5,551.3,,2023/8/21 17:00,1.05,291.7,551.25
,29.7,0.77,430,2.5,157.5,,2023/8/21 18:00,0.3,83.3,157.5
,29.2,0.81,430,2.3,5.3,,2023/8/21 19:00,0.01,2.8,5.25
,28.8,0.84,430,2.5,0.0,,2023/8/21 20:00,,0.0,0
,28.2,0.84,430,1.9,0.0,,2023/8/21 21:00,,0.0,0
,27.8,0.87,430,1.5,0.0,,2023/8/21 22:00,,0.0,0
,27.6,0.87,430,1.1,0.0,,2023/8/21 23:00,,0.0,0
,27.2,0.9,430,1.4,0.0,,2023/8/22 0:00,,0.0,0
,26.9,0.94,430,1.5,0.0,,2023/8/22 1:00,,0.0,0
,27,0.93,430,1.5,0.0,,2023/8/22 2:00,,0.0,0
,26.8,0.94,430,1.3,0.0,,2023/8/22 3:00,,0.0,0
,26.7,0.95,430,1.6,0.0,,2023/8/22 4:00,,0.0,0
,26.6,0.96,430,1.5,0.0,,2023/8/22 5:00,0,0.0,0
,26.7,0.94,430,1.3,52.5,,2023/8/22 6:00,0.1,27.8,52.5
,28.1,0.9,430,1.6,357.0,,2023/8/22 7:00,0.68,188.9,357
,28.6,0.86,430,0.5,614.3,,2023/8/22 8:00,1.17,325.0,614.25
,30.6,0.69,430,1.8,855.8,,2023/8/22 9:00,1.63,452.8,855.75
,31.7,0.65,430,2.3,1485.8,,2023/8/22 10:00,2.83,786.1,1485.75
,27.9,0.85,430,3.3,918.8,,2023/8/22 11:00,1.75,486.1,918.75
,30.8,0.8,430,2.2,1044.8,,2023/8/22 12:00,1.99,552.8,1044.75
,31.3,0.77,430,1.4,1034.3,,2023/8/22 13:00,1.97,547.2,1034.25
,31.6,0.74,430,1.6,918.8,,2023/8/22 14:00,1.75,486.1,918.75
,31.7,0.64,430,3.2,672.0,,2023/8/22 15:00,1.28,355.6,672
,32.4,0.66,430,3.1,614.3,,2023/8/22 16:00,1.17,325.0,614.25
,30.9,0.7,430,3.4,456.8,,2023/8/22 17:00,0.87,241.7,456.75
,29.5,0.78,430,3,162.8,,2023/8/22 18:00,0.31,86.1,162.75
,28.5,0.83,430,2.8,10.5,,2023/8/22 19:00,0.02,5.6,10.5
,27.9,0.87,430,2.5,0.0,,2023/8/22 20:00,,0.0,0
,27.7,0.9,430,2,0.0,,2023/8/22 21:00,,0.0,0
,27.8,0.9,430,2,0.0,,2023/8/22 22:00,,0.0,0
,27.4,0.92,430,1.8,0.0,,2023/8/22 23:00,,0.0,0
,26.9,0.95,430,1.9,0.0,,2023/8/23 0:00,,0.0,0
,26.8,0.96,430,1.5,0.0,,2023/8/23 1:00,,0.0,0
,26.6,0.96,430,1.4,0.0,,2023/8/23 2:00,,0.0,0
,26.6,0.96,430,1.1,0.0,,2023/8/23 3:00,,0.0,0
,26.3,0.96,430,1.1,0.0,,2023/8/23 4:00,,0.0,0
,26.3,0.96,430,1.6,0.0,,2023/8/23 5:00,0,0.0,0
,26.7,0.95,430,1.3,63.0,,2023/8/23 6:00,0.12,33.3,63
,27.7,0.9,430,2.7,351.8,,2023/8/23 7:00,0.67,186.1,351.75
,28.2,0.89,430,2.7,493.5,,2023/8/23 8:00,0.94,261.1,493.5
,29.5,0.85,430,4,682.5,,2023/8/23 9:00,1.3,361.1,682.5
,30.8,0.74,430,3.6,955.5,,2023/8/23 10:00,1.82,505.6,955.5
,29.1,0.9,430,3.4,892.5,,2023/8/23 11:00,1.7,472.2,892.5
,31.6,0.71,430,3.4,1848.0,,2023/8/23 12:00,3.52,977.8,1848
,31.6,0.74,430,4.5,1580.3,,2023/8/23 13:00,3.01,836.1,1580.25
,27.9,0.87,430,5.1,939.8,,2023/8/23 14:00,1.79,497.2,939.75
,27.6,0.93,430,1.5,215.3,,2023/8/23 15:00,0.41,113.9,215.25
,28.6,0.87,430,1.9,383.3,,2023/8/23 16:00,0.73,202.8,383.25
,29.6,0.84,430,2.6,441.0,,2023/8/23 17:00,0.84,233.3,441
,27.4,0.93,430,1.3,120.8,,2023/8/23 18:00,0.23,63.9,120.75
,27.6,0.92,430,2.1,5.3,,2023/8/23 19:00,0.01,2.8,5.25
,27.7,0.86,430,2.5,0.0,,2023/8/23 20:00,,0.0,0
,27.1,0.88,430,2.2,0.0,,2023/8/23 21:00,,0.0,0
,26.8,0.91,430,2.5,0.0,,2023/8/23 22:00,,0.0,0
,26.4,0.93,430,2.1,0.0,,2023/8/23 23:00,,0.0,0
,26.3,0.94,430,1.9,0.0,,2023/8/24 0:00,,0.0,0
,26,0.96,430,1.8,0.0,,2023/8/24 1:00,,0.0,0
,26.1,0.96,430,1.7,0.0,,2023/8/24 2:00,,0.0,0
,26.1,0.96,430,1.9,0.0,,2023/8/24 3:00,,0.0,0
,25.9,0.97,430,1.8,0.0,,2023/8/24 4:00,,0.0,0
,25.5,0.97,430,1.3,0.0,,2023/8/24 5:00,0,0.0,0
,26.1,0.95,430,2.1,84.0,,2023/8/24 6:00,0.16,44.4,84
,27.8,0.87,430,2.6,399.0,,2023/8/24 7:00,0.76,211.1,399
,28.8,0.8,430,3.5,740.3,,2023/8/24 8:00,1.41,391.7,740.25
,30.1,0.77,430,3,840.0,,2023/8/24 9:00,1.6,444.4,840
,30.7,0.69,430,4.1,1113.0,,2023/8/24 10:00,2.12,588.9,1113
,32.7,0.62,430,4,1611.8,,2023/8/24 11:00,3.07,852.8,1611.75
,33.1,0.6,430,4.4,1470.0,,2023/8/24 12:00,2.8,777.8,1470
,33.5,0.57,430,3.8,1632.8,,2023/8/24 13:00,3.11,863.9,1632.75
,33.6,0.56,430,5.1,1496.3,,2023/8/24 14:00,2.85,791.7,1496.25
,33.6,0.53,430,4.6,1249.5,,2023/8/24 15:00,2.38,661.1,1249.5
,33,0.55,430,4.1,929.3,,2023/8/24 16:00,1.77,491.7,929.25
,31.7,0.58,430,4.1,561.8,,2023/8/24 17:00,1.07,297.2,561.75
,30.3,0.63,430,3.6,189.0,,2023/8/24 18:00,0.36,100.0,189
,29.4,0.67,430,2.6,5.3,,2023/8/24 19:00,0.01,2.8,5.25
,28.3,0.75,430,2,0.0,,2023/8/24 20:00,,0.0,0
,27.6,0.8,430,1.7,0.0,,2023/8/24 21:00,,0.0,0
,26.5,0.87,430,1.4,0.0,,2023/8/24 22:00,,0.0,0
,25.7,0.91,430,1.4,0.0,,2023/8/24 23:00,,0.0,0
,25.9,0.91,430,1.7,0.0,,2023/8/25 0:00,,0.0,0
,25.5,0.94,430,1.5,0.0,,2023/8/25 1:00,,0.0,0
,25.5,0.95,430,1.5,0.0,,2023/8/25 2:00,,0.0,0
,25.2,0.95,430,1.6,0.0,,2023/8/25 3:00,,0.0,0
,25,0.97,430,1.9,0.0,,2023/8/25 4:00,,0.0,0
,24.8,0.97,430,1.7,0.0,,2023/8/25 5:00,0,0.0,0
,25.5,0.96,430,1.4,78.8,,2023/8/25 6:00,0.15,41.7,78.75
,27.6,0.87,430,1.9,399.0,,2023/8/25 7:00,0.76,211.1,399
,29.2,0.77,430,2.6,771.8,,2023/8/25 8:00,1.47,408.3,771.75
,30.6,0.67,430,3.1,1097.3,,2023/8/25 9:00,2.09,580.6,1097.25
,32.2,0.62,430,3.3,1501.5,,2023/8/25 10:00,2.86,794.4,1501.5
,32.6,0.6,430,3,1533.0,,2023/8/25 11:00,2.92,811.1,1533
,33.5,0.55,430,3.6,1716.8,,2023/8/25 12:00,3.27,908.3,1716.75
,33.6,0.5,430,3.4,1648.5,,2023/8/25 13:00,3.14,872.2,1648.5
,34.5,0.54,430,2.5,1464.8,,2023/8/25 14:00,2.79,775.0,1464.75
,34.1,0.52,430,2.7,1286.3,,2023/8/25 15:00,2.45,680.6,1286.25
,33.8,0.57,430,3.1,1055.3,,2023/8/25 16:00,2.01,558.3,1055.25
,32.1,0.63,430,3.5,582.8,,2023/8/25 17:00,1.11,308.3,582.75
,30.2,0.71,430,3.9,194.3,,2023/8/25 18:00,0.37,102.8,194.25
,28.7,0.74,430,2.5,5.3,,2023/8/25 19:00,0.01,2.8,5.25
,27.9,0.8,430,2.9,0.0,,2023/8/25 20:00,,0.0,0
,27.4,0.83,430,2.3,0.0,,2023/8/25 21:00,,0.0,0
,26.9,0.86,430,2,0.0,,2023/8/25 22:00,,0.0,0
,26.7,0.87,430,1.8,0.0,,2023/8/25 23:00,,0.0,0
,26.1,0.9,430,1.8,0.0,,2023/8/26 0:00,,0.0,0
,26,0.92,430,1.8,0.0,,2023/8/26 1:00,,0.0,0
,24.9,0.96,430,1,0.0,,2023/8/26 2:00,,0.0,0
,24.3,0.98,430,1.1,0.0,,2023/8/26 3:00,,0.0,0
,24.1,0.99,430,1.6,0.0,,2023/8/26 4:00,,0.0,0
,24.2,0.99,430,1,0.0,,2023/8/26 5:00,0,0.0,0
,25.1,0.98,430,1.1,78.8,,2023/8/26 6:00,0.15,41.7,78.75
,27.8,0.85,430,1.1,393.8,,2023/8/26 7:00,0.75,208.3,393.75
,29.1,0.74,430,0.6,766.5,,2023/8/26 8:00,1.46,405.6,766.5
,30.4,0.66,430,1.3,1118.3,,2023/8/26 9:00,2.13,591.7,1118.25
,31.7,0.58,430,1.8,1449.0,,2023/8/26 10:00,2.76,766.7,1449
,32.4,0.53,430,2.1,1659.0,,2023/8/26 11:00,3.16,877.8,1659
,32.2,0.57,430,2.7,1690.5,,2023/8/26 12:00,3.22,894.4,1690.5
,33.1,0.6,430,2.7,1580.3,,2023/8/26 13:00,3.01,836.1,1580.25
,32.4,0.62,430,3.7,1506.8,,2023/8/26 14:00,2.87,797.2,1506.75
,31.7,0.6,430,3.7,1260.0,,2023/8/26 15:00,2.4,666.7,1260
,30.8,0.64,430,4.2,771.8,,2023/8/26 16:00,1.47,408.3,771.75
,30,0.71,430,3.8,546.0,,2023/8/26 17:00,1.04,288.9,546
,28.9,0.78,430,2.8,152.3,,2023/8/26 18:00,0.29,80.6,152.25
,28.2,0.72,430,2.3,0.0,,2023/8/26 19:00,0,0.0,0
,27.5,0.76,430,2.5,0.0,,2023/8/26 20:00,,0.0,0
,24.9,0.91,430,0.9,0.0,,2023/8/26 21:00,,0.0,0
,24.5,0.94,430,1,0.0,,2023/8/26 22:00,,0.0,0
,25.2,0.92,430,1.8,0.0,,2023/8/26 23:00,,0.0,0
,25.1,0.92,430,1.3,0.0,,2023/8/27 0:00,,0.0,0
,24.8,0.94,430,1.7,0.0,,2023/8/27 1:00,,0.0,0
,25.3,0.91,430,1.6,0.0,,2023/8/27 2:00,,0.0,0
,23.8,0.95,430,3,0.0,,2023/8/27 3:00,,0.0,0
,23.7,0.98,430,1,0.0,,2023/8/27 4:00,,0.0,0
,23.8,0.99,430,1.8,0.0,,2023/8/27 5:00,0,0.0,0
,23.9,0.99,430,1.4,36.8,,2023/8/27 6:00,0.07,19.4,36.75
,25.9,0.91,430,1.8,351.8,,2023/8/27 7:00,0.67,186.1,351.75
,27.2,0.87,430,1.9,703.5,,2023/8/27 8:00,1.34,372.2,703.5
,28.2,0.81,430,2.5,945.0,,2023/8/27 9:00,1.8,500.0,945
,29,0.74,430,2.8,1223.3,,2023/8/27 10:00,2.33,647.2,1223.25
,29.9,0.69,430,3.3,924.0,,2023/8/27 11:00,1.76,488.9,924
,28.4,0.73,430,2.4,1050.0,,2023/8/27 12:00,2,555.6,1050
,28.1,0.78,430,1.8,551.3,,2023/8/27 13:00,1.05,291.7,551.25
,30.1,0.66,430,3.1,824.3,,2023/8/27 14:00,1.57,436.1,824.25
,29,0.67,430,3.3,840.0,,2023/8/27 15:00,1.6,444.4,840
,29.4,0.68,430,3.1,903.0,,2023/8/27 16:00,1.72,477.8,903
,27.7,0.76,430,3.1,451.5,,2023/8/27 17:00,0.86,238.9,451.5
,26.9,0.79,430,2.3,115.5,,2023/8/27 18:00,0.22,61.1,115.5
,26.5,0.82,430,2.6,0.0,,2023/8/27 19:00,0,0.0,0
,25.7,0.86,430,2.1,0.0,,2023/8/27 20:00,,0.0,0
,25.5,0.87,430,1.4,0.0,,2023/8/27 21:00,,0.0,0
,25.5,0.86,430,1.8,0.0,,2023/8/27 22:00,,0.0,0
,24.7,0.9,430,1.4,0.0,,2023/8/27 23:00,,0.0,0
,24.2,0.93,430,1.3,0.0,,2023/8/28 0:00,,0.0,0
,24.8,0.89,430,1.4,0.0,,2023/8/28 1:00,,0.0,0
,24.5,0.91,430,1.8,0.0,,2023/8/28 2:00,,0.0,0
,24.7,0.91,430,1.9,0.0,,2023/8/28 3:00,,0.0,0
,24,0.93,430,1.5,0.0,,2023/8/28 4:00,,0.0,0
,24.4,0.92,430,1.3,0.0,,2023/8/28 5:00,0,0.0,0
,25.2,0.91,430,1.4,52.5,,2023/8/28 6:00,0.1,27.8,52.5
,27.4,0.81,430,1.5,336.0,,2023/8/28 7:00,0.64,177.8,336
,28.9,0.73,430,2.6,666.8,,2023/8/28 8:00,1.27,352.8,666.75
,29.9,0.68,430,2.1,829.5,,2023/8/28 9:00,1.58,438.9,829.5
,30.6,0.69,430,2.2,834.8,,2023/8/28 10:00,1.59,441.7,834.75
,30.8,0.67,430,3.7,824.3,,2023/8/28 11:00,1.57,436.1,824.25
,33,0.66,430,2.2,1249.5,,2023/8/28 12:00,2.38,661.1,1249.5
,33.3,0.56,430,2.1,1428.0,,2023/8/28 13:00,2.72,755.6,1428
,33.4,0.55,430,2,1123.5,,2023/8/28 14:00,2.14,594.4,1123.5
,33.2,0.57,430,3.5,850.5,,2023/8/28 15:00,1.62,450.0,850.5
,32.4,0.58,430,3.9,693.0,,2023/8/28 16:00,1.32,366.7,693
,30.6,0.68,430,4,183.8,,2023/8/28 17:00,0.35,97.2,183.75
,29.7,0.71,430,2.9,57.8,,2023/8/28 18:00,0.11,30.6,57.75
,28.9,0.76,430,2.8,5.3,,2023/8/28 19:00,0.01,2.8,5.25
,28.2,0.79,430,2.4,0.0,,2023/8/28 20:00,,0.0,0
,27.8,0.82,430,2.4,0.0,,2023/8/28 21:00,,0.0,0
,26.8,0.88,430,1.6,0.0,,2023/8/28 22:00,,0.0,0
,25.6,0.94,430,1.3,0.0,,2023/8/28 23:00,,0.0,0
,26.4,0.86,430,1.5,0.0,,2023/8/29 0:00,,0.0,0
,25.6,0.88,430,1.5,0.0,,2023/8/29 1:00,,0.0,0
,25.3,0.89,430,1.4,0.0,,2023/8/29 2:00,,0.0,0
,24.3,0.95,430,1.2,0.0,,2023/8/29 3:00,,0.0,0
,24.9,0.92,430,1.6,0.0,,2023/8/29 4:00,,0.0,0
,24.2,0.96,430,1.1,0.0,,2023/8/29 5:00,0,0.0,0
,24.6,0.96,430,1,63.0,,2023/8/29 6:00,0.12,33.3,63
,27.1,0.84,430,0.7,351.8,,2023/8/29 7:00,0.67,186.1,351.75
,28.6,0.79,430,0.6,719.3,,2023/8/29 8:00,1.37,380.6,719.25
,29,0.76,430,1,745.5,,2023/8/29 9:00,1.42,394.4,745.5
,30,0.74,430,1.5,682.5,,2023/8/29 10:00,1.3,361.1,682.5
,31.3,0.7,430,1.7,1254.8,,2023/8/29 11:00,2.39,663.9,1254.75
,33.4,0.61,430,2.5,1228.5,,2023/8/29 12:00,2.34,650.0,1228.5
,34.2,0.58,430,3.2,1485.8,,2023/8/29 13:00,2.83,786.1,1485.75
,34.9,0.55,430,3.1,1380.8,,2023/8/29 14:00,2.63,730.6,1380.75
,34.1,0.51,430,4.1,1207.5,,2023/8/29 15:00,2.3,638.9,1207.5
,33.6,0.47,430,2.8,887.3,,2023/8/29 16:00,1.69,469.4,887.25
,32.3,0.49,430,2.6,519.8,,2023/8/29 17:00,0.99,275.0,519.75
,30.5,0.57,430,2.3,162.8,,2023/8/29 18:00,0.31,86.1,162.75
,29.2,0.62,430,2.6,5.3,,2023/8/29 19:00,0.01,2.8,5.25
,28.4,0.78,430,2.5,0.0,,2023/8/29 20:00,,0.0,0
,27.4,0.75,430,2.6,0.0,,2023/8/29 21:00,,0.0,0
,25.6,0.85,430,1.5,0.0,,2023/8/29 22:00,,0.0,0
,25.3,0.86,430,2,0.0,,2023/8/29 23:00,,0.0,0
,25.5,0.86,430,2,0.0,,2023/8/30 0:00,,0.0,0
,24.9,0.89,430,1.5,0.0,,2023/8/30 1:00,,0.0,0
,23.4,0.97,430,1.2,0.0,,2023/8/30 2:00,,0.0,0
,24.1,0.93,430,1.6,0.0,,2023/8/30 3:00,,0.0,0
,24.4,0.93,430,1.6,0.0,,2023/8/30 4:00,,0.0,0
,23.5,0.95,430,1,0.0,,2023/8/30 5:00,0,0.0,0
,24.2,0.97,430,1.1,68.3,,2023/8/30 6:00,0.13,36.1,68.25
,26.6,0.87,430,1.8,362.3,,2023/8/30 7:00,0.69,191.7,362.25
,28.9,0.79,430,1.7,761.3,,2023/8/30 8:00,1.45,402.8,761.25
,30,0.74,430,1.7,845.3,,2023/8/30 9:00,1.61,447.2,845.25
,32.1,0.62,430,2.3,1475.3,,2023/8/30 10:00,2.81,780.6,1475.25
,32,0.62,430,1.5,1470.0,,2023/8/30 11:00,2.8,777.8,1470
,32.9,0.62,430,2.8,903.0,,2023/8/30 12:00,1.72,477.8,903
,34.1,0.57,430,2.9,1485.8,,2023/8/30 13:00,2.83,786.1,1485.75
,34.5,0.52,430,4.1,1365.0,,2023/8/30 14:00,2.6,722.2,1365
,33.5,0.56,430,3.8,1013.3,,2023/8/30 15:00,1.93,536.1,1013.25
,32.2,0.63,430,4.5,666.8,,2023/8/30 16:00,1.27,352.8,666.75
,31.5,0.64,430,4.6,435.8,,2023/8/30 17:00,0.83,230.6,435.75
,30.1,0.68,430,2.8,162.8,,2023/8/30 18:00,0.31,86.1,162.75
,29.2,0.73,430,2.4,0.0,,2023/8/30 19:00,0,0.0,0
,28.4,0.76,430,2.7,0.0,,2023/8/30 20:00,,0.0,0
,27.9,0.82,430,1.7,0.0,,2023/8/30 21:00,,0.0,0
,26.8,0.85,430,1.8,0.0,,2023/8/30 22:00,,0.0,0
,26.2,0.89,430,2,0.0,,2023/8/30 23:00,,0.0,0
,25.9,0.9,430,2.4,0.0,,2023/8/31 0:00,,0.0,0
,25.6,0.91,430,1.9,0.0,,2023/8/31 1:00,,0.0,0
,25.3,0.93,430,2.1,0.0,,2023/8/31 2:00,,0.0,0
,25.4,0.92,430,2.1,0.0,,2023/8/31 3:00,,0.0,0
,25.1,0.93,430,2,0.0,,2023/8/31 4:00,,0.0,0
,24.6,0.96,430,1.9,0.0,,2023/8/31 5:00,0,0.0,0
,24.6,0.96,430,1.7,26.3,,2023/8/31 6:00,0.05,13.9,26.25
,26.9,0.85,430,2.9,309.8,,2023/8/31 7:00,0.59,163.9,309.75
,29.1,0.77,430,3,761.3,,2023/8/31 8:00,1.45,402.8,761.25
,30.5,0.66,430,3.5,1118.3,,2023/8/31 9:00,2.13,591.7,1118.25
,31.6,0.59,430,4.4,1422.8,,2023/8/31 10:00,2.71,752.8,1422.75
,32.7,0.5,430,3.7,1548.8,,2023/8/31 11:00,2.95,819.4,1548.75
,33,0.46,430,3.3,1648.5,,2023/8/31 12:00,3.14,872.2,1648.5
,33.6,0.4,430,4.1,1674.8,,2023/8/31 13:00,3.19,886.1,1674.75
,34.1,0.39,430,4.6,1522.5,,2023/8/31 14:00,2.9,805.6,1522.5
,33.4,0.45,430,4,1092.0,,2023/8/31 15:00,2.08,577.8,1092
,32.1,0.48,430,3.2,756.0,,2023/8/31 16:00,1.44,400.0,756
